line	pos	sign	conf
05811_p2_L01	1	121	H
05811_p2_L01	2	104	H
05811_p2_L01	3	58	H
05811_p2_L01	4	26	H
05811_p2_L01	5	16	H
05811_p2_L01	6	36	H
05811_p2_L01	7	82	H
05811_p2_L01	8	27	H
05811_p2_L01	9	64	H
05811_p2_L01	10	38	H
05811_p2_L01	11	8	H
05811_p2_L01	12	37	H
05811_p2_L01	13	20	M
05811_p2_L01	14	117	H
05811_p2_L01	15	84	H
05811_p2_L01	16	122	H
05811_p2_L02	1	78	H
05811_p2_L02	2	9	M
05811_p2_L02	3	58	H
05811_p2_L02	4	69	H
05811_p2_L02	5	32	H
05811_p2_L02	6	61	H
05811_p2_L02	7	2	H
05811_p2_L02	8	33	H
05811_p2_L02	9	17	M
05811_p2_L02	10	58	H
05811_p2_L02	11	81	H
05811_p2_L02	12	77	H
05811_p2_L02	13	8	H
05811_p2_L02	14	38	H
05811_p2_L02	15	61	H
05811_p2_L02	16	2	H
05811_p2_L02	17	33	H
05811_p2_L02	18	113	H
05811_p2_L02	19	85	H
05811_p2_L02	20	37	H
05811_p2_L02	21	21	H
05811_p2_L03	1	64	H
05811_p2_L03	2	22	H
05811_p2_L03	3	11	H
05811_p2_L03	4	38	H
05811_p2_L03	5	81	H
05811_p2_L03	6	83	H
05811_p2_L03	7	38	H
05811_p2_L03	8	8	H
05811_p2_L03	9	30	H
05811_p2_L03	10	29	H
05811_p2_L03	11	83	H
05811_p2_L03	12	26	H
05811_p2_L03	13	31	H
05811_p2_L03	14	82	H
05811_p2_L03	15	29	H
05811_p2_L03	16	12	H
05811_p2_L03	17	61	H
05811_p2_L03	18	22	H
05811_p2_L03	19	31	H
05811_p2_L03	20	53	H
05811_p2_L04	1	123	H
05811_p2_L04	2	81	H
05811_p2_L04	3	31	H
05811_p2_L04	4	18	H
05811_p2_L04	5	37	H
05811_p2_L04	6	105	H
05811_p2_L04	7	114	H
05811_p2_L04	8	57	H
05811_p2_L04	9	27	H
05811_p2_L04	10	6	H
05811_p2_L04	11	102	H
05811_p2_L04	12	81	H
05811_p2_L04	13	2	H
05811_p2_L04	14	31	H
05811_p2_L04	15	70	H
05811_p2_L04	16	61	H
05811_p2_L04	17	113	H
05811_p2_L04	18	102	H
05811_p2_L05	1	70	H
05811_p2_L05	2	83	H
05811_p2_L05	3	22	H
05811_p2_L05	4	84	H
05811_p2_L05	5	98	M
05811_p2_L05	6	78	H
05811_p2_L05	7	81	H
05811_p2_L05	8	38	H
05811_p2_L05	9	84	H
05811_p2_L05	10	37	H
05811_p2_L05	11	27	H
05811_p2_L05	12	28	H
05811_p2_L05	13	37	H
05811_p2_L05	14	102	H
05811_p2_L05	15	38	H
05811_p2_L05	16	21	H
05811_p2_L05	17	81	H
05811_p2_L06	1	105	H
05811_p2_L06	2	113	H
05811_p2_L06	3	94	H
05811_p2_L06	4	2	H
05811_p2_L06	5	81	H
05811_p2_L06	6	114	H
05811_p2_L06	7	37	H
05811_p2_L06	8	22	H
05811_p2_L06	9	21	H
05811_p2_L06	10	8	H
05811_p2_L06	11	2	H
05811_p2_L06	12	31	H
05811_p2_L06	13	12	H
05811_p2_L06	14	62	H
05811_p2_L06	15	20	M
05811_p2_L06	16	27	H
05811_p2_L06	17	81	H
05811_p2_L06	18	22	H
05811_p2_L06	19	124	H
05811_p2_L07	1	26	H
05811_p2_L07	2	62	H
05811_p2_L07	3	1	M
05811_p2_L07	4	27	H
05811_p2_L07	5	74	H
05811_p2_L07	6	6	H
05811_p2_L07	7	37	H
05811_p2_L07	8	21	H
05811_p2_L07	9	109	M
05811_p2_L07	10	22	H
05811_p2_L07	11	16	H
05811_p2_L07	12	37	H
05811_p2_L07	13	81	H
05811_p2_L07	14	113	H
05811_p2_L07	15	7	M
05811_p2_L07	16	38	H
05811_p2_L07	17	81	H
05811_p2_L08	1	35	H
05811_p2_L08	2	21	H
05811_p2_L08	3	61	H
05811_p2_L08	4	2	H
05811_p2_L08	5	76	H
05811_p2_L08	6	79	H
05811_p2_L08	7	61	H
05811_p2_L08	8	1	M
05811_p2_L08	9	94	H
05811_p2_L08	10	105	H
05811_p2_L08	11	81	H
05811_p2_L08	12	21	H
05811_p2_L08	13	16	H
05811_p2_L08	14	37	H
05811_p2_L08	15	102	H
05811_p2_L08	16	27	H
05811_p2_L08	17	81	H
05811_p2_L08	18	22	H
05811_p2_L08	19	6?	L
05811_p2_L09	1	78	H
05811_p2_L09	2	8	H
05811_p2_L09	3	117	H
05811_p2_L09	4	106	M
05811_p2_L09	5	61	H
05811_p2_L09	6	104	H
05811_p2_L09	7	94	H
05811_p2_L09	8	81	H
05811_p2_L09	9	13	H
05811_p2_L09	10	6	H
05811_p2_L09	11	38	H
05811_p2_L09	12	11	H
05811_p2_L09	13	85	H
05811_p2_L09	14	37	H
05811_p2_L09	15	112	H
05811_p2_L09	16	18?	L
05811_p2_L09	17	82	H
05811_p2_L09	18	31	H
05811_p2_L10	1	3	M
05811_p2_L10	2	8	H
05811_p2_L10	3	37	H
05811_p2_L10	4	26	H
05811_p2_L10	5	37	H
05811_p2_L10	6	101	H
05811_p2_L10	7	81	H
05811_p2_L10	8	11	H
05811_p2_L10	9	77	H
