line	pos	sign	conf
05799_p1_L04	1	=y	H
05799_p1_L04	2	=a	H
05799_p1_L04	3	=apparence	H
05799_p1_L04	4	41	H
05799_p1_L04	5	22	H
05799_p1_L04	6	98	H
05799_p1_L04	7	125	H
05799_p1_L04	8	116	H
05799_p1_L04	9	21	H
05799_p1_L04	10	107	H
05799_p1_L04	11	25	M
05799_p1_L04	12	60	M
05799_p1_L04	13	130	H
05799_p1_L04	14	140	H
05799_p1_L04	15	137	H
05799_p1_L04	16	117	H
05799_p1_L04	17	98	H
05799_p1_L04	18	49	H
05799_p1_L04	19	52	H
05799_p1_L04	20	77	H
05799_p1_L04	21	69	M
05799_p1_L04	22	28	H
05799_p1_L04	23	99	H
05799_p1_L04	24	69	M
05799_p1_L04	25	99	H
05799_p1_L04	26	59?	L
05799_p1_L05	1	127	H
05799_p1_L05	2	35	H
05799_p1_L05	3	100	H
05799_p1_L05	4	132	H
05799_p1_L05	5	48	H
05799_p1_L05	6	54	H
05799_p1_L05	7	67	H
05799_p1_L05	8	37	H
05799_p1_L05	9	119	H
05799_p1_L05	10	129	H
05799_p1_L05	11	95	H
05799_p1_L05	12	117	H
05799_p1_L05	13	78	H
05799_p1_L05	14	39	H
05799_p1_L05	15	99	H
05799_p1_L05	16	135	H
05799_p1_L05	17	52	H
05799_p1_L05	18	22	H
05799_p1_L05	19	125	H
05799_p1_L05	20	56	M
05799_p1_L05	21	52	H
05799_p1_L05	22	58	H
05799_p1_L05	23	132	H
05799_p1_L05	24	126	H
05799_p1_L05	25	=D'aultant	H
05799_p1_L05	26	=q'	M
05799_p1_L06	1	=j'entens	H
05799_p1_L06	2	=q'	H
05799_p1_L06	3	139	H
05799_p1_L06	4	66	H
05799_p1_L06	5	96	H
05799_p1_L06	6	61	H
05799_p1_L06	7	97	H
05799_p1_L06	8	98	H
05799_p1_L06	9	39	H
05799_p1_L06	10	100	H
05799_p1_L06	11	23	H
05799_p1_L06	12	38	H
05799_p1_L06	13	123	H
05799_p1_L06	14	128	H
05799_p1_L06	15	117	H
05799_p1_L06	16	22	H
05799_p1_L06	17	37	H
05799_p1_L06	18	52	H
05799_p1_L06	19	77	H
05799_p1_L06	20	27	H
05799_p1_L06	21	135	H
05799_p1_L06	22	126	H
05799_p1_L06	23	97	H
05799_p1_L06	24	32	H
05799_p1_L07	1	107	H
05799_p1_L07	2	37	H
05799_p1_L07	3	77	H
05799_p1_L07	4	26	H
05799_p1_L07	5	118	H
05799_p1_L07	6	24	H
05799_p1_L07	7	125	H
05799_p1_L07	8	105	H
05799_p1_L07	9	53	H
05799_p1_L07	10	57	H
05799_p1_L07	11	29	H
05799_p1_L07	12	97	H
05799_p1_L07	13	124	H
05799_p1_L07	14	125	H
05799_p1_L07	15	46	H
05799_p1_L07	16	120	H
05799_p1_L07	17	67	H
05799_p1_L07	18	118	H
05799_p1_L07	19	27	H
05799_p1_L07	20	77	H
05799_p1_L07	21	58	H
05799_p1_L07	22	124	H
05799_p1_L07	23	42	H
05799_p1_L07	24	21	H
05799_p1_L07	25	78	H
05799_p1_L07	26	67	H
