line	col	A	B	flagged	crop
f66_L07	4	ls	-		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	13	-	A		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	15	pl	p		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	19	u	dbl		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	20	9	q		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	21	2	z		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	23	v+	-		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	25	4+	A		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	28	alpha		B	images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	30	x	r	B	images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	31	pl	phi		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	34	4+	u	B	images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	35	X	x		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	38	pl	-		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	39	h	phi	AB	images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L07	41	E	3		images/f66_L07_s1.jpg,images/f66_L07_s2.jpg
f66_L08	1	v	-		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	2	n	-		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	3	4	-	A	images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	8	++	dbl		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	10	5'	s		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	11	I	2	B	images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	13	X	-		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	14	r	-		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	15	d	x	A	images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	16	4+	x		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	17	b	o	B	images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	18	2	r	B	images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L08	19	dbl	?+		images/f66_L08_s1.jpg,images/f66_L08_s2.jpg
f66_L09	1	+	-		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	2	o	-		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	5	X	x		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	10	T	z		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	11	///	111		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	14	pl	p		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	17	alpha	-		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	18	r	e		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	19	X	v	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	21	8	g		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	22	lam	x	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	26	-	s	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	27	5'		B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	28	c	l	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	35	pl	p		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	37	u	-		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	38	r	-		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	39	s	ur	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	40	o	so		images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L09	43	X	x	B	images/f66_L09_s1.jpg,images/f66_L09_s2.jpg
f66_L10	1	alpha	inT		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	4	6	b		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	8	9	q		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	10	f	p		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	11	d	del		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	15	9	q		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	16	6	b		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	18	g	q		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	19	b	t		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	25	X	x		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	26	X	x		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	29	-	pl		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	30	q	m		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	31	m+	t	B	images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	32	9	q		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	34	g	q		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	35	+	t		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L10	40	V+	inT+		images/f66_L10_s1.jpg,images/f66_L10_s2.jpg
f66_L11	3	c	r		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	5	r	k		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	9	2+	-		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	10	d	-		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	13	-	2		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	14	inT	+		images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L11	17	oo+	oo	B	images/f66_L11_s1.jpg,images/f66_L11_s2.jpg
f66_L13	1	g	-	A	images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	2	u	-	A	images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	3	j	-		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	4	5'	-		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	6	//	-		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	10	theta+	+	B	images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	12	1	-		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	14	X	x		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	16	pl	x		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	20	L	-		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
f66_L13	21	5'	s'		images/f66_L13_s1.jpg,images/f66_L13_s2.jpg
