f66_L05	w:...
f66_L06	w:...
f66_L07	w:... 8+ L I x? g pi 7 dbl inT 2 4 A T p 1 o dbl dbl q z 4 e? A g lam ?  inT r? phi x o u? x T n phi? 6 3 20
f66_L08	dbl j? 7 h dbl y s 2? j? x x o? r? ?+ w:...
f66_L09	w:point_de_aussy 6 x x g E r o z 111 q y p dbl 4 e v? T g x? r o dbl s? ? l? del v n dbl y q p v? ur? so d? pl? x?
f66_L10	inT o n b q g c q 7 p del o pl n q b j q t q 1 l x E w:... x x q 1 pl m t? q g q t o r? V T inT+
f66_L11	dbl v r o k j? 5' n 2+ del 2 + l x oo? d? w:...
f66_L12	w:...
f66_L13	w:... 42 v e E +? pl 4 x T x r o q s' o+ dbl q E a k g y
f66_L14	inT? o q b j? 5' g dbl 7 q w:...
f66_L15	w:... y g m T 1 o v y A+ g inT 1 12 o+ E+ y 9 6 9 4+ l x x e m pl T 8 z? w:...
f66_L16	w:... E M o 10 +? i V inT?
f66_L17	oo? pl 5 x x g 4 inT? w:... 1 l 14 7 50 g
f66_L18	oo? x x q g y V del+ x w:...
f66_L19	w:...
f66_L20	w:... z 3 l o inT? x y g 5? q x w:... inT + dbl x v w+ pl 5' x g o# j? T
f66_L21	X? 9? L T L E X w:...
