line	pos	sign	conf
05811_p5_L03	1	141	M
05811_p5_L03	2	127	M
05811_p5_L03	3	130	M
05811_p5_L04	1	112	M
05811_p5_L04	2	91	M
05811_p5_L04	3	16	M
05811_p5_L04	4	36	M
05811_p5_L04	5	82	M
05811_p5_L04	6	119	M
05811_p5_L04	7	114	M
05811_p5_L04	8	81	M
05811_p5_L04	9	102	M
05811_p5_L04	10	63	M
05811_p5_L04	11	81	M
05811_p5_L04	12	37	M
05811_p5_L04	13	83	M
05811_p5_L04	14	40	M
05811_p5_L04	15	39	M
05811_p5_L04	16	?	L
05811_p5_L04	17	28	M
05811_p5_L04	18	32	M
05811_p5_L04	19	22	M
05811_p5_L04	20	83	M
05811_p5_L04	21	70	M
05811_p5_L05	1	55	M
05811_p5_L05	2	84	M
05811_p5_L05	3	24	M
05811_p5_L05	4	94	M
05811_p5_L05	5	31	M
05811_p5_L05	6	100	M
05811_p5_L05	7	5	M
05811_p5_L05	8	3	M
05811_p5_L05	9	77	M
05811_p5_L05	10	85	M
05811_p5_L05	11	123	M
05811_p5_L05	12	38	M
05811_p5_L05	13	84	M
05811_p5_L05	14	6	M
05811_p5_L05	15	104	M
05811_p5_L05	16	23	M
05811_p5_L05	17	83	M
05811_p5_L05	18	37	M
05811_p5_L05	19	81	M
05811_p5_L05	20	91	M
05811_p5_L05	21	38	M
05811_p5_L06	1	23	M
05811_p5_L06	2	8	M
05811_p5_L06	3	39	M
05811_p5_L06	4	11	M
05811_p5_L06	5	13	M
05811_p5_L06	6	81	M
05811_p5_L06	7	27	M
05811_p5_L06	8	132	M
05811_p5_L06	9	13	M
05811_p5_L06	10	81	M
05811_p5_L06	11	20	M
05811_p5_L06	12	98	M
05811_p5_L06	13	81	M
05811_p5_L06	14	93	M
05811_p5_L06	15	84	M
05811_p5_L06	16	121	M
05811_p5_L06	17	81	M
05811_p5_L06	18	33	M
05811_p5_L06	19	83	M
05811_p5_L06	20	80	M
05811_p5_L06	21	80	M
05811_p5_L06	22	2	M
05811_p5_L07	1	88	M
05811_p5_L07	2	87	M
05811_p5_L07	3	84	M
05811_p5_L07	4	91	M
05811_p5_L07	5	32	M
05811_p5_L07	6	14	M
05811_p5_L07	7	23	M
05811_p5_L07	8	83	M
05811_p5_L07	9	2	M
05811_p5_L07	10	50	M
05811_p5_L07	11	24	M
05811_p5_L07	12	85	M
05811_p5_L07	13	30	M
05811_p5_L07	14	9	M
05811_p5_L07	15	28	M
05811_p5_L07	16	33	M
05811_p5_L07	17	21	M
05811_p5_L07	18	81	M
05811_p5_L07	19	80	M
05811_p5_L07	20	100	M
05811_p5_L07	21	85	M
05811_p5_L07	22	11	M
05811_p5_L08	1	125	M
05811_p5_L08	2	139	M
05811_p5_L08	3	82	M
05811_p5_L08	4	3	M
05811_p5_L08	5	33	M
05811_p5_L08	6	21	M
05811_p5_L08	7	85	M
05811_p5_L08	8	129	M
05811_p5_L08	9	92	M
05811_p5_L08	10	23	M
05811_p5_L08	11	82	M
05811_p5_L08	12	35	M
05811_p5_L08	13	82	M
05811_p5_L08	14	130	M
05811_p5_L08	15	84	M
05811_p5_L08	16	30	M
05811_p5_L08	17	29	M
05811_p5_L08	18	2	M
05811_p5_L08	19	150	M
05811_p5_L10	1	135	M
05811_p5_L10	2	137	M
05811_p5_L10	3	85	M
05811_p5_L11	1	64	M
05811_p5_L11	2	53	M
05811_p5_L11	3	2	M
05811_p5_L11	4	33	M
05811_p5_L11	5	22	M
05811_p5_L11	6	81	M
05811_p5_L11	7	74	M
05811_p5_L11	8	82	M
05811_p5_L11	9	35	M
05811_p5_L11	10	123	M
05811_p5_L11	11	38	M
05811_p5_L11	12	8	M
05811_p5_L11	13	27	M
05811_p5_L11	14	32	M
05811_p5_L11	15	21	M
05811_p5_L11	16	81	M
05811_p5_L11	17	114	M
05811_p5_L11	18	92	M
05811_p5_L11	19	31	M
05811_p5_L11	20	33	M
05811_p5_L11	21	23	M
05811_p5_L11	22	80	M
05811_p5_L11	23	16	M
05811_p5_L12	1	81	M
05811_p5_L12	2	102	M
05811_p5_L12	3	3	M
05811_p5_L12	4	81	M
05811_p5_L12	5	6	M
05811_p5_L12	6	2	M
05811_p5_L12	7	31	M
05811_p5_L12	8	104	M
05811_p5_L12	9	4	M
05811_p5_L12	10	80	M
05811_p5_L12	11	6	M
05811_p5_L12	12	31	M
05811_p5_L12	13	82	M
05811_p5_L12	14	27	M
05811_p5_L12	15	93	M
05811_p5_L12	16	22	M
05811_p5_L12	17	101	M
05811_p5_L12	18	14	M
05811_p5_L12	19	31	M
05811_p5_L12	20	84	M
05811_p5_L12	21	31	M
05811_p5_L12	22	118	M
05811_p5_L12	23	85	M
05811_p5_L13	1	81	M
05811_p5_L13	2	51	M
05811_p5_L13	3	38	M
05811_p5_L13	4	1	M
05811_p5_L13	5	80	M
05811_p5_L13	6	50	M
05811_p5_L13	7	9	M
05811_p5_L13	8	1	M
05811_p5_L13	9	4	M
05811_p5_L13	10	82	M
05811_p5_L13	11	11	M
05811_p5_L13	12	82	M
05811_p5_L13	13	29	M
05811_p5_L13	14	32	M
05811_p5_L13	15	104	M
05811_p5_L13	16	83	M
05811_p5_L13	17	80	M
05811_p5_L13	18	81	M
05811_p5_L13	19	119	M
05811_p5_L13	20	80	M
05811_p5_L13	21	28	M
05811_p5_L13	22	92	M
05811_p5_L13	23	82	M
05811_p5_L13	24	12	M
05811_p5_L14	1	30	M
05811_p5_L14	2	92	M
05811_p5_L14	3	101	M
05811_p5_L14	4	2	M
05811_p5_L14	5	80	M
05811_p5_L14	6	29	M
05811_p5_L14	7	18	M
05811_p5_L14	8	38	M
05811_p5_L14	9	100	M
05811_p5_L14	10	114	M
05811_p5_L14	11	98	M
05811_p5_L14	12	84	M
05811_p5_L14	13	82	M
05811_p5_L14	14	82	M
05811_p5_L14	15	2	M
05811_p5_L14	16	31	M
05811_p5_L14	17	84	M
05811_p5_L14	18	37	M
05811_p5_L14	19	127	M
05811_p5_L14	20	11	M
05811_p5_L14	21	113	M
05811_p5_L14	22	39	M
05811_p5_L15	1	30	M
05811_p5_L15	2	5	M
05811_p5_L15	3	28	M
05811_p5_L15	4	34	M
05811_p5_L15	5	84	M
05811_p5_L15	6	28	M
05811_p5_L15	7	81	M
05811_p5_L15	8	32	M
05811_p5_L15	9	20	M
05811_p5_L15	10	0	M
05811_p5_L15	11	38	M
05811_p5_L15	12	39	M
05811_p5_L15	13	81	M
05811_p5_L15	14	22	M
05811_p5_L15	15	82	M
05811_p5_L15	16	29	M
05811_p5_L15	17	82	M
05811_p5_L15	18	2	M
05811_p5_L15	19	39	M
05811_p5_L15	20	104	M
05811_p5_L15	21	21	M
05811_p5_L15	22	8	M
05811_p5_L15	23	2	M
05811_p5_L16	1	58	M
05811_p5_L16	2	84	M
05811_p5_L16	3	123	M
05811_p5_L16	4	32	M
05811_p5_L16	5	104	M
05811_p5_L16	6	9	M
05811_p5_L16	7	114	M
05811_p5_L16	8	129	M
05811_p5_L16	9	11	M
05811_p5_L16	10	5	M
05811_p5_L16	11	37	M
05811_p5_L16	12	23	M
05811_p5_L16	13	83	M
05811_p5_L16	14	3	M
05811_p5_L16	15	72	M
05811_p5_L16	16	81	M
05811_p5_L16	17	29	M
05811_p5_L16	18	15	M
05811_p5_L16	19	37	M
05811_p5_L16	20	85	M
05811_p5_L16	21	21	M
05811_p5_L16	22	3	M
05811_p5_L17	1	84	M
05811_p5_L17	2	23	M
05811_p5_L17	3	28	M
05811_p5_L17	4	114	M
05811_p5_L17	5	62	M
05811_p5_L17	6	38	M
05811_p5_L17	7	8	M
05811_p5_L17	8	39	M
05811_p5_L17	9	27	M
05811_p5_L17	10	24	M
05811_p5_L17	11	84	M
05811_p5_L17	12	90	M
05811_p5_L17	13	82	M
05811_p5_L17	14	11	M
05811_p5_L17	15	37	M
05811_p5_L17	16	5	M
05811_p5_L17	17	108	M
05811_p5_L17	18	24	M
05811_p5_L17	19	9	M
05811_p5_L17	20	104	M
05811_p5_L17	21	23	M
05811_p5_L17	22	81	M
05811_p5_L18	1	18	M
05811_p5_L18	2	37	M
05811_p5_L18	3	85	M
05811_p5_L18	4	100	M
05811_p5_L18	5	82	M
05811_p5_L18	6	122	M
05811_p5_L18	7	71	M
05811_p5_L18	8	23	M
05811_p5_L18	9	81	M
05811_p5_L18	10	104	M
05811_p5_L18	11	2	M
05811_p5_L18	12	29	M
05811_p5_L18	13	15	M
05811_p5_L18	14	38	M
05811_p5_L18	15	81	M
05811_p5_L18	16	113	M
05811_p5_L18	17	84	M
05811_p5_L18	18	311	L
05811_p5_L18	19	131	M
05811_p5_L18	20	92	M
05811_p5_L18	21	83	M
05811_p5_L18	22	2	M
05811_p5_L19	1	31	M
05811_p5_L19	2	140	M
05811_p5_L19	3	84	M
05811_p5_L19	4	29	M
05811_p5_L19	5	28	M
05811_p5_L19	6	80	M
05811_p5_L19	7	90	M
05811_p5_L19	8	81	M
05811_p5_L19	9	29	M
05811_p5_L19	10	31	M
05811_p5_L19	11	23	M
05811_p5_L19	12	8	M
05811_p5_L19	13	104	M
05811_p5_L19	14	92	M
05811_p5_L19	15	32	M
05811_p5_L19	16	11	M
05811_p5_L19	17	8	M
05811_p5_L19	18	38	M
05811_p5_L19	19	21	M
05811_p5_L19	20	114	M
05811_p5_L19	21	94	M
05811_p5_L19	22	130	M
05811_p5_L20	1	83	M
05811_p5_L20	2	22	M
05811_p5_L20	3	34	M
05811_p5_L20	4	8	M
05811_p5_L20	5	38	M
05811_p5_L20	6	30	M
05811_p5_L20	7	82	M
05811_p5_L20	8	28	M
05811_p5_L20	9	85	M
05811_p5_L20	10	9	M
05811_p5_L20	11	100	M
05811_p5_L20	12	29	M
05811_p5_L20	13	3	M
05811_p5_L20	14	9	M
05811_p5_L20	15	37	M
05811_p5_L20	16	28	M
05811_p5_L20	17	130	M
05811_p5_L20	18	99	M
05811_p5_L20	19	6	M
05811_p5_L20	20	23	M
05811_p5_L20	21	83	M
05811_p5_L20	22	23	M
05811_p5_L20	23	9	M
05811_p5_L21	1	28	M
05811_p5_L21	2	10	M
05811_p5_L21	3	23	M
05811_p5_L21	4	90	M
05811_p5_L21	5	22	M
05811_p5_L21	6	82	M
05811_p5_L21	7	90	M
05811_p5_L21	8	85	M
05811_p5_L21	9	37	M
05811_p5_L21	10	8	M
05811_p5_L21	11	38	M
05811_p5_L21	12	27	M
05811_p5_L21	13	62	M
05811_p5_L21	14	92	M
05811_p5_L21	15	53	M
05811_p5_L21	16	8	M
05811_p5_L21	17	118	M
05811_p5_L21	18	115	M
05811_p5_L21	19	8	M
05811_p5_L21	20	99	M
05811_p5_L21	21	82	M
05811_p5_L21	22	21	M
05811_p5_L21	23	90	M
05811_p5_L21	24	85	M
05811_p5_L22	1	351	L
05811_p5_L22	2	81	M
05811_p5_L22	3	31	M
05811_p5_L22	4	82	M
05811_p5_L22	5	38	M
05811_p5_L22	6	33	M
05811_p5_L22	7	23	M
05811_p5_L22	8	82	M
05811_p5_L22	9	27	M
05811_p5_L22	10	2	M
05811_p5_L22	11	83	M
05811_p5_L22	12	92	M
05811_p5_L22	13	84	M
05811_p5_L22	14	29	M
05811_p5_L22	15	28	M
05811_p5_L22	16	104	M
05811_p5_L22	17	32	M
05811_p5_L22	18	83	M
05811_p5_L22	19	28	M
05811_p5_L22	20	123	M
05811_p5_L23	1	=le	H
05811_p5_L23	2	=plus	H
05811_p5_L23	3	=que	H
05811_p5_L23	4	=sera	H
05811_p5_L23	5	=possible	H
05811_p5_L23	6	131	M
05811_p5_L23	7	80	M
05811_p5_L23	8	29	M
05811_p5_L23	9	12	M
05811_p5_L23	10	83	M
05811_p5_L23	11	22	M
05811_p5_L23	12	83	M
05811_p5_L23	13	2	M
05811_p5_L23	14	31	M
05811_p5_L23	15	02	M
05811_p5_L23	16	39	M
05811_p5_L23	17	28	M
05811_p5_L23	18	26	M
05811_p5_L23	19	92	M
05811_p5_L23	20	76	M
05811_p5_L24	1	83	M
05811_p5_L24	2	113	M
05811_p5_L24	3	112	M
05811_p5_L24	4	82	M
05811_p5_L24	5	23	M
05811_p5_L24	6	120	M
05811_p5_L24	7	9	M
05811_p5_L24	8	84	M
05811_p5_L24	9	120	M
05811_p5_L24	10	82	M
05811_p5_L24	11	29	M
05811_p5_L24	12	119	M
05811_p5_L24	13	83	M
05811_p5_L24	14	104	M
05811_p5_L24	15	83	M
05811_p5_L24	16	29	M
05811_p5_L24	17	38	M
05811_p5_L24	18	104	M
05811_p5_L24	19	29	M
05811_p5_L24	20	119	M
05811_p5_L25	1	22	M
05811_p5_L25	2	24	M
05811_p5_L25	3	100	M
05811_p5_L25	4	17	M
05811_p5_L25	5	83	M
05811_p5_L25	6	84	M
05811_p5_L25	7	114	M
05811_p5_L25	8	82	M
05811_p5_L25	9	29	M
05811_p5_L25	10	90	M
05811_p5_L25	11	22	M
05811_p5_L25	12	82	M
05811_p5_L25	13	2	M
05811_p5_L25	14	92	M
05811_p5_L25	15	100	M
05811_p5_L25	16	8	M
05811_p5_L25	17	91	M
05811_p5_L25	18	29	M
05811_p5_L25	19	2	M
05811_p5_L25	20	83	M
05811_p5_L25	21	28	M
05811_p5_L26	1	32	M
05811_p5_L26	2	83	M
05811_p5_L26	3	3	M
05811_p5_L26	4	92	M
05811_p5_L26	5	8	M
05811_p5_L26	6	102	M
05811_p5_L26	7	23	M
05811_p5_L26	8	84	M
05811_p5_L26	9	29	M
05811_p5_L26	10	38	M
