line	pos	sign	conf
05810_p5_L08	1	140	M
05810_p5_L08	2	138	M
05810_p5_L08	3	141	M
05810_p5_L08	4	126	M
05810_p5_L08	5	122	M
05810_p5_L08	6	112	M
05810_p5_L08	7	81	M
05810_p5_L08	8	121	M
05810_p5_L09	1	31	M
05810_p5_L09	2	82	M
05810_p5_L09	3	116	M
05810_p5_L09	4	11	M
05810_p5_L09	5	26	M
05810_p5_L09	6	82	M
05810_p5_L09	7	32	M
05810_p5_L09	8	113	M
05810_p5_L09	9	61	M
05810_p5_L09	10	27	M
05810_p5_L09	11	62	M
05810_p5_L09	12	107	M
05810_p5_L09	13	28	M
05810_p5_L09	14	6	M
05810_p5_L09	15	1	M
05810_p5_L09	16	76	M
05810_p5_L09	17	83	M
05810_p5_L09	18	114	M
05810_p5_L09	19	96	M
05810_p5_L09	20	81	M
05810_p5_L09	21	38	M
05810_p5_L09	22	84	M
05810_p5_L09	23	23	M
05810_p5_L09	24	132	M
05810_p5_L10	1	29	M
05810_p5_L10	2	67	M
05810_p5_L10	3	77	M
05810_p5_L10	4	90	M
05810_p5_L10	5	64	M
05810_p5_L10	6	2	M
05810_p5_L10	7	71	M
05810_p5_L10	8	85	M
05810_p5_L10	9	70	M
05810_p5_L10	10	104	M
05810_p5_L10	11	81	M
05810_p5_L10	12	3	M
05810_p5_L10	13	90	M
05810_p5_L10	14	10	M
05810_p5_L10	15	22	M
05810_p5_L10	16	34	M
05810_p5_L10	17	84	M
05810_p5_L10	18	32	M
05810_p5_L10	19	124	M
05810_p5_L10	20	130	M
05810_p5_L10	21	=petit	M
05810_p5_L10	22	=a	M
05810_p5_L10	23	=petit	M
05810_p5_L11	1	=sapprochera	M
05810_p5_L11	2	136	L
05810_p5_L11	3	127	M
05810_p5_L11	4	115	M
05810_p5_L11	5	64	M
05810_p5_L11	6	13	M
05810_p5_L11	7	24	M
05810_p5_L11	8	108	M
05810_p5_L11	9	120	M
05810_p5_L11	10	84	M
05810_p5_L11	11	39	M
05810_p5_L11	12	83	M
05810_p5_L11	13	24	M
05810_p5_L11	14	81	M
05810_p5_L11	15	129	M
05810_p5_L11	16	149	L
05810_p5_L11	17	82	M
05810_p5_L11	18	33	M
05810_p5_L11	19	16	M
05810_p5_L11	20	38	M
05810_p5_L11	21	81	M
05810_p5_L12	1	78	M
05810_p5_L12	2	82	M
05810_p5_L12	3	29	M
05810_p5_L12	4	124	M
05810_p5_L12	5	14	M
05810_p5_L12	6	21	M
05810_p5_L12	7	62	M
05810_p5_L12	8	79	M
05810_p5_L12	9	74	M
05810_p5_L12	10	53	M
05810_p5_L12	11	75	M
05810_p5_L12	12	18	M
05810_p5_L12	13	37	M
05810_p5_L12	14	81	M
05810_p5_L12	15	28	M
05810_p5_L12	16	130	M
05810_p5_L12	17	83	M
05810_p5_L12	18	32	M
05810_p5_L12	19	29	M
05810_p5_L12	20	84	M
05810_p5_L12	21	75	M
05810_p5_L12	22	22	M
05810_p5_L12	23	83	M
05810_p5_L12	24	35	M
05810_p5_L12	25	81	M
05810_p5_L12	26	27	M
05810_p5_L13	1	120	M
05810_p5_L13	2	85	M
05810_p5_L13	3	3	M
05810_p5_L13	4	81	M
05810_p5_L13	5	83	M
05810_p5_L13	6	29	M
05810_p5_L13	7	78	M
05810_p5_L13	8	81	M
05810_p5_L13	9	115	M
05810_p5_L13	10	84	M
05810_p5_L13	11	1	M
05810_p5_L13	12	3	M
05810_p5_L13	13	84	M
05810_p5_L13	14	119	M
05810_p5_L13	15	108	M
05810_p5_L13	16	134	M
05810_p5_L13	17	=ne	M
05810_p5_L13	18	=debuons	M
05810_p5_L13	19	=aulcunement	M
05810_p5_L13	20	=doubter	M
05810_p5_L14	1	129	M
05810_p5_L14	2	61	M
05810_p5_L14	3	102	M
05810_p5_L14	4	4	M
05810_p5_L14	5	27	M
05810_p5_L14	6	4	M
05810_p5_L14	7	9	M
05810_p5_L14	8	39	M
05810_p5_L14	9	27	M
05810_p5_L14	10	64	M
05810_p5_L14	11	28	M
05810_p5_L14	12	27	M
05810_p5_L14	13	84	M
05810_p5_L14	14	37	M
05810_p5_L14	15	21	M
05810_p5_L14	16	85	M
05810_p5_L14	17	21	M
05810_p5_L14	18	20	M
05810_p5_L14	19	40	M
05810_p5_L14	20	103	M
05810_p5_L14	21	112	M
05810_p5_L14	22	132	M
05810_p5_L14	23	=promettra	M
05810_p5_L15	1	=pour	M
05810_p5_L15	2	127	M
05810_p5_L15	3	63	M
05810_p5_L15	4	82	M
05810_p5_L15	5	64	M
05810_p5_L15	6	2	M
05810_p5_L15	7	33	M
05810_p5_L15	8	114	M
05810_p5_L15	9	81	M
05810_p5_L15	10	117	M
05810_p5_L15	11	9	M
05810_p5_L15	12	101	M
05810_p5_L15	13	26	M
05810_p5_L15	14	102	M
05810_p5_L15	15	23	M
05810_p5_L15	16	132	M
05810_p5_L15	17	28	M
05810_p5_L15	18	81	M
05810_p5_L15	19	118	M
05810_p5_L15	20	83	M
05810_p5_L15	21	73	M
05810_p5_L15	22	37	M
05810_p5_L15	23	15	M
05810_p5_L15	24	82	M
05810_p5_L16	1	142	M
