line	pos	sign	conf
05810_p3_L06	1	126	M
05810_p3_L06	2	127	M
05810_p3_L06	3	134	M
05810_p3_L06	4	14	M
05810_p3_L06	5	38	M
05810_p3_L06	6	102	M
05810_p3_L06	7	28	M
05810_p3_L06	8	118	M
05810_p3_L06	9	37	M
05810_p3_L06	10	88	M
05810_p3_L06	11	104	M
05810_p3_L06	12	84	M
05810_p3_L06	13	2	M
05810_p3_L06	14	83	M
05810_p3_L06	15	82	M
05810_p3_L06	16	84	M
05810_p3_L06	17	33	M
05810_p3_L06	18	22	M
05810_p3_L06	19	10	M
05810_p3_L06	20	39	M
05810_p3_L06	21	38	M
05810_p3_L07	1	88	M
05810_p3_L07	2	128	M
05810_p3_L07	3	81	M
05810_p3_L07	4	37	M
05810_p3_L07	5	72	M
05810_p3_L07	6	38	M
05810_p3_L07	7	4	M
05810_p3_L07	8	82	M
05810_p3_L07	9	82	M
05810_p3_L07	10	29	M
05810_p3_L07	11	8	M
05810_p3_L07	12	114	M
05810_p3_L07	13	37	M
05810_p3_L07	14	38	M
05810_p3_L07	15	108	M
05810_p3_L07	16	82	M
05810_p3_L07	17	80	M
05810_p3_L07	18	83	M
05810_p3_L07	19	38	M
05810_p3_L07	20	1	M
05810_p3_L07	21	87	M
05810_p3_L08	1	127	M
05810_p3_L08	2	88	M
05810_p3_L08	3	88	M
05810_p3_L08	4	87	M
05810_p3_L08	5	82	M
05810_p3_L08	6	102	M
05810_p3_L08	7	23	M
05810_p3_L08	8	81	M
05810_p3_L08	9	27	M
05810_p3_L08	10	129	M
05810_p3_L08	11	70	M
05810_p3_L08	12	102	M
05810_p3_L08	13	81	M
05810_p3_L08	14	2	M
05810_p3_L08	15	48	M
05810_p3_L08	16	38	M
05810_p3_L08	17	82	M
05810_p3_L08	18	28	M
05810_p3_L08	19	38	M
05810_p3_L08	20	108	M
05810_p3_L08	21	28	M
05810_p3_L09	1	82	M
05810_p3_L09	2	30	M
05810_p3_L09	3	38	M
05810_p3_L09	4	88	M
05810_p3_L09	5	88	M
05810_p3_L09	6	108	M
05810_p3_L09	7	28	M
05810_p3_L09	8	84	M
05810_p3_L09	9	78	M
05810_p3_L09	10	81	M
05810_p3_L09	11	37	M
05810_p3_L09	12	82	M
05810_p3_L09	13	8	M
05810_p3_L09	14	108	M
05810_p3_L09	15	28	M
05810_p3_L09	16	121	M
05810_p3_L09	17	18	M
05810_p3_L09	18	36	M
05810_p3_L09	19	81	M
05810_p3_L09	20	113	M
05810_p3_L09	21	82	M
05810_p3_L10	1	131	M
05810_p3_L10	2	74	M
05810_p3_L10	3	7	M
05810_p3_L10	4	3	M
05810_p3_L10	5	87	M
05810_p3_L10	6	83	M
05810_p3_L10	7	79	M
05810_p3_L10	8	84	M
05810_p3_L10	9	22	M
05810_p3_L10	10	83	M
05810_p3_L10	11	33	M
05810_p3_L10	12	108	M
05810_p3_L10	13	8	M
05810_p3_L10	14	3	M
05810_p3_L10	15	13	M
05810_p3_L10	16	84	M
05810_p3_L10	17	23	M
05810_p3_L10	18	79	M
05810_p3_L10	19	81	M
05810_p3_L10	20	113	M
05810_p3_L10	21	83	M
05810_p3_L10	22	129	M
05810_p3_L11	1	19	M
05810_p3_L11	2	38	M
05810_p3_L11	3	81	M
05810_p3_L11	4	27	M
05810_p3_L11	5	73	M
05810_p3_L11	6	81	M
05810_p3_L11	7	36	M
05810_p3_L11	8	82	M
05810_p3_L11	9	88	M
05810_p3_L11	10	123	M
05810_p3_L11	11	=affin	M
05810_p3_L11	12	=bon	M
05810_p3_L11	13	=termes	M
05810_p3_L11	14	=et	M
05810_p3_L11	15	=que	M
05810_p3_L11	16	131	M
05810_p3_L11	17	187	M
05810_p3_L12	1	124	M
05810_p3_L12	2	=semble	M
05810_p3_L12	3	=proceder	M
05810_p3_L12	4	=auecque	M
05810_p3_L12	5	=toute	M
05810_p3_L12	6	=sinceritez	M
05810_p3_L12	7	=et	M
05810_p3_L12	8	=toutesfois	M
05810_p3_L12	9	=se	M
05810_p3_L12	10	=fera	M
05810_p3_L12	11	=bon	M
05810_p3_L13	1	=de	M
05810_p3_L13	2	=prendre	M
05810_p3_L13	3	=toujours	M
05810_p3_L13	4	=esgard	M
05810_p3_L13	5	=a	M
05810_p3_L13	6	=ses	M
05810_p3_L13	7	=actions	M
05810_p3_L13	8	128	M
05810_p3_L13	9	82	M
05810_p3_L13	10	32	M
05810_p3_L13	11	17	M
05810_p3_L13	12	39	M
05810_p3_L13	13	84	M
05810_p3_L13	14	88	M
05810_p3_L13	15	103	M
05810_p3_L13	16	82	M
05810_p3_L14	1	2	M
05810_p3_L14	2	34	M
05810_p3_L14	3	8	M
05810_p3_L14	4	30	M
05810_p3_L14	5	33	M
05810_p3_L14	6	104	M
05810_p3_L14	7	118	M
05810_p3_L14	8	87	M
05810_p3_L14	9	84	M
05810_p3_L14	10	73	M
05810_p3_L14	11	83	M
05810_p3_L14	12	82	M
05810_p3_L14	13	13	M
05810_p3_L14	14	12	M
05810_p3_L14	15	83	M
05810_p3_L14	16	22	M
