line	pos	sign	conf
05810_p7_L01	1	129	M
05810_p7_L01	2	35	M
05810_p7_L01	3	0	M
05810_p7_L01	4	39	M
05810_p7_L01	5	27	M
05810_p7_L01	6	75	M
05810_p7_L01	7	8	M
05810_p7_L01	8	29	M
05810_p7_L01	9	33	M
05810_p7_L01	10	81	M
05810_p7_L01	11	60	M
05810_p7_L01	12	124	M
05810_p7_L01	13	=qui	M
05810_p7_L01	14	=me	M
05810_p7_L01	15	=faut	M
05810_p7_L01	16	=encores	M
05810_p7_L01	17	=fois	M
05810_p7_L02	1	=vous	M
05810_p7_L02	2	=prier	M
05810_p7_L02	3	=que	M
05810_p7_L02	4	136	M
05810_p7_L02	5	149	M
05810_p7_L02	6	104	M
05810_p7_L02	7	2	M
05810_p7_L02	8	72	M
05810_p7_L02	9	6	M
05810_p7_L02	10	3	M
05810_p7_L02	11	32	M
05810_p7_L02	12	103	M
05810_p7_L02	13	3	M
05810_p7_L02	14	81	M
05810_p7_L02	15	2	M
05810_p7_L02	16	33	M
05810_p7_L02	17	73	M
05810_p7_L02	18	81	M
05810_p7_L02	19	26	M
05810_p7_L02	20	31	M
05810_p7_L02	21	81	M
05810_p7_L03	1	40	M
05810_p7_L03	2	81	M
05810_p7_L03	3	39	M
05810_p7_L03	4	83	M
05810_p7_L03	5	=te	M
05810_p7_L03	6	=puisse	M
05810_p7_L03	7	=avoir	M
05810_p7_L03	8	129	M
05810_p7_L03	9	134	M
05810_p7_L03	10	63	M
05810_p7_L03	11	67	M
05810_p7_L03	12	27	M
05810_p7_L03	13	6	M
05810_p7_L03	14	112	M
05810_p7_L03	15	38	M
05810_p7_L03	16	33	M
05810_p7_L03	17	81	M
05810_p7_L03	18	141	M
05810_p7_L03	19	125	M
05810_p7_L04	1	22	M
05810_p7_L04	2	83	M
05810_p7_L04	3	28	M
05810_p7_L04	4	13	M
05810_p7_L04	5	8	M
05810_p7_L04	6	1	M
05810_p7_L04	7	27	M
05810_p7_L04	8	84	M
05810_p7_L04	9	79	M
05810_p7_L04	10	85	M
05810_p7_L04	11	37	M
05810_p7_L04	12	7	M
05810_p7_L04	13	86	M
05810_p7_L04	14	28	M
05810_p7_L04	15	132	M
05810_p7_L04	16	81	M
05810_p7_L04	17	32	M
05810_p7_L04	18	12	M
05810_p7_L04	19	112	M
05810_p7_L04	20	36	M
05810_p7_L04	21	26	M
05810_p7_L05	1	34	M
05810_p7_L05	2	16	M
05810_p7_L05	3	29	M
05810_p7_L05	4	34	M
05810_p7_L05	5	14	M
05810_p7_L05	6	62	M
05810_p7_L05	7	22	M
05810_p7_L05	8	78	M
05810_p7_L05	9	82	M
05810_p7_L05	10	39	M
05810_p7_L05	11	48	M
05810_p7_L05	12	9	M
05810_p7_L05	13	39	M
05810_p7_L05	14	34	M
05810_p7_L05	15	22	M
05810_p7_L05	16	6	M
05810_p7_L05	17	103	M
05810_p7_L05	18	27	M
05810_p7_L05	19	143	M
05810_p7_L06	1	79	M
05810_p7_L06	2	102	M
05810_p7_L06	3	38	M
05810_p7_L06	4	82	M
05810_p7_L06	5	23	M
05810_p7_L06	6	30	M
05810_p7_L06	7	29	M
05810_p7_L06	8	81	M
05810_p7_L06	9	28	M
05810_p7_L06	10	38	M
05810_p7_L06	11	7	M
05810_p7_L06	12	103	M
05810_p7_L06	13	81	M
05810_p7_L06	14	26	M
05810_p7_L06	15	130	M
05810_p7_L06	16	129	M
05810_p7_L06	17	121	M
05810_p7_L12	1	=les	M
05810_p7_L12	2	126	M
05810_p7_L12	3	127	M
05810_p7_L12	4	134	M
05810_p7_L13	1	14	M
05810_p7_L13	2	38	M
05810_p7_L13	3	102	M
05810_p7_L13	4	28	M
05810_p7_L13	5	18	M
05810_p7_L13	6	37	M
05810_p7_L13	7	85	M
05810_p7_L13	8	104	M
05810_p7_L13	9	84	M
05810_p7_L13	10	2	M
05810_p7_L13	11	53	M
05810_p7_L13	12	63	M
05810_p7_L13	13	54	M
05810_p7_L13	14	33	M
05810_p7_L13	15	22	M
05810_p7_L13	16	10	M
05810_p7_L13	17	39	M
05810_p7_L13	18	38	M
05810_p7_L13	19	85	M
05810_p7_L13	20	128	M
05810_p7_L14	1	61	M
05810_p7_L14	2	37	M
05810_p7_L14	3	72	M
05810_p7_L14	4	38	M
05810_p7_L14	5	4	M
05810_p7_L14	6	82	M
05810_p7_L14	7	23	M
05810_p7_L14	8	82	M
05810_p7_L14	9	29	M
05810_p7_L14	10	5	M
05810_p7_L14	11	114	M
05810_p7_L14	12	37	M
05810_p7_L14	13	35	M
05810_p7_L14	14	105	M
05810_p7_L14	15	8	M
05810_p7_L14	16	3	M
05810_p7_L14	17	80	M
05810_p7_L14	18	83	M
05810_p7_L14	19	38	M
05810_p7_L14	20	1	M
05810_p7_L14	21	57	M
05810_p7_L14	22	127	M
05810_p7_L15	1	65	M
05810_p7_L15	2	88	M
05810_p7_L15	3	87	M
05810_p7_L15	4	62	M
05810_p7_L15	5	102	M
05810_p7_L15	6	23	M
05810_p7_L15	7	81	M
05810_p7_L15	8	27	M
05810_p7_L15	9	129	M
05810_p7_L15	10	70	M
05810_p7_L15	11	102	M
05810_p7_L15	12	81	M
05810_p7_L15	13	2	M
05810_p7_L15	14	18	M
05810_p7_L15	15	38	M
05810_p7_L15	16	82	M
05810_p7_L15	17	26	M
05810_p7_L15	18	38	M
05810_p7_L15	19	105	M
05810_p7_L15	20	26	M
05810_p7_L16	1	82	M
05810_p7_L16	2	30	M
05810_p7_L16	3	35	M
05810_p7_L16	4	85	M
05810_p7_L16	5	65	M
05810_p7_L16	6	105	M
05810_p7_L16	7	28	M
05810_p7_L16	8	84	M
05810_p7_L16	9	78	M
05810_p7_L16	10	81	M
05810_p7_L16	11	37	M
05810_p7_L16	12	82	M
05810_p7_L16	13	6	M
05810_p7_L16	14	105	M
05810_p7_L16	15	25	M
05810_p7_L16	16	121	M
05810_p7_L16	17	16	M
05810_p7_L16	18	36	M
05810_p7_L16	19	81	M
05810_p7_L16	20	113	M
05810_p7_L16	21	62	M
05810_p7_L17	1	131	M
05810_p7_L17	2	74	M
05810_p7_L17	3	7	M
05810_p7_L17	4	3	M
05810_p7_L17	5	87	M
05810_p7_L17	6	83	M
05810_p7_L17	7	79	M
05810_p7_L17	8	84	M
05810_p7_L17	9	22	M
05810_p7_L17	10	63	M
05810_p7_L17	11	33	M
05810_p7_L17	12	105	M
05810_p7_L17	13	8	M
05810_p7_L17	14	3	M
05810_p7_L17	15	13	M
05810_p7_L17	16	64	M
05810_p7_L17	17	23	M
05810_p7_L17	18	79	M
05810_p7_L17	19	81	M
05810_p7_L17	20	113	M
05810_p7_L17	21	63	M
05810_p7_L17	22	129	M
05810_p7_L18	1	19	M
05810_p7_L18	2	38	M
05810_p7_L18	3	81	M
05810_p7_L18	4	27	M
05810_p7_L18	5	73	M
05810_p7_L18	6	61	M
05810_p7_L18	7	36	M
05810_p7_L18	8	82	M
05810_p7_L18	9	58	M
05810_p7_L18	10	123	M
05810_p7_L18	11	=est	M
05810_p7_L18	12	=en	M
05810_p7_L18	13	=bons	M
05810_p7_L18	14	=termes	M
05810_p7_L18	15	=et	M
05810_p7_L18	16	=que	M
05810_p7_L18	17	131	M
05810_p7_L18	18	157	M
05810_p7_L18	19	124	M
05810_p7_L19	1	=sembler	M
05810_p7_L19	2	=proceder	M
05810_p7_L19	3	=auecq	M
05810_p7_L19	4	=toute	M
05810_p7_L19	5	=sincerite	M
05810_p7_L19	6	=et	M
05810_p7_L19	7	=toutesfois	M
05810_p7_L19	8	=se	M
05810_p7_L19	9	=sera	M
05810_p7_L19	10	=bon	M
05810_p7_L19	11	=de	M
05810_p7_L19	12	=prendre	M
05810_p7_L19	13	=toujours	M
05810_p7_L20	1	=esgard	M
05810_p7_L20	2	=a	M
05810_p7_L20	3	=ses	M
05810_p7_L20	4	=actions	M
05810_p7_L20	5	128	M
05810_p7_L20	6	82	M
05810_p7_L20	7	32	M
05810_p7_L20	8	17	M
05810_p7_L20	9	39	M
05810_p7_L20	10	84	M
05810_p7_L20	11	68	M
05810_p7_L20	12	103	M
05810_p7_L20	13	82	M
05810_p7_L20	14	2	M
05810_p7_L20	15	34	M
05810_p7_L20	16	6	M
05810_p7_L20	17	30	M
05810_p7_L20	18	33	M
05810_p7_L20	19	104	M
05810_p7_L20	20	115	M
05810_p7_L21	1	87	M
05810_p7_L21	2	64	M
05810_p7_L21	3	73	M
05810_p7_L21	4	83	M
05810_p7_L21	5	62	M
05810_p7_L21	6	13	M
05810_p7_L21	7	12	M
05810_p7_L21	8	63	M
05810_p7_L21	9	22	M
05810_p7_L21	10	6	M
05810_p7_L21	11	104	M
05810_p7_L21	12	28	M
05810_p7_L21	13	33	M
05810_p7_L21	14	21	M
05810_p7_L21	15	81	M
05810_p7_L21	16	126	M
05810_p7_L21	17	20	M
05810_p7_L21	18	40	M
05810_p7_L21	19	84	M
05810_p7_L21	20	112	M
05810_p7_L21	21	19	M
05810_p7_L21	22	36	M
05810_p7_L21	23	81	M
05810_p7_L22	1	68	M
05810_p7_L22	2	8	M
05810_p7_L22	3	1	M
05810_p7_L22	4	84	M
05810_p7_L22	5	88	M
05810_p7_L22	6	87	M
05810_p7_L22	7	85	M
05810_p7_L22	8	75	M
05810_p7_L22	9	33	M
05810_p7_L22	10	131	M
05810_p7_L22	11	82	M
05810_p7_L22	12	32	M
05810_p7_L22	13	127	M
05810_p7_L22	14	=tel	M
05810_p7_L22	15	=qui	M
05810_p7_L22	16	=nous	M
05810_p7_L22	17	=seut	M
05810_p7_L22	18	=dassurance	M
05810_p7_L23	1	=jay	M
05810_p7_L23	2	=aussi	M
05810_p7_L23	3	=bon	M
05810_p7_L23	4	=desir	M
05810_p7_L23	5	=dentendre	M
05810_p7_L23	6	=au	M
05810_p7_L23	7	=bran	M
05810_p7_L23	8	141	M
05810_p7_L23	9	113	M
05810_p7_L23	10	82	M
05810_p7_L23	11	18	M
05810_p7_L23	12	63	M
05810_p7_L23	13	27	M
05810_p7_L23	14	26	M
05810_p7_L23	15	62	M
05810_p7_L23	16	103	M
05810_p7_L23	17	92	M
05810_p7_L23	18	83	M
05810_p7_L24	1	79	M
05810_p7_L24	2	79	M
05810_p7_L24	3	24	M
05810_p7_L24	4	8	M
05810_p7_L24	5	54	M
05810_p7_L24	6	78	M
05810_p7_L24	7	85	M
05810_p7_L24	8	15	M
05810_p7_L24	9	7	M
05810_p7_L24	10	113	M
05810_p7_L24	11	6	M
05810_p7_L24	12	102	M
05810_p7_L24	13	3	M
05810_p7_L24	14	92	M
05810_p7_L24	15	1	M
05810_p7_L24	16	84	M
05810_p7_L24	17	133	M
05810_p7_L24	18	=et	M
05810_p7_L24	19	=jusques	M
05810_p7_L24	20	=a	M
05810_p7_L24	21	=ou	M
05810_p7_L24	22	=mon	M
05810_p7_L25	1	=frere	M
05810_p7_L25	2	=le	M
05810_p7_L25	3	=conte	M
05810_p7_L25	4	=louis	M
05810_p7_L25	5	135	M
05810_p7_L25	6	114	M
05810_p7_L25	7	61	M
05810_p7_L25	8	38	M
05810_p7_L25	9	21	M
05810_p7_L25	10	63	M
05810_p7_L25	11	74	M
05810_p7_L25	12	8	M
05810_p7_L25	13	2	M
05810_p7_L25	14	77	M
05810_p7_L25	15	39	M
05810_p7_L25	16	103	M
05810_p7_L25	17	72	M
05810_p7_L25	18	33	M
05810_p7_L26	1	141	M
05810_p7_L26	2	121	M
05810_p7_L26	3	=dont	M
05810_p7_L26	4	=il	M
05810_p7_L26	5	=y	M
05810_p7_L26	6	=a	M
05810_p7_L26	7	=grand	M
05810_p7_L26	8	=bruit	M
05810_p7_L26	9	=pardeça	M
