line	pos	sign	conf
05810_p2_L01	1	12	M
05810_p2_L01	2	7	M
05810_p2_L01	3	103	M
05810_p2_L01	4	23	M
05810_p2_L01	5	20	M
05810_p2_L01	6	36	M
05810_p2_L01	7	81	M
05810_p2_L01	8	76	M
05810_p2_L01	9	83	M
05810_p2_L01	10	103	M
05810_p2_L01	11	6	M
05810_p2_L01	12	37	M
05810_p2_L01	13	23	M
05810_p2_L01	14	83	M
05810_p2_L01	15	4	M
05810_p2_L01	16	104	M
05810_p2_L01	17	7	M
05810_p2_L01	18	38	M
05810_p2_L01	19	24	M
05810_p2_L01	20	102	M
05810_p2_L01	21	83	M
05810_p2_L01	22	114	M
05810_p2_L01	23	39	M
05810_p2_L01	24	88	M
05810_p2_L02	1	70	M
05810_p2_L02	2	7	M
05810_p2_L02	3	2	M
05810_p2_L02	4	1	M
05810_p2_L02	5	0	M
05810_p2_L02	6	108	M
05810_p2_L02	7	28	M
05810_p2_L02	8	78	M
05810_p2_L02	9	37	M
05810_p2_L02	10	28	M
05810_p2_L02	11	82	M
05810_p2_L02	12	72	M
05810_p2_L02	13	0	M
05810_p2_L02	14	36	M
05810_p2_L02	15	21	M
05810_p2_L02	16	26	M
05810_p2_L02	17	18	M
05810_p2_L02	18	37	M
05810_p2_L02	19	88	M
05810_p2_L02	20	3	M
05810_p2_L02	21	7	M
05810_p2_L02	22	38	M
05810_p2_L02	23	27	M
05810_p2_L02	24	28	M
05810_p2_L02	25	81	M
05810_p2_L02	26	74	M
05810_p2_L02	27	81	M
05810_p2_L03	1	13	M
05810_p2_L03	2	38	M
05810_p2_L03	3	22	M
05810_p2_L03	4	103	M
05810_p2_L03	5	7	M
05810_p2_L03	6	2	M
05810_p2_L03	7	27	M
05810_p2_L03	8	124	M
05810_p2_L03	9	=fust	M
05810_p2_L03	10	=a	M
05810_p2_L03	11	=la	M
05810_p2_L03	12	=fin	M
05810_p2_L03	13	=sonstramere	M
05810_p2_L03	14	134	M
05810_p2_L03	15	25	M
05810_p2_L03	16	82	M
05810_p2_L03	17	21	M
05810_p2_L03	18	84	M
05810_p2_L03	19	1	M
05810_p2_L03	20	77	M
05810_p2_L03	21	24	M
05810_p2_L04	1	84	M
05810_p2_L04	2	127	M
05810_p2_L04	3	63	M
05810_p2_L04	4	114	M
05810_p2_L04	5	82	M
05810_p2_L04	6	129	M
05810_p2_L04	7	141	M
05810_p2_L04	8	118	M
05810_p2_L04	9	83	M
05810_p2_L04	10	23	M
05810_p2_L04	11	72	M
05810_p2_L04	12	81	M
05810_p2_L04	13	80	M
05810_p2_L04	14	82	M
05810_p2_L04	15	27	M
05810_p2_L04	16	83	M
05810_p2_L04	17	3	M
05810_p2_L04	18	2	M
05810_p2_L04	19	84	M
05810_p2_L04	20	118	M
05810_p2_L04	21	102	M
05810_p2_L04	22	27	M
05810_p2_L04	23	140	M
05810_p2_L05	1	129	M
05810_p2_L05	2	19	M
05810_p2_L05	3	37	M
05810_p2_L05	4	108	M
05810_p2_L05	5	118	M
05810_p2_L05	6	8	M
05810_p2_L05	7	2	M
05810_p2_L05	8	33	M
05810_p2_L05	9	34	M
05810_p2_L05	10	22	M
05810_p2_L05	11	83	M
05810_p2_L05	12	104	M
05810_p2_L05	13	72	M
05810_p2_L05	14	33	M
05810_p2_L05	15	84	M
05810_p2_L05	16	82	M
05810_p2_L05	17	28	M
05810_p2_L05	18	103	M
05810_p2_L05	19	101	M
05810_p2_L05	20	4	M
05810_p2_L05	21	97	M
05810_p2_L05	22	39	M
05810_p2_L05	23	117	M
05810_p2_L06	1	81	M
05810_p2_L06	2	101	M
05810_p2_L06	3	4	M
05810_p2_L06	4	84	M
05810_p2_L06	5	118	M
05810_p2_L06	6	82	M
05810_p2_L06	7	2	M
05810_p2_L06	8	32	M
05810_p2_L06	9	132	M
05810_p2_L06	10	127	M
05810_p2_L06	11	=que	M
05810_p2_L06	12	=la	M
05810_p2_L06	13	=souvenance	M
05810_p2_L06	14	=des	M
05810_p2_L06	15	=cruaultez	M
05810_p2_L06	16	=y	M
05810_p2_L06	17	=expressees	M
05810_p2_L07	1	=ne	M
05810_p2_L07	2	=se	M
05810_p2_L07	3	=poura	M
05810_p2_L07	4	=tamais	M
05810_p2_L07	5	=oster	M
05810_p2_L07	6	=que	M
05810_p2_L07	7	=quand	M
05810_p2_L07	8	=ce	M
05810_p2_L07	9	=regard	M
05810_p2_L07	10	=debuons	M
05810_p2_L07	11	=bien	M
05810_p2_L07	12	=penser	M
05810_p2_L07	13	121	M
05810_p2_L08	1	130	M
05810_p2_L08	2	124	M
05810_p2_L08	3	122	M
05810_p2_L08	4	19	M
05810_p2_L08	5	37	M
05810_p2_L08	6	81	M
05810_p2_L08	7	113	M
05810_p2_L08	8	32	M
05810_p2_L08	9	22	M
05810_p2_L08	10	84	M
05810_p2_L08	11	104	M
05810_p2_L08	12	73	M
05810_p2_L08	13	33	M
05810_p2_L08	14	83	M
05810_p2_L08	15	119	M
05810_p2_L08	16	88	M
05810_p2_L08	17	3	M
05810_p2_L08	18	31	M
05810_p2_L08	19	136	M
05810_p2_L08	20	129	M
05810_p2_L08	21	134	M
