line	pos	sign	conf
05810_p1_L09	1	=autre	M
05810_p1_L09	2	=part	M
05810_p1_L09	3	=comme	M
05810_p1_L09	4	140	M
05810_p1_L09	5	141	M
05810_p1_L09	6	126	M
05810_p1_L09	7	122	M
05810_p1_L09	8	112	M
05810_p1_L09	9	81	M
05810_p1_L09	10	121	M
05810_p1_L09	11	31	M
05810_p1_L09	12	82	M
05810_p1_L09	13	118	M
05810_p1_L09	14	11	M
05810_p1_L09	15	26	M
05810_p1_L10	1	82	M
05810_p1_L10	2	32	M
05810_p1_L10	3	113	M
05810_p1_L10	4	61	M
05810_p1_L10	5	27	M
05810_p1_L10	6	52	M
05810_p1_L10	7	103	M
05810_p1_L10	8	28	M
05810_p1_L10	9	8	M
05810_p1_L10	10	1	M
05810_p1_L10	11	76	M
05810_p1_L10	12	83	M
05810_p1_L10	13	114	M
05810_p1_L10	14	96	M
05810_p1_L10	15	81	M
05810_p1_L10	16	38	M
05810_p1_L10	17	84	M
05810_p1_L10	18	23	M
05810_p1_L10	19	132	M
05810_p1_L10	20	29	M
05810_p1_L10	21	63	M
05810_p1_L10	22	77	M
05810_p1_L10	23	40	M
05810_p1_L10	24	87	M
05810_p1_L11	1	2	M
05810_p1_L11	2	71	M
05810_p1_L11	3	88	M
05810_p1_L11	4	70	M
05810_p1_L11	5	104	M
05810_p1_L11	6	81	M
05810_p1_L11	7	3	M
05810_p1_L11	8	90	M
05810_p1_L11	9	10	M
05810_p1_L11	10	22	M
05810_p1_L11	11	34	M
05810_p1_L11	12	84	M
05810_p1_L11	13	32	M
05810_p1_L11	14	124	M
05810_p1_L11	15	130	M
05810_p1_L11	16	=petit	M
05810_p1_L11	17	=a	M
05810_p1_L11	18	=petit	M
05810_p1_L11	19	=s'approchera	M
05810_p1_L11	20	130	M
05810_p1_L12	1	127	M
05810_p1_L12	2	118	M
05810_p1_L12	3	84	M
05810_p1_L12	4	13	M
05810_p1_L12	5	24	M
05810_p1_L12	6	108	L
05810_p1_L12	7	120	M
05810_p1_L12	8	84	M
05810_p1_L12	9	39	M
05810_p1_L12	10	83	M
05810_p1_L12	11	24	M
05810_p1_L12	12	81	M
05810_p1_L12	13	129	M
05810_p1_L12	14	149	L
05810_p1_L12	15	82	M
05810_p1_L12	16	33	M
05810_p1_L12	17	18	M
05810_p1_L12	18	38	M
05810_p1_L12	19	81	M
05810_p1_L12	20	78	M
05810_p1_L12	21	82	M
05810_p1_L12	22	29	M
05810_p1_L13	1	124	M
05810_p1_L13	2	14	M
05810_p1_L13	3	21	M
05810_p1_L13	4	82	M
05810_p1_L13	5	79	M
05810_p1_L13	6	34	M
05810_p1_L13	7	83	M
05810_p1_L13	8	78	M
05810_p1_L13	9	18	M
05810_p1_L13	10	37	M
05810_p1_L13	11	81	M
05810_p1_L13	12	28	M
05810_p1_L13	13	130	M
05810_p1_L13	14	83	M
05810_p1_L13	15	32	M
05810_p1_L13	16	29	M
05810_p1_L13	17	84	M
05810_p1_L13	18	78	M
05810_p1_L13	19	22	M
05810_p1_L13	20	83	M
05810_p1_L13	21	36	M
05810_p1_L13	22	81	M
05810_p1_L13	23	27	M
05810_p1_L13	24	120	M
05810_p1_L14	1	89	M
05810_p1_L14	2	3	M
05810_p1_L14	3	81	M
05810_p1_L14	4	83	M
05810_p1_L14	5	29	M
05810_p1_L14	6	78	M
05810_p1_L14	7	81	M
05810_p1_L14	8	118	M
05810_p1_L14	9	84	M
05810_p1_L14	10	1	M
05810_p1_L14	11	3	M
05810_p1_L14	12	84	M
05810_p1_L14	13	119	M
05810_p1_L14	14	108	L
05810_p1_L14	15	134	M
05810_p1_L14	16	=nos	M
05810_p1_L14	17	=devons	M
05810_p1_L14	18	=aulcunement	M
05810_p1_L15	1	=doubter	M
05810_p1_L15	2	129	M
05810_p1_L15	3	81	M
05810_p1_L15	4	102	M
05810_p1_L15	5	4	M
05810_p1_L15	6	27	M
05810_p1_L15	7	4	M
05810_p1_L15	8	9	M
05810_p1_L15	9	39	M
05810_p1_L15	10	27	M
05810_p1_L15	11	84	M
05810_p1_L15	12	28	M
05810_p1_L15	13	27	M
05810_p1_L15	14	84	M
05810_p1_L15	15	37	M
05810_p1_L15	16	21	M
05810_p1_L15	17	85	M
05810_p1_L15	18	21	M
05810_p1_L15	19	20	M
05810_p1_L15	20	40	M
05810_p1_L15	21	103	M
05810_p1_L16	1	112	M
05810_p1_L16	2	132	M
05810_p1_L16	3	=promectra	M
05810_p1_L16	4	=bruq	M
05810_p1_L16	5	=pour	M
05810_p1_L16	6	127	M
05810_p1_L16	7	63	M
05810_p1_L16	8	82	M
05810_p1_L16	9	84	M
05810_p1_L16	10	2	M
05810_p1_L16	11	33	M
05810_p1_L16	12	114	M
05810_p1_L16	13	81	M
05810_p1_L16	14	113	M
05810_p1_L16	15	9	M
05810_p1_L16	16	101	M
05810_p1_L16	17	28	M
05810_p1_L16	18	102	M
05810_p1_L16	19	23	M
05810_p1_L17	1	132	M
05810_p1_L17	2	28	M
05810_p1_L17	3	81	M
05810_p1_L17	4	118	M
05810_p1_L17	5	83	M
05810_p1_L17	6	73	M
05810_p1_L17	7	33	M
05810_p1_L17	8	28	M
05810_p1_L17	9	82	M
05810_p1_L17	10	142	M
05810_p1_L17	11	84	M
05810_p1_L17	12	4	M
05810_p1_L17	13	3	M
05810_p1_L17	14	7	M
05810_p1_L17	15	38	M
05810_p1_L17	16	37	M
05810_p1_L17	17	84	M
05810_p1_L17	18	112	M
05810_p1_L17	19	89	M
05810_p1_L17	20	17	M
05810_p1_L17	21	40	M
05810_p1_L17	22	104	M
05810_p1_L18	1	14	M
05810_p1_L18	2	13	M
05810_p1_L18	3	84	M
05810_p1_L18	4	102	M
05810_p1_L18	5	92	M
05810_p1_L18	6	84	M
05810_p1_L18	7	131	M
05810_p1_L18	8	=pour	M
05810_p1_L18	9	=mud	M
05810_p1_L18	10	=donner	M
05810_p1_L18	11	134	M
05810_p1_L18	12	18	M
05810_p1_L18	13	114	M
05810_p1_L18	14	36	M
05810_p1_L18	15	26	M
05810_p1_L18	16	76	M
05810_p1_L18	17	83	M
05810_p1_L18	18	88	M
05810_p1_L18	19	87	M
05810_p1_L18	20	81	M
05810_p1_L19	1	102	M
05810_p1_L19	2	23	M
05810_p1_L19	3	81	M
05810_p1_L19	4	27	M
05810_p1_L19	5	19	M
05810_p1_L19	6	39	M
05810_p1_L19	7	88	M
05810_p1_L19	8	11	M
05810_p1_L19	9	81	M
05810_p1_L19	10	22	M
05810_p1_L19	11	82	M
05810_p1_L19	12	36	M
05810_p1_L19	13	82	M
05810_p1_L19	14	1	M
05810_p1_L19	15	33	M
05810_p1_L19	16	136	L
05810_p1_L19	17	118	M
05810_p1_L19	18	81	M
05810_p1_L19	19	27	M
05810_p1_L19	20	118	M
05810_p1_L19	21	84	M
05810_p1_L19	22	29	M
05810_p1_L19	23	30	M
05810_p1_L20	1	102	M
05810_p1_L20	2	112	M
05810_p1_L20	3	2	M
05810_p1_L20	4	7	M
05810_p1_L20	5	38	M
05810_p1_L20	6	29	M
