line	pos	sign	conf
04503_p1_L05	1	=xij	M
04503_p1_L05	2	=si	M
04503_p1_L05	3	=faicte	M
04503_p1_L05	4	127	M
04503_p1_L05	5	30	M
04503_p1_L05	6	12	M
04503_p1_L05	7	6	M
04503_p1_L05	8	37	M
04503_p1_L05	9	21	M
04503_p1_L05	10	81	M
04503_p1_L05	11	27	M
04503_p1_L05	12	33	M
04503_p1_L05	13	22	M
04503_p1_L05	14	81	M
04503_p1_L05	15	66	M
04503_p1_L05	16	101	M
04503_p1_L05	17	81	M
04503_p1_L05	18	2	M
04503_p1_L06	1	117	M
04503_p1_L06	2	61	M
04503_p1_L06	3	113	M
04503_p1_L06	4	14	M
04503_p1_L06	5	8	M
04503_p1_L06	6	26	M
04503_p1_L06	7	28	M
04503_p1_L06	8	102	M
04503_p1_L06	9	68	M
04503_p1_L06	10	112	M
04503_p1_L06	11	84	M
04503_p1_L06	12	76	M
04503_p1_L06	13	61	M
04503_p1_L06	14	29	M
04503_p1_L06	15	27	M
04503_p1_L06	16	63	M
04503_p1_L07	1	118	M
04503_p1_L07	2	69	M
04503_p1_L07	3	21	M
04503_p1_L07	4	81	M
04503_p1_L07	5	1	M
04503_p1_L07	6	34	M
04503_p1_L07	7	83	M
04503_p1_L07	8	111	M
04503_p1_L07	9	112	M
04503_p1_L07	10	65	M
04503_p1_L07	11	97	M
04503_p1_L07	12	62	M
04503_p1_L07	13	27	M
04503_p1_L07	14	33	M
04503_p1_L07	15	81	M
04503_p1_L07	16	124	M
04503_p1_L08	1	114	M
04503_p1_L08	2	85	M
04503_p1_L08	3	27	M
04503_p1_L08	4	92	M
04503_p1_L08	5	62	M
04503_p1_L08	6	2	M
04503_p1_L08	7	28	M
04503_p1_L08	8	=que	M
04503_p1_L08	9	=je	M
04503_p1_L08	10	=desire	M
04503_p1_L08	11	128	M
04503_p1_L08	12	78	M
04503_p1_L08	13	81	M
04503_p1_L09	1	84	M
04503_p1_L09	2	1	M
04503_p1_L09	3	38	M
04503_p1_L09	4	7	M
04503_p1_L09	5	102	M
04503_p1_L09	6	81	M
04503_p1_L09	7	22	M
04503_p1_L09	8	13	M
04503_p1_L09	9	37	M
04503_p1_L09	10	22	M
04503_p1_L09	11	39	M
04503_p1_L09	12	8	M
04503_p1_L09	13	27	M
04503_p1_L09	14	31	M
04503_p1_L09	15	21	M
04503_p1_L09	16	83	M
04503_p1_L10	1	83	M
04503_p1_L10	2	27	M
04503_p1_L10	3	74	M
04503_p1_L10	4	9	M
04503_p1_L10	5	23	M
04503_p1_L10	6	35	M
04503_p1_L10	7	83	M
04503_p1_L10	8	143	M
04503_p1_L10	9	=et	M
04503_p1_L10	10	=toutesfois	M
04503_p1_L10	11	=je	M
04503_p1_L10	12	=crois	M
04503_p1_L10	13	=que	M
04503_p1_L11	1	128	M
