line	position	sign	confidence	alt	why
1614_note1	1	C	M	B:-	gap
1614_note1	2	a	M	B:V	differ
1614_note1	3	n	H		agree
1614_note1	4	d	H		agree
1614_note1	5	e	H		agree
1614_note1	6	d	H		agree
1614_note1	7	e	H		agree
1614_note1	8	s	H		agree
1614_note1	9	c	H		agree
1614_note1	10	r	H		agree
1614_note1	11	i	H		agree
1614_note1	12	p	H		agree
1614_note1	13	t	H		agree
1614_note1	14	i	H		agree
1614_note1	15	o	H		agree
1614_note1	16	n	H		agree
1614_note1	17	e	H		agree
1614_note1	18	m	H		agree
1614_note1	19	o	H		agree
1614_note1	20	l	H		agree
1614_note1	21	i	H		agree
1614_note1	22	m	H		agree
1614_note1	23	:	M	B:-	gap
1614_note2	1	c	H		agree
1614_note2	2	o	M		agree-flagged
1614_note2	3	m	M	A:-	gap
1614_note2	4	m	H		agree
1614_note2	5	u	H		agree
1614_note2	6	n	H		agree
1614_note2	7	i	H		agree
1614_note2	8	c	H		agree
1614_note2	9	a	H		agree
1614_note2	10	v	H		agree
1614_note2	11	i	H		agree
1614_note2	12	t	M		agree-flagged
1614_note2	13	P	H		agree
1614_note2	14	a	H		agree
1614_note2	15	r	H		agree
1614_note2	16	e	H		agree
1614_note2	17	n	H		agree
1614_note2	18	s	H		agree
1614_note2	19	b	H		agree
1614_note2	20	m	H		agree
1614_note3	1	d	H		agree
1614_note3	2	n	M		agree-flagged
1614_note3	3	o	H		agree
1614_note3	4	D	H		agree
1614_note3	5	C	H		agree
1614_note3	6	a	H		agree
1614_note3	7	m	H		agree
1614_note3	8	e	H		agree
1614_note3	9	r	H		agree
1614_note3	10	a	H		agree
1614_note3	11	r	H		agree
1614_note3	12	i	H		agree
1614_note3	13	o	H		agree
1614_note3	14	N	H		agree
1614_note3	15	o	H		agree
1614_note3	16	r	H		agree
1614_note3	17	i	H		agree
1614_note3	18	b	H		agree
1614_note3	19	g	M	B:9	differ
1614_c1	1	A	H		agree
1614_c1	2	w	M	B:W	differ
1614_c1	3	s	M		agree-flagged
1614_c1	4	f	H		agree
1614_c1	5	i	H		agree
1614_c1	6	r	H		agree
1614_c1	7	u	H		agree
1614_c1	8	a	H		agree
1614_c1	9	o	H		agree
1614_c1	10	z	M		agree-flagged
1614_c1	11	p	H		agree
1614_c1	12	c	H		agree
1614_c1	13	a	H		agree
1614_c1	14	h	M		agree-flagged
1614_c1	15	o	H		agree
1614_c1	16	x	H		agree
1614_c1	17	z	M	B:i	differ
1614_c1	18	h	H		agree
1614_c2	1	a	H		agree
1614_c2	2	s	M		agree-flagged
1614_c2	3	b	H		agree
1614_c2	4	q	H		agree
1614_c2	5	p	H		agree
1614_c2	6	a	H		agree
1614_c2	7	u	H		agree
1614_c2	8	U	M	B:u	differ
1614_c2	9	i	H		agree
1614_c2	10	w	H		agree
1614_c2	11	s	M		agree-flagged
1614_c2	12	o	H		agree
1614_c2	13	r	H		agree
1614_c2	14	i	H		agree
1614_c2	15	b	H		agree
1614_c2	16	c	H		agree
1614_c2	17	t	H		agree
1614_c2	18	k	M	B:h	differ
1614_c2	19	o	H		agree
1614_c3	1	c	H		agree
1614_c3	2	p	H		agree
1614_c3	3	b	H		agree
1614_c3	4	x	H		agree
1614_c3	5	p	H		agree
1614_c3	6	u	H		agree
1614_c3	7	r	H		agree
1614_c3	8	p	H		agree
1614_c3	9	a	H		agree
1614_c3	10	x	H		agree
1614_c3	11	p	H		agree
1614_c3	12	b	H		agree
1614_c3	13	x	H		agree
1614_c3	14	a	H		agree
1614_c3	15	s	M		agree-flagged
1614_c3	16	k	M		agree-flagged
1614_c3	17	a	H		agree
1614_c3	18	u	M		agree-flagged
1614_c3	19		M	A:-	gap
1614_c4	1	n	H		agree
1614_c4	2	a	H		agree
1614_c4	3	p	H		agree
1614_c4	4	a	H		agree
1614_c4	5	z	M		agree-flagged
1614_c4	6	k	H		agree
1614_c4	7	n	H		agree
1614_c4	8	w	H		agree
1614_c4	9	l	H		agree
1614_c4	10	x	H		agree
1614_c4	11	i	H		agree
1614_c4	12	b	H		agree
1614_c4	13	g	H		agree
1614_c4	14	n	H		agree
1614_key_top	1	s	H		agree
1614_key_top	2	a	H		agree
1614_key_top	3	l	H		agree
1614_key_top	4	u	H		agree
1614_key_top	5	t	H		agree
1614_key_top	6	e	M		agree-flagged
1614_key_top	7	m	H		agree
1614_key_top	8	b	H		agree
1614_key_top	9	c	H		agree
1614_key_top	10	d	H		agree
1614_key_top	11	f	M		agree-flagged
1614_key_top	12	g	H		agree
1614_key_bot	1	h	M		agree-flagged
1614_key_bot	2	i	H		agree
1614_key_bot	3	k	H		agree
1614_key_bot	4	n	H		agree
1614_key_bot	5	o	H		agree
1614_key_bot	6	p	H		agree
1614_key_bot	7	q	H		agree
1614_key_bot	8	r	H		agree
1614_key_bot	9	w	H		agree
1614_key_bot	10	x	H		agree
1614_key_bot	11	y	H		agree
1614_key_bot	12	z	H		agree
1614_crib1	1	f	M	B:F	differ
1614_crib1	2	r	H		agree
1614_crib1	3	i	H		agree
1614_crib1	4	d	H		agree
1614_crib1	5	e	H		agree
1614_crib1	6	r	H		agree
1614_crib1	7	i	H		agree
1614_crib1	8	c	H		agree
1614_crib1	9	u	H		agree
1614_crib1	10	s	H		agree
1614_crib1	11	H	H		agree
1614_crib1	12	e	H		agree
1614_crib1	13	n	H		agree
1614_crib1	14	r	H		agree
1614_crib1	15	i	H		agree
1614_crib1	16	c	H		agree
1614_crib1	17	u	H		agree
1614_crib1	18	s	H		agree
1614_crib1	19	v	H		agree
1614_crib1	20	o	H		agree
1614_crib1	21	c	H		agree
1614_crib1	22	a	H		agree
1614_crib1	23	t	H		agree
1614_crib1	24	z	M	B:3	differ
1614_crib2	1	r	H		agree
1614_crib2	2	e	H		agree
1614_crib2	3	c	H		agree
1614_crib2	4	e	H		agree
1614_crib2	5	n	H		agree
1614_crib2	6	s	H		agree
1614_crib2	7	n	H		agree
1614_crib2	8	a	H		agree
1614_crib2	9	t	H		agree
1614_crib2	10	u	H		agree
1614_crib2	11	s	H		agree
1614_crib2	12	P	H		agree
1614_crib2	13	r	H		agree
1614_crib2	14	i	H		agree
1614_crib2	15	n	H		agree
1614_crib2	16	c	H		agree
1614_crib2	17	e	H		agree
1614_crib2	18	p	H		agree
1614_crib2	19	s	H		agree
