line	pos	group	conf	note
5205p1L01	1	w:Monsieur mon frere.	M	clear text, approximate reading
5205p1L01	2	w:Esperant qu'aurez par avant entierement receu	M	clear text, approximate reading
5205p1L02	1	w:entre diverses de leurs miennes celle du xxiie jour de ce mois, et	M	clear text, approximate reading
5205p1L03	1	w:aussi que depuis	M	clear text, approximate reading
5205p1L03	2	149	H	
5205p1L03	3	191	H	
5205p1L03	4	140	H	
5205p1L03	5	26	H	
5205p1L03	6	81	H	
5205p1L03	7	21	H	
5205p1L03	8	61	H	
5205p1L03	9	62	H	
5205p1L03	10	21	H	
5205p1L03	11	24	H	
5205p1L03	12	101	H	
5205p1L03	13	36	H	
5205p1L03	14	82	H	
5205p1L04	1	76	H	
5205p1L04	2	85	H	
5205p1L04	3	37	H	
5205p1L04	4	84	H	
5205p1L04	5	23	H	
5205p1L04	6	27	H	
5205p1L04	7	38	H	
5205p1L04	8	8	H	
5205p1L04	9	39	H	
5205p1L04	10	28	H	
5205p1L04	11	26	H	
5205p1L04	12	31	H	
5205p1L04	13	83	H	
5205p1L04	14	3	H	
5205p1L04	15	56	H	
5205p1L04	16	81	H	
5205p1L04	17	112	H	
5205p1L04	18	39	H	
5205p1L04	19	62	H	
5205p1L04	20	3	H	
5205p1L05	1	1	H	
5205p1L05	2	64	H	
5205p1L05	3	116	H	
5205p1L05	4	28	H	
5205p1L05	5	114	H	
5205p1L05	6	7	H	
5205p1L05	7	9	H	
5205p1L05	8	16	H	
5205p1L05	9	38	H	
5205p1L05	10	103	H	
5205p1L05	11	12	H	
5205p1L05	12	63	H	
5205p1L05	13	21	H	
5205p1L05	14	32	H	
5205p1L05	15	104	H	
5205p1L05	16	26	H	
5205p1L05	17	34	H	
5205p1L05	18	78	H	
5205p1L05	19	84	H	
5205p1L06	1	67	H	
5205p1L06	2	7	H	
5205p1L06	3	118	H	
5205p1L06	4	120	H	
5205p1L06	5	81	H	
5205p1L06	6	111	H	
5205p1L06	7	79	H	
5205p1L06	8	104	H	
5205p1L06	9	117	H	
5205p1L06	10	64	H	
5205p1L06	11	2	H	
5205p1L06	12	72	H	
5205p1L06	13	100	H	
5205p1L06	14	81	H	
5205p1L06	15	79	H	
5205p1L06	16	81	H	
5205p1L06	17	23	H	
5205p1L06	18	122	H	
5205p1L07	1	2	H	
5205p1L07	2	104	H	
5205p1L07	3	82	H	
5205p1L07	4	23	H	
5205p1L07	5	123	H	
5205p1L07	6	w:de ce peu je crains de choses que je	M	clear text, approximate reading
5205p1L08	1	w:desirois lors vous estre communiquees, puis que par mon	M	clear text, approximate reading
5205p1L09	1	w:frere,	M	clear text, approximate reading
5205p1L09	2	121	H	
5205p1L09	3	65	H	
5205p1L09	4	39	H	
5205p1L09	5	29	H	
5205p1L09	6	28	H	
5205p1L09	7	54	H	
5205p1L09	8	14	H	
5205p1L09	9	65	H	
5205p1L09	10	25	H	
5205p1L09	11	28	H	
5205p1L09	12	33	H	
5205p1L09	13	81	H	
5205p1L09	14	2	H	
5205p1L09	15	29	H	
5205p1L09	16	84	H	
5205p1L09	17	112	H	
5205p1L10	1	84	H	
5205p1L10	2	65	H	
5205p1L10	3	37	H	
5205p1L10	4	12	H	
5205p1L10	5	61	H	
5205p1L10	6	22	H	
5205p1L10	7	64	H	
5205p1L10	8	38	H	
5205p1L10	9	65	H	
5205p1L10	10	2	H	
5205p1L10	11	31	H	
5205p1L10	12	15	H	
5205p1L10	13	64	H	
5205p1L10	14	22	H	
5205p1L10	15	118	H	
5205p1L10	16	82	H	
5205p1L10	17	71	H	
5205p1L10	18	107	H	
5205p1L11	1	69	H	
5205p1L11	2	63	H	
5205p1L11	3	71	H	
5205p1L11	4	100	H	
5205p1L11	5	38	H	
5205p1L11	6	9	H	
5205p1L11	7	37	H	
5205p1L11	8	26	H	
5205p1L11	9	27	H	
5205p1L11	10	81	H	
5205p1L11	11	21	H	
5205p1L11	12	83	H	
5205p1L11	13	60	H	
5205p1L11	14	11	H	
5205p1L11	15	113	H	
5205p1L11	16	61	H	
5205p1L11	17	102	H	
5205p1L12	1	2	H	
5205p1L12	2	81	H	
5205p1L12	3	117	H	
5205p1L12	4	82	H	
5205p1L12	5	2	H	
5205p1L12	6	31	H	
5205p1L12	7	104	H	
5205p1L12	8	4	H	
5205p1L12	9	90	H	
5205p1L12	10	7	H	
5205p1L12	11	21	H	
5205p1L12	12	116	H	
5205p1L12	13	84	H	
5205p1L12	14	79	H	
5205p1L12	15	81	H	
5205p1L12	16	119	H	
5205p1L12	17	6	H	
5205p1L12	18	5	H	
5205p1L13	1	105	H	
5205p1L13	2	4	H	
5205p1L13	3	35	H	
5205p1L13	4	85	H	
5205p1L13	5	2	H	
5205p1L13	6	31	H	
5205p1L13	7	103	H	
5205p1L13	8	8	H	
5205p1L13	9	2	H	
5205p1L13	10	81	H	
5205p1L13	11	31	H	
5205p1L13	12	77	H	
5205p1L13	13	82	H	
5205p1L13	14	71	H	
5205p1L13	15	83	H	
5205p1L13	16	18	H	
5205p1L13	17	38	H	
5205p1L13	18	83	H	
5205p1L14	1	82	H	
5205p1L14	2	1	H	
5205p1L14	3	31	H	
5205p1L14	4	7	H	
5205p1L14	5	38	H	
5205p1L14	6	32	H	
5205p1L14	7	85	H	
5205p1L14	8	38	H	
5205p1L14	9	84	H	
5205p1L14	10	2	H	
5205p1L14	11	85	H	
5205p1L14	12	117	H	
5205p1L14	13	81	H	
5205p1L14	14	2	H	
5205p1L14	15	37	H	
5205p1L14	16	119	H	
5205p1L14	17	84	H	
5205p1L14	18	124	H	
5205p1L15	1	28	H	
5205p1L15	2	62	H	
5205p1L15	3	116	H	
5205p1L15	4	66	H	
5205p1L15	5	113	H	
5205p1L15	6	7	H	
5205p1L15	7	105	H	
5205p1L15	8	32	H	
5205p1L15	9	85	H	
5205p1L15	10	27	H	
5205p1L15	11	33	H	
5205p1L15	12	21	H	
5205p1L15	13	84	H	
5205p1L15	14	64	H	
5205p1L15	15	90	H	
5205p1L15	16	63	H	
