line	pos	group	conf	note
5805p8L01	1	4	H
5805p8L01	2	35	H
5805p8L01	3	w:mais aussi que	M	clear text, approximate reading
5805p8L01	4	42	H
5805p8L01	5	28	H
5805p8L01	6	43	H	underlined in ms
5805p8L02	1	41	H
5805p8L02	2	88	H
5805p8L02	3	25	H
5805p8L02	4	104	H
5805p8L02	5	59	H
5805p8L02	6	84	H
5805p8L02	7	63	H
5805p8L02	8	42	H
5805p8L02	9	1	H
5805p8L02	10	79	H
5805p8L02	11	37	H
5805p8L02	12	25	H
5805p8L02	13	12	H
5805p8L03	1	258	H
5805p8L03	2	256	H
5805p8L03	3	47	H
5805p8L03	4	23	H
5805p8L03	5	13	H
5805p8L03	6	84	H
5805p8L03	7	14	H
5805p8L03	8	254	H
5805p8L03	9	13	H	boxed in ms
5805p8L03	10	83	H	boxed in ms
5805p8L03	11	157	H	boxed in ms
5805p8L03	12	81	H
5805p8L04	1	74	H
5805p8L04	2	64	H
5805p8L04	3	104	H
5805p8L04	4	113	H
5805p8L04	5	42	H
5805p8L04	6	39	H
5805p8L04	7	24	H
5805p8L04	8	30	H
5805p8L04	9	74	H
5805p8L04	10	1	H
5805p8L04	11	35	H
5805p8L04	12	01	M	unclear final digits, small ornamental mark/flourish nearby, low confidence in leading 0
5805p8L05	1	59	H
5805p8L05	2	81	H
5805p8L05	3	33	H
5805p8L05	4	21	H
5805p8L05	5	24	H
5805p8L05	6	12	H
5805p8L05	7	58	H
5805p8L05	8	56	H
5805p8L05	9	22	H
5805p8L05	10	14	H
5805p8L05	11	45	H
5805p8L05	12	75	H
5805p8L05	13	82	H
5805p8L05	14	38	H
5805p8L06	1	24	H
5805p8L06	2	29	H
5805p8L06	3	356	M	three digits run together, unclear if one group or split (e.g. 3/56)
5805p8L06	4	42	H
5805p8L06	5	29	H
5805p8L06	6	62	H
5805p8L06	7	114	H
5805p8L06	8	42	H
5805p8L06	9	28	H
5805p8L06	10	59	H
5805p8L06	11	39	H
5805p8L06	12	69	H
5805p8L06	13	54	H
5805p8L07	1	83	H
5805p8L07	2	4	H
5805p8L07	3	35	H
5805p8L07	4	81	H
5805p8L07	5	119	H
5805p8L07	6	57	H
5805p8L07	7	30	H
5805p8L07	8	73	H
5805p8L07	9	27	H
5805p8L07	10	23	H
5805p8L07	11	84	H
5805p8L07	12	103	H
5805p8L07	13	21	H
5805p8L07	14	83	M	final group unclear, could be 87
5805p8L08	1	1	H
5805p8L08	2	34	H
5805p8L08	3	67	H
5805p8L08	4	82	H
5805p8L08	5	35	H
5805p8L08	6	12	H
5805p8L08	7	89	H
5805p8L08	8	62	H
5805p8L08	9	102	H
5805p8L08	10	67	M	unclear, could be a single digit 6 plus separate 7
5805p8L08	11	7	M	unclear, possibly stray mark or part of previous group
5805p8L08	12	40	H
5805p8L08	13	115	H
5805p8L08	14	49	H
5805p8L09	1	63	H
5805p8L09	2	56	H
5805p8L09	3	27	H
5805p8L09	4	72	H
5805p8L09	5	69	H
5805p8L09	6	53	H
5805p8L09	7	82	H
5805p8L09	8	2	H
5805p8L09	9	35	H
5805p8L09	10	12	H
5805p8L09	11	129	H
5805p8L09	12	135	H
5805p8L09	13	129	H
5805p8L10	1	w:s'il ne s'oublie	M	clear text, marginal note to left of boxed group, approximate reading, very unclear
5805p8L10	2	w:manque a...	M	clear text, second marginal line under the first, illegible beyond first word, approximate reading
5805p8L10	3	28	M	first digit unclear, could be 78 (cursive 2/7 confusable)
5805p8L10	4	9	H
5805p8L10	5	113	H	small # -like mark above this group in ms
5805p8L10	6	1	H
5805p8L10	7	72	H
5805p8L10	8	98	H	boxed group ends here (28.9.113.1.72.98 all boxed in ms)
5805p8L10	9	56	H	underlined in ms (this group through pos 17)
5805p8L10	10	24	H
5805p8L10	11	42	H
5805p8L10	12	91	H
5805p8L10	13	25	H
5805p8L10	14	7	M	unclear, possibly stray mark, low confidence as standalone group
5805p8L10	15	81	H
5805p8L10	16	53	H
5805p8L10	17	2	H
5805p8L10	18	22	H
5805p8L11	1	24	H
5805p8L11	2	13	H
5805p8L11	3	82	H
5805p8L11	4	14	H
5805p8L11	5	56	H
5805p8L11	6	23	H
5805p8L11	7	57	H
5805p8L11	8	78	H
5805p8L11	9	34	H
5805p8L11	10	30	H
5805p8L11	11	351	H
5805p8L11	12	14	H
5805p8L11	13	1	H
5805p8L11	14	21	M	unclear, could be 31
5805p8L12	1	59	H
5805p8L12	2	39	H
5805p8L12	3	69	H
5805p8L12	4	105	H
5805p8L12	5	34	H
5805p8L12	6	74	H
5805p8L12	7	22	H
5805p8L12	8	78	H
5805p8L12	9	24	H
5805p8L12	10	37	H
5805p8L12	11	52	H
5805p8L12	12	126	M	trailing digit(s) unclear at line end
5805p8L13	1	92	H
5805p8L13	2	66	H
5805p8L13	3	3	H
5805p8L13	4	12	H
5805p8L13	5	13	H
5805p8L13	6	48	H
5805p8L13	7	55	H
5805p8L13	8	78	H
5805p8L13	9	6	H
5805p8L13	10	2	H
5805p8L13	11	12	H
5805p8L13	12	54	H
5805p8L13	13	29	H
5805p8L13	14	33	H
5805p8L13	15	22	H
5805p8L14	1	85	H
5805p8L14	2	67	H
5805p8L14	3	14	H
5805p8L14	4	39	H
5805p8L14	5	76	H
5805p8L14	6	78	H
5805p8L14	7	10	H
5805p8L14	8	5	H
5805p8L14	9	121	H
5805p8L14	10	128	H
5805p8L14	11	71	H
5805p8L14	12	118	H
5805p8L14	13	67	H
5805p8L14	14	41	H
5805p8L15	1	66	H
5805p8L15	2	42	H
5805p8L15	3	47	H
5805p8L15	4	2	H
5805p8L15	5	31	H
5805p8L15	6	41	H
5805p8L15	7	26	H
5805p8L15	8	36	H
5805p8L15	9	22	H
5805p8L15	10	11	H
5805p8L15	11	24	H
5805p8L15	12	104	H
5805p8L15	13	1	H
5805p8L15	14	26	H
5805p8L15	15	65	H
5805p8L16	1	12	H
5805p8L16	2	12	H
5805p8L16	3	112	H
5805p8L16	4	87	H
5805p8L16	5	73	H	boxed and underlined in ms (this group through pos 9)
5805p8L16	6	81	H
5805p8L16	7	113	H
5805p8L16	8	71	H
5805p8L16	9	116	H
5805p8L16	10	70	H
5805p8L16	11	42	H
5805p8L16	12	34	M	unclear digit shape
5805p8L16	13	83	H
5805p8L16	14	1	H
5805p8L16	15	13	H
5805p8L16	16	89	H
5805p8L17	1	18	H
5805p8L17	2	8	H
5805p8L17	3	42	H
5805p8L17	4	11	H
5805p8L17	5	40	H
5805p8L17	6	76	H
5805p8L17	7	3	H
5805p8L17	8	35	H
5805p8L17	9	62	H
5805p8L17	10	42	H
5805p8L17	11	43	H
5805p8L17	12	81	H
5805p8L17	13	39	H
5805p8L17	14	83	H
5805p8L17	15	27	H
5805p8L18	1	32	H
5805p8L18	2	51	H
5805p8L18	3	80	H
5805p8L18	4	67	H
5805p8L18	5	42	H
5805p8L18	6	47	H
5805p8L18	7	5	H
5805p8L18	8	34	H
5805p8L18	9	85	H
5805p8L18	10	32	H
5805p8L18	11	13	H
