line	pos	group	conf	note
5208p1L13	1	2	H
5208p1L13	2	14	H
5208p1L13	3	4	H
5208p1L13	4	60	H
5208p1L13	5	15	H
5208p1L13	6	36	H
5208p1L13	7	76	H
5208p1L13	8	10	H	overline over 10, common in this hand
5208p1L13	9	50	H
5208p1L13	10	18	H
5208p1L13	11	28	H
5208p1L13	12	26	H
5208p1L13	13	35	H
5208p1L13	14	9	H
5208p1L13	15	39	H
5208p1L13	16	36	H
5208p1L13	17	41	H
5208p1L13	18	17	H
5208p1L13	19	25	H
5208p1L13	20	8	M	small overline mark on the 8
5208p1L13	21	33	H
5208p1L13	22	15	H
5208p1L13	23	40	H
5208p1L13	24	10	H
5208p1L13	25	27	H
5208p1L13	26	39	H
5208p1L13	27	s:flourish	M	small mark after last number, end-of-line paraph not a digit
5208p1L14	1	53	H
5208p1L14	2	18	H
5208p1L14	3	22	H
5208p1L14	4	s:symbol	M	small flag/pennant-like sign, non-numeral, between 22 and 2
5208p1L14	5	2	H
5208p1L14	6	59	H
5208p1L14	7	17	H
5208p1L14	8	21	H
5208p1L14	9	33	H
5208p1L14	10	15	H
5208p1L14	11	12	H
5208p1L14	12	10	H
5208p1L14	13	33	H
5208p1L14	14	10	H
5208p1L14	15	27	H
5208p1L14	16	8	H
5208p1L14	17	9	H
5208p1L14	18	26	H
5208p1L14	19	25	H
5208p1L14	20	10	H
5208p1L14	21	36	H
5208p1L14	22	58	H
5208p1L14	23	41	H
5208p1L14	24	27	H
5208p1L14	25	37	H
5208p1L14	26	12	H
5208p1L15	1	15	H
5208p1L15	2	26	H
5208p1L15	3	40	H
5208p1L15	4	27	H
5208p1L15	5	33	H
5208p1L15	6	41	H
5208p1L15	7	39	H
5208p1L15	8	25	H
5208p1L15	9	10	H
5208p1L15	10	15	H
5208p1L15	11	3	H
5208p1L15	12	22	H
5208p1L15	13	18	H
5208p1L15	14	36	H
5208p1L15	15	44	H
5208p1L15	16	50	H
5208p1L15	17	59	H
5208p1L15	18	27	H
5208p1L15	19	35	H
5208p1L15	20	37	H
5208p1L15	21	10	H
5208p1L15	22	9	H
5208p1L15	23	56	H
5208p1L15	24	1	H
5208p1L15	25	39	H
5208p1L15	26	43	H
5208p1L16	1	56	H
5208p1L16	2	2	H
5208p1L16	3	23	H
5208p1L16	4	44	H
5208p1L16	5	53	H
5208p1L16	6	32	H
5208p1L16	7	40	H
5208p1L16	8	10	H
5208p1L16	9	33	H
5208p1L16	10	21	H
5208p1L16	11	10	H
5208p1L16	12	15	H
5208p1L16	13	35	H
5208p1L16	14	37	H
5208p1L16	15	41	H
5208p1L16	16	17	H
5208p1L16	17	38	H
5208p1L16	18	53	H
5208p1L16	19	1	H
5208p1L16	20	25	H
5208p1L16	21	56	M	written in the cursive z-shaped 6, compare other 56s
5208p1L16	22	13	H
5208p1L16	23	2	H
5208p1L16	24	50	H
5208p1L16	25	39	H
5208p1L16	26	17	H
5208p1L17	1	36	H
5208p1L17	2	41	H
5208p1L17	3	55	H
5208p1L17	4	w:Et toutes fois avecq de dans sont ce vidant de luy, en couraige:	M	prose, hard secretary hand, approximate
5208p1L18	1	w:Aucunes au jourdhuy les mont escript, et sont d'abroz et de bauz de luy, redresses	M	prose approximate
5208p1L19	1	w:si avant que l'ennemy les avoit attacquez. Je le fault ensuivre a ce bon [?]	M	prose approximate, word before numbers unclear
5208p1L20	1	w:et les assister par tous moiens possibles.	H
5208p1L20	2	1	H	
5208p1L20	3	13	H	
5208p1L20	4	3	H	
5208p1L20	5	13	H	
5208p1L20	6	41	H	
5208p1L20	7	27	H	
5208p1L20	8	50	H	
5208p1L20	9	10	H	
5208p1L20	10	53	H	
5208p1L20	11	31	H	
5208p1L20	12	39	H	
5208p1L20	13	9	H	
5208p1L20	14	83	M	
5208p1L21	1	22	H	
5208p1L21	2	15	H	
5208p1L21	3	59	H	
5208p1L21	4	50	H	
5208p1L21	5	44	H	
5208p1L21	6	73	H	
5208p1L21	7	27	H	
5208p1L21	8	30	H	
5208p1L21	9	50	H	
5208p1L21	10	10	H	
5208p1L21	11	12	H	
5208p1L21	12	2	H	
5208p1L21	13	59	H	
5208p1L21	14	21	H	
5208p1L21	15	56	H	
5208p1L21	16	9	H	
5208p1L21	17	21	H	
5208p1L21	18	15	H	
5208p1L21	19	36	H	
5208p1L21	20	3	H	
5208p1L21	21	18	H	
5208p1L21	22	37	H	
5208p1L21	23	23	H	
5208p1L21	24	17	H	
5208p1L21	25	83	M	
5208p1L22	1	1	H	
5208p1L22	2	59	H	
5208p1L22	3	44	H	
5208p1L22	4	41	H	
5208p1L22	5	18	H	
5208p1L22	6	39	H	
5208p1L22	7	37	H	
5208p1L22	8	41	H	
5208p1L22	9	40	H	
5208p1L22	10	17	H	
5208p1L22	11	21	H	
5208p1L22	12	48	H	
5208p1L22	13	53	H	
5208p1L22	14	15	H	
5208p1L22	15	38	H	
5208p1L22	16	34	M	
5208p1L22	17	10	H	
5208p1L22	18	39	H	
