line	pos	group	conf	note
5803p1L01	1	w:Monsieur mon frere. Sr apres aucuns jours nous a este faict quelques ... tres ...	M	clear text, approximate reading
5803p1L02	1	w:Dernierement escript du xxixe jour du moys passe, escript a Coulommiers. Et par puis	M	clear text, approximate reading
5803p1L03	1	w:a Bruxelles, vous remerciant tousjours le continuel soing et vigilance que vous portez au bien de	M	clear text, approximate reading
5803p1L04	1	w:noz affaires, lesquelles sont maintenant en assez gratieux estat, Dieu mercy.	M	clear text, approximate reading
5803p1L04	2	126	H	
5803p1L05	1	131	H	
5803p1L05	2	133	H	
5803p1L05	3	100	H	
5803p1L05	4	10	H	
5803p1L05	5	25	H	
5803p1L05	6	30	H	
5803p1L05	7	119	H	
5803p1L05	8	104	H	
5803p1L05	9	29	H	
5803p1L05	10	112	H	
5803p1L05	11	81	H	
5803p1L05	12	46	M	could be 96
5803p1L05	13	31	H	
5803p1L05	14	21	H	
5803p1L05	15	82	H	
5803p1L05	16	117	H	
5803p1L05	17	84	M	could be 89
5803p1L05	18	122	H	
5803p1L05	19	129	H	
5803p1L05	20	135	M	could be 138
5803p1L06	1	72	M	superscript-style digit, could be 7 alone
5803p1L06	2	6	H	
5803p1L06	3	39	H	
5803p1L06	4	23	H	
5803p1L06	5	33	H	
5803p1L06	6	24	H	
5803p1L06	7	85	H	
5803p1L06	8	28	H	
5803p1L06	9	27	H	
5803p1L06	10	85	H	
5803p1L06	11	9	M	group boundary with next token uncertain (9/50 vs one group)
5803p1L06	12	50	M	group boundary with prior token uncertain
5803p1L06	13	8	H	
5803p1L06	14	36	H	
5803p1L06	15	105	H	
5803p1L06	16	85	M	could be 81
5803p1L06	17	116	H	
5803p1L06	18	85	H	
5803p1L06	19	25	H	
5803p1L06	20	82	H	
5803p1L06	21	53	H	
5803p1L06	22	12	H	
5803p1L06	23	85	H	
5803p1L06	24	39	H	
5803p1L07	1	38	H	
5803p1L07	2	81	H	
5803p1L07	3	85	H	
5803p1L07	4	34	H	
5803p1L07	5	120	H	
5803p1L07	6	82	H	
5803p1L07	7	70	M	could be 76 or 78
5803p1L07	8	101	H	
5803p1L07	9	81	H	
5803p1L07	10	3	H	
5803p1L07	11	77	H	
5803p1L07	12	21	H	
5803p1L07	13	8	H	
5803p1L07	14	105	H	
5803p1L07	15	32	H	
5803p1L07	16	34	H	
5803p1L07	17	63	H	
5803p1L07	18	1	H	
5803p1L07	19	38	M	could be 35
5803p1L07	20	117	H	
5803p1L07	21	104	H	
5803p1L07	22	84	H	
5803p1L07	23	38	H	
5803p1L07	24	111	H	
5803p1L07	25	20	M	final group on line, faint
5803p1L08	1	65	H	
5803p1L08	2	14	H	
5803p1L08	3	25	H	
5803p1L08	4	9	H	
5803p1L08	5	13	H	
5803p1L08	6	7	H	
5803p1L08	7	27	H	
5803p1L08	8	76	H	
5803p1L08	9	84	H	
5803p1L08	10	27	H	
5803p1L08	11	81	H	
5803p1L08	12	72	H	
5803p1L08	13	85	H	
5803p1L08	14	11	H	
5803p1L08	15	37	H	
5803p1L08	16	9	H	
5803p1L08	17	104	H	
5803p1L08	18	23	H	
5803p1L08	19	71	H	
5803p1L08	20	81	H	
5803p1L08	21	113	H	
5803p1L08	22	112	H	
5803p1L08	23	37	H	
5803p1L08	24	55	H	
5803p1L08	25	79	H	
5803p1L08	26	7	H	
5803p1L08	27	1	H	
5803p1L08	28	33	H	
5803p1L08	29	119	H	
5803p1L08	30	61	H	
5803p1L08	31	36	H	
5803p1L08	32	61	H	
5803p1L08	33	60	H	
5803p1L08	34	62	H	
5803p1L08	35	26	H	
5803p1L08	36	71	H	
5803p1L08	37	24	H	
5803p1L08	38	107	H	
5803p1L08	39	12	H	
5803p1L08	40	32	H	
5803p1L08	41	10	H	
5803p1L08	42	21	H	
5803p1L08	43	62	H	
5803p1L08	44	53	M	could be 55
5803p1L08	45	63	H	
5803p1L08	46	3	H	
5803p1L08	47	34	H	
5803p1L08	48	127	H	
5803p1L08	49	39	H	
5803p1L08	50	85	H	
5803p1L08	51	37	H	
5803p1L08	52	111	H	
5803p1L08	53	81	H	
5803p1L08	54	26	H	
5803p1L08	55	120	H	
5803p1L08	56	6	H	
