line	pos	group	conf	note
5213p2L01	1	10	H	
5213p2L01	2	50	M	long-s digit, could be 5
5213p2L01	3	45	M	
5213p2L01	4	14	H	
5213p2L01	5	27	H	
5213p2L01	6	77	H	
5213p2L01	7	84	H	
5213p2L01	8	29	H	
5213p2L01	9	66	M	delta/sigma glyph digit
5213p2L01	10	62	M	
5213p2L01	11	50	M	
5213p2L01	12	44	H	
5213p2L01	13	84	H	
5213p2L01	14	45	M	
5213p2L01	15	18	H	
5213p2L01	16	70	H	
5213p2L01	17	87	H	
5213p2L01	18	20	H	
5213p2L01	19	72	H	
5213p2L01	20	88	H	
5213p2L01	21	27	H	
5213p2L01	22	66	M	
5213p2L01	23	65	M	
5213p2L01	24	88	H	
5213p2L01	25	76	M	
5213p2L01	26	5	L	single digit at line end, possibly separate mark not number
5213p2L02	1	28	H	
5213p2L02	2	30	H	
5213p2L02	3	10	H	
5213p2L02	4	43	H	
5213p2L02	5	84	H	
5213p2L02	6	24	H	
5213p2L02	7	29	H	
5213p2L02	8	53	M	
5213p2L02	9	12	H	
5213p2L02	10	20	H	
5213p2L02	11	62	M	
5213p2L02	12	61	M	
5213p2L02	13	70	H	
5213p2L02	14	19	H	
5213p2L02	15	42	H	
5213p2L02	16	28	H	
5213p2L02	17	49	M	digit 4/9 uncertain
5213p2L02	18	18	H	
5213p2L02	19	27	H	
5213p2L02	20	10	H	
5213p2L02	21	30	H	
5213p2L02	22	43	H	
5213p2L02	23	48	M	
5213p2L02	24	70	H	
5213p2L02	25	88	H	
5213p2L02	26	27	H	
5213p2L03	1	44	H	
5213p2L03	2	11	H	
5213p2L03	3	90	H	
5213p2L03	4	28	H	
5213p2L03	5	13	M	
5213p2L03	6	87	H	
5213p2L03	7	18	H	
5213p2L03	8	88	H	
5213p2L03	9	66	M	
5213p2L03	10	12	H	
5213p2L03	11	66	M	
5213p2L03	12	67	M	
5213p2L03	13	10	H	
5213p2L03	14	77	H	
5213p2L03	15	27	H	
5213p2L03	16	59	M	
5213p2L03	17	85	M	
5213p2L03	18	31	H	
5213p2L03	19	63	M	
5213p2L03	20	18	H	
5213p2L03	21	25	M	
5213p2L03	22	28	H	
5213p2L03	23	54	H	
5213p2L03	24	28	H	
5213p2L03	25	25	M	
5213p2L03	26	61	M	
5213p2L03	27	84	M	horizontal strike through this group, may be a correction/deletion
