line	pos	group	conf	note
5209p2L01	1	w:de ne quitter la deffiance de la parolle et de plus liberal de prendre au[x] de mille hommes	M	clear text, approximate reading
5209p2L02	1	3	H	
5209p2L02	2	15	H	
5209p2L02	3	17	H	
5209p2L02	4	19	H	
5209p2L02	5	21	H	
5209p2L02	6	2	H	
5209p2L02	7	11	H	
5209p2L02	8	1	H	
5209p2L02	9	39	H	
5209p2L02	10	21	H	
5209p2L02	11	37	H	
5209p2L02	12	10	H	
5209p2L02	13	8	H	
5209p2L02	14	10	H	
5209p2L02	15	24	H	
5209p2L02	16	27	H	
5209p2L02	17	46	H	
5209p2L02	18	9	H	
5209p2L02	19	25	H	
5209p2L02	20	1	H	
5209p2L02	21	39	H	
5209p2L02	22	10	H	
5209p2L03	1	9	H	
5209p2L03	2	36	H	
5209p2L03	3	37	H	
5209p2L03	4	9	H	
5209p2L03	5	5	H	
5209p2L03	6	28	H	
5209p2L03	7	25	H	
5209p2L03	8	35	H	
5209p2L03	9	37	H	
5209p2L03	10	34	H	
5209p2L03	11	1	H	
5209p2L03	12	17	H	
5209p2L03	13	26	H	
5209p2L03	14	6	H	
5209p2L03	15	38	H	
5209p2L03	16	7	H	
5209p2L03	17	9	H	
5209p2L03	18	22	H	
5209p2L03	19	18	H	
5209p2L03	20	5	H	
5209p2L03	21	10	H	
5209p2L03	22	25	H	
5209p2L03	23	38	H	
5209p2L03	24	17	H	
5209p2L03	25	10	H	
5209p2L03	26	33	H	
5209p2L04	1	21	H	
5209p2L04	2	9	H	
5209p2L04	3	36	H	
5209p2L04	4	41	H	
5209p2L04	5	2	H	
5209p2L04	6	22	H	
5209p2L04	7	28	H	
5209p2L04	8	25	H	
5209p2L04	9	35	H	
5209p2L04	10	10	H	
5209p2L04	11	37	H	
5209p2L04	12	12	H	
5209p2L04	13	33	H	
5209p2L04	14	1	H	
5209p2L04	15	25	H	
5209p2L04	16	5	H	
5209p2L04	17	16	H	
5209p2L04	18	27	H	
5209p2L04	19	17	H	
5209p2L04	20	36	H	
5209p2L04	21	w:qui est trouvé	M	clear text, approximate reading
5209p2L05	1	w:avoir de la derniere de Frouix	M	clear text, approximate reading
5209p2L05	2	35	H	
5209p2L05	3	37	H	
5209p2L05	4	79	H	
5209p2L05	5	41	H	
5209p2L05	6	43	H	
5209p2L05	7	35	H	
5209p2L05	8	17	H	
5209p2L05	9	2	H	
5209p2L05	10	40	H	
5209p2L05	11	1	H	
5209p2L05	12	26	H	
5209p2L05	13	37	H	
5209p2L06	1	31	H	
5209p2L06	2	37	H	
5209p2L06	3	10	H	
5209p2L06	4	22	H	
5209p2L06	5	9	H	
5209p2L06	6	35	H	
5209p2L06	7	9	H	
5209p2L06	8	40	H	
5209p2L06	9	36	H	
5209p2L06	10	35	H	
5209p2L06	11	17	H	
5209p2L06	12	27	H	
5209p2L06	13	25	H	
5209p2L06	14	35	H	
5209p2L06	15	29	H	
5209p2L06	16	10	H	
5209p2L06	17	39	H	
5209p2L06	18	1	H	
5209p2L06	19	40	H	
5209p2L06	20	27	H	
5209p2L06	21	17	H	
5209p2L06	22	33	H	
5209p2L06	23	18	H	
5209p2L06	24	6	H	
5209p2L06	25	4	H	
5209p2L07	1	18	H	
5209p2L07	2	21	H	
5209p2L07	3	47	H	
5209p2L07	4	25	H	
5209p2L07	5	28	H	
5209p2L07	6	39	H	
5209p2L07	7	35	H	
5209p2L07	8	11	H	
5209p2L07	9	39	H	
5209p2L07	10	36	H	
5209p2L07	11	35	H	
5209p2L07	12	10	H	
5209p2L07	13	25	H	
5209p2L07	14	37	H	
5209p2L07	15	39	H	
5209p2L07	16	10	H	
5209p2L07	17	25	H	
5209p2L07	18	40	H	
5209p2L07	19	47	H	
5209p2L07	20	12	H	
5209p2L07	21	27	H	
5209p2L07	22	33	H	
5209p2L07	23	5	H	
5209p2L08	1	2	H	
5209p2L08	2	30	H	
5209p2L08	3	34	H	
5209p2L08	4	27	H	
5209p2L08	5	29	H	
5209p2L08	6	26	H	
5209p2L08	7	36	H	
5209p2L08	8	9	H	
5209p2L08	9	11	H	
5209p2L08	10	23	H	
5209p2L08	11	24	H	
5209p2L08	12	1	H	
5209p2L08	13	17	H	
5209p2L08	14	35	H	
5209p2L08	15	18	H	
5209p2L08	16	9	H	
5209p2L08	17	35	H	
5209p2L08	18	5	H	
5209p2L08	19	1	H	
5209p2L08	20	45	H	
5209p2L08	21	6	H	
5209p2L08	22	28	H	
5209p2L08	23	24	H	
5209p2L08	24	4	H	
5209p2L08	25	17	H	
5209p2L08	26	9	H	
5209p2L09	1	18	H	
5209p2L09	2	21	H	
5209p2L09	3	40	H	
5209p2L09	4	27	H	
5209p2L09	5	39	H	
5209p2L09	6	35	H	
5209p2L09	7	9	H	
5209p2L09	8	35	H	
5209p2L09	9	37	H	
5209p2L09	10	17	H	
5209p2L09	11	23	H	
5209p2L09	12	29	H	
5209p2L09	13	28	H	
5209p2L09	14	36	H	
5209p2L09	15	35	H	
5209p2L09	16	18	H	
5209p2L09	17	4	H	
5209p2L09	18	21	H	
5209p2L09	19	10	H	
5209p2L09	20	7	H	
5209p2L09	21	9	H	
5209p2L09	22	30	H	
5209p2L09	23	27	H	
5209p2L09	24	33	H	
5209p2L10	1	37	H	
5209p2L10	2	10	H	
5209p2L10	3	34	H	
5209p2L10	4	35	H	
