line	position	sign	confidence	alt	why
L01	1	54	H		agree
L01	2	1631	H		agree
L01	3	12	H		agree
L01	4	78	H		agree
L01	5	350	H		agree
L01	6	1470	H		agree
L01	7	764	H		agree
L01	8	18	H		agree
L01	9	1801	H		agree
L01	10	*	H		agree
L02	1	*	M	A:-	gap
L02	2	*	H		agree
L02	3	*	H		agree
L02	4	*	H		agree
L02	5	*	H		agree
L02	6	*	H		agree
L02	7	*	H		agree
L02	8	*	H		agree
L02	9	*	H		agree
L02	10	*	H		agree
L02	11	*	H		agree
L02	12	*	H		agree
L02	13	*	H		agree
L02	14	*	H		agree
L02	15	*	H		agree
L03	1	*	M	A:-	gap
L03	2	*	H		agree
L03	3	*	H		agree
L03	4	*	H		agree
L03	5	78	H		agree
L03	6	1364	H		agree
L03	7	1751	H		agree
L03	8	101	H		agree
L03	9	421	H		agree
L03	10	*	M	A:-	gap
L03	11	*	H		agree
L03	12	*	H		agree
L03	13	*	H		agree
L03	14	*	H		agree
L04	1	17	H		agree
L04	2	86	H		agree
L04	3	316	H		agree
L04	4	582	H		agree
L04	5	1017	H		agree
L04	6	18	H		agree
L04	7	*	M	A:-	gap
L04	8	*	H		agree
L04	9	*	H		agree
L04	10	*	H		agree
L04	11	*	H		agree
L04	12	*	H		agree
L04	13	1248	H		agree
L04	14		M	B:1	differ
L05	1	1176	H		agree
L05	2	1164	H		agree
L05	3	1801	H		agree
L05	4	1747	H		agree
L05	5	672	H		agree
L05	6	564	H		agree
L05	7	481	H		agree
L05	8	1267	H		agree
L05	9		M	B:1	differ
L06	1	*	H		agree
L06	2	45	H		agree
L06	3	147	H		agree
L06	4	1158	H		agree
L06	5	*	M	A:-	gap
L06	6	*	M	A:-	gap
L06	7	*	H		agree
L06	8	*	H		agree
L06	9	*	H		agree
L06	10	*	H		agree
L06	11	*	H		agree
L06	12	*	H		agree
L06	13	*	H		agree
L06	14	*	H		agree
L06	15	*	H		agree
L07	1	*	H		agree
L07	2	*	H		agree
L07	3	48	H		agree
L07	4	1240	H		agree
L07	5	547	H		agree
L07	6	864	H		agree
L07	7	1762	H		agree
L07	8	11	H		agree
L07	9	1264	H		agree
L07	10	156	M	B:-	gap
L07	11		M	B:15	differ
L08	1	45	H		agree
L08	2	38	H		agree
L08	3	18	H		agree
L08	4	1741	H		agree
L08	5	180	H		agree
L08	6	150	H		agree
L08	7	1161	H		agree
L08	8	1240	H		agree
L08	9	143	M		agree-flagged
L08	10		M	B:-	gap
L09	1	1776	H		agree
L09	2	1830	H		agree
L09	3	3	H		agree
L09	4	1451	H		agree
L09	5	28	H		agree
L09	6	1540	H		agree
L09	7	1537	H		agree
L09	8	17	H		agree
L09	9	18	M		agree-flagged
L09	10		M	B:-	gap
L10	1	*	M	A:-	gap
L10	2	*	M	A:-	gap
L10	3	*	M	A:-	gap
L10	4	*	H		agree
L10	5	*	H		agree
L10	6	*	H		agree
L10	7	*	H		agree
L10	8	*	H		agree
L10	9	13	H		agree
L10	10	230	H		agree
L10	11	481	H		agree
L10	12	*	M	A:-	gap
L10	13	*	H		agree
L10	14	*	H		agree
L10	15	*	H		agree
L10	16	*	H		agree
L11	1	1110	H		agree
L11	2	1267	H		agree
L11	3	84	H		agree
L11	4	?9	M	B:19	differ
L11	5	41	H		agree
L11	6	364	H		agree
L11	7	17	H		agree
L11	8	*	H		agree
L11	9	1480	H		agree
L11	10	1762	H		agree
L11	11		M	B:1	differ
L12	1	1	H		agree
L12	2	1471	H		agree
L12	3	1480	H		agree
L12	4	22	H		agree
L12	5	561	H		agree
L12	6	17	H		agree
L12	7	1708	H		agree
L12	8	11	H		agree
L12	9	380	H		agree
L12	10	460	H		agree
L12	11		M	B:1	differ
L13	1	17	H		agree
L13	2	1620	M	B:1640	differ
L13	3	19	H		agree
L13	4	47	H		agree
L13	5	76	H		agree
L13	6	230	H		agree
L13	7	1540	H		agree
L13	8	*	H		agree
L13	9	*	H		agree
L13	10	*	H		agree
L13	11	*	H		agree
L13	12	*	H		agree
L14	1	1161	H		agree
L14	2	14	H		agree
L14	3	74	H		agree
L14	4	1461	H		agree
L14	5	1870	H		agree
L14	6	12	H		agree
L14	7	57	H		agree
L14	8	1899	H		agree
L14	9	3	H		agree
L14	10	47	H		agree
L14	11		M	B:17	differ
L15	1	2	H		agree
L15	2	471	H		agree
L15	3	29	H		agree
L15	4	390	H		agree
L15	5	1164	H		agree
L15	6	87	H		agree
L15	7	576	H		agree
L15	8	176	H		agree
L15	9	18	H		agree
L15	10	1480	H		agree
L16	1		M	A:-	gap
