line	col	A	B	flagged	crop
05801_p3_L01	1	=vu	-	A	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	20	-	120	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	24	74	174	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	34	62	-	A	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	35	3	-	A	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	36	28	=sans	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	40	87	67	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	42	140	40	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	49	-	19	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	55	-	51	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	60	42	92	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	64	-	7	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	65	-	32	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	66	84	81	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	67	87	9	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	68	103	33	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	69	117	84	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	72	54	34	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	75	132	152	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	76	191	195	AB	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L01	80	-	60	B	images_wv2/crops_comp/05801_p3_L01.jpg
05801_p3_L02	1	83	85	AB	images_wv2/crops_comp/05801_p3_L02.jpg
05801_p3_L02	2	61	81	AB	images_wv2/crops_comp/05801_p3_L02.jpg
05801_p3_L02	7	34	39	AB	images_wv2/crops_comp/05801_p3_L02.jpg
