# synthetic control, seed 4000, noise 0.1; plaintext: emegliinginocchiaiondecesareconboccaridenteconosciutoterroresifeceinanzitalehericonosciutolotuttorossoperuergognagliporsilacartauostrachemoltocaraglifudicendodecheuolentierisodisfarebbeaciochedimandatedellecosepublicheiononcredosenonquellosiuedeallagiornataetalipromessisenzaaltrecerimonieintantouoisignormiouiuetelietoeamatemiehiononpossoesserepiuuostrochemisiaecosiauostrasignoriaaringegnoetallabeatamanoumilmentemiraccomandoetconreuerenzialabasciocheilsignordiosiapregatorenderglidegnomeritodellesueonoratefaticheinlanostracittaepertanto
c0_L0	27261849142213102210312452113613810175255424201825310130
c0_L1	062021727101631811310
c0_L2	84011323168162720203205412818112713106100y1316
c0_L3	71418212720272113084251323163148162316168208448
c0_L4	152722935250491079
c0_L5	142215820413146022016723841620711211826
c1_L6	8141311207914132823171311271017817525201
c1_L7	1823314510623252022431272242827420
c1_L8	271916727513311215171326241017712717
c1_L9	271414808427152831914221121181331081011
c1_L10	20274173945103102923514143413231817186141424
c1_L11	413820106161831671422520826189421810y
c2_L12	241214162018027202263101318131016610
c2_L13	11632332241391082062223231323271627134131816
c2_L14	3862624
c2_L15	1652613521223108101584485
c2_L16	4418202791522232343416208021526224222245253422
c2_L17	2233471620274229106820221212
c3_L18	201310951082716241414719571612266108
c3_L19	232613142618101627426132061125326710178
c3_L20	71608102052318205104y227147194013840158
c3_L21	221441391082017228422291520189112163201
c3_L22	1017220191422171891032627201316817181414
c3_L23	542318803201216528241613252127221014161908
c4_L24	41620124022161624271518201629016
c4_L25	8
