line	col	A	B	flagged	crop
f54r_L02	1	+	-		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	2	o	x:ornate-R		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	6	L	U	A	glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	9	f	-		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	11	o.	sq	A	glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	13	-	lam		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	14	-	eps		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	15	-	dh		glyphs/f54r_lines/f54r_L02.jpg
f54r_L02	16	a	x:flourish	AB	glyphs/f54r_lines/f54r_L02.jpg
f54r_L03	7	-	o.		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	10	eps	e		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	13	tee	-		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	15	phi	p		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	18	-	v		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	19	dh	p		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	22	eps	e		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	24	h	f		glyphs/f54r_lines/f54r_L03.jpg
f54r_L03	27	-	#		glyphs/f54r_lines/f54r_L03.jpg
f54r_L04	7	eps	e		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	9	-	]		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	10	eps	m		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	12	tee	-		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	13	dh	S4		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	14	14	lam		glyphs/f54r_lines/f54r_L04.jpg
f54r_L04	15	4	S4		glyphs/f54r_lines/f54r_L04.jpg
f54r_L05	3	-	lam		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	5	]	-		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	8	S7	-		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	11	f	-		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	12	h	bh		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	18	h	-		glyphs/f54r_lines/f54r_L05.jpg
f54r_L05	19	S7	bh		glyphs/f54r_lines/f54r_L05.jpg
f54r_L06	3	-	#		glyphs/f54r_lines/f54r_L06.jpg
f54r_L06	9	h	bh		glyphs/f54r_lines/f54r_L06.jpg
f54r_L06	12	rz	dl		glyphs/f54r_lines/f54r_L06.jpg
f54r_L07	3	+	-		glyphs/f54r_lines/f54r_L07.jpg
f54r_L07	5	eps	e		glyphs/f54r_lines/f54r_L07.jpg
f54r_L07	7	7	-	A	glyphs/f54r_lines/f54r_L07.jpg
f54r_L07	8	dl	e	A	glyphs/f54r_lines/f54r_L07.jpg
f54r_L07	9	h	]		glyphs/f54r_lines/f54r_L07.jpg
