f54r_L01
f54r_L02	w:R? w:do? w:Dnt? w:Tanq? w:Ptr? + o S4? ch m L? y? Z f ch o.? y a?
f54r_L03	rz g m w L g S7 lam eps g y tee K phi ] ( dh a lam eps w h K lam
f54r_L04	phi ] N ] [ lam eps y eps g tee dh w:Tutto w:quello w:che w:.s. w:.s. w:desidera 14 4
f54r_L05	phi psi v ] g nt S7 y Z f h w e Z nt f h S7 m w m lam y f w
f54r_L06	y ] Z ] tee? f w h Z H rz S4 w:Piu w:uolte w:mi w:ha w:detto w:et w:dicono?
f54r_L07	S4 nt + L eps [ 7? dl? h bh r? ] H f w y m lam? N? Z [ w tee [ nt h
f54r_L08	] phi U w h a bh # ] g y lam lam tee dl? lam h eps g [ h w y ] m
f54r_L09	g rz tee S4 dl? Z eps g nt Z a bh rz g psi? eps w nt m S4 rz ( w:Con?
f54r_L10	w:lauenuta w:di w:Duca w:secondo w:mi w:Poco w:credibile? 14 rz rz rz eps tee?
f54r_L11	lam lam g psi lam lam [ g ] m nt? rz? nt? o. x:illegible-blot y S ] g m g lam H
f54r_L12	] g lam eps m w rz rz g lam? x:unclear-cluster? eps? m? g? y? S? ] ] ] #
f54r_L13	rz tee S4 nt g a lam eps w bh K tee? v? y ] rz S7 lam g y lam? x:unclear? eps m g
f54r_L14	rz h g w S7 o.? dl? rz g f w h Z g ] H S4? dl? w:Pure w:ame w:pari?
f54r_L15	H ] rz g g y m [ lam? ] m nt m nt rz phi x:unclear-cluster lam? S4? w:maxime?
f54r_L16	w:sfando w:ancora w:cosi? + eps a? tee? + o? w:Conte w:Stanno w:Pure w:v.s.
f54r_L17	w:ricordera w:quello w:ch w:li w:parra w:e w:Piaciuto w:a w:.s. w:M eps? w:ricordo w:di
f54r_L18	w:.s. w:.s. rz K a eps rz phi w tee m psi eps w # y S4 o.? ( w:Con?
f54r_L19	w:tentassi w:Piu tee eps K Lx? w Lx? eps + eps L w a y S4 o. w:laoppinjone
f54r_L20	w:dj? w:.s. w:.s. eps w:desidera w:in w:tal w:Caso w:ch w:.n. w:.s. S4 U w h a dh y ] eps
