block	item	raw_token	note
C2	1	preuiniendo	plain
C2	2	el	plain
C2	3	obpo	plain
C2	4	de	plain
C2	5	siguença	plain
C2	6	el	plain
C2	7	assi	plain
C2	8	verdad	plain
C2	9	que	plain
C2	10	quefedo	plain
C2	11	a	plain
C2	12	fr	plain
C2	13	mattheo	plain
C2	14	de	plain
C2	15	burgos	plain
C2	16	y	plain
C2	17	el	plain
C2	18	de	plain
C2	19	pamplona	plain
C2	20	que	plain
C2	21	el	plain
C2	22	tenia	plain
C2	23	a	plain
C2	24	don	plain
C2	25	anto	plain
C2	26	vanegas	plain
C2	27	del	plain
C2	28	confesso	plain
C2	29	supremo	plain
C2	30	de	plain
C2	31	aragon	plain
C2	32	742n9/g8	ambiguous char (9/g)
C2	33	37
C2	34	n7
C2	35	cv87
C2	36	n7ds
C2	37	d8cv8r
C2	38	c7m7
C2	39	2s
C2	40	a93c8	ambiguous char (9/g)
C2	41	d8gv8
C2	42	46r4n
C2	43	2ss4d7
C2	44	d8mgl7s	ambiguous char (g)
C2	45	m8d375
C2	46	c7m7
C2	47	675g98
C2	48	s8d3c8n,
C2	49	p8r7
C2	50	mnch7
C2	51	t8m7
C2	52	gv8
C2	53	s8
C2	54	d7
C2	55	4lgvn4
C2	56	7ccass37n
C2	57	para	plain
C2	58	l4279
C2	59	l824nt4d4,
C2	60	3,
C2	61	4lgrn7s
C2	62	cv87
C2	63	gr8
C2	64	64n
C2	65	c7n
C2	66	d3clam8n
C2	67	gr8
C2	68	p7r
C2	69	8ct4
C2	70	64l7
C2	71	3
C2	72	62v8n4
C2	73	d3l3g8nc34
C2	74	d8l
C2	75	m3n8st87
C2	76	s8l8
C2	77	p2833
C2	78	d4r
C2	79	l7
C2	80	gr8
C2	81	p4rdc38r8
C2	82	J2sh,
C2	83	3
C2	84	8sl8
C2	85	l4m3n7
C2	86	11	ambiguous (ll/11)
C2	87	[STRUCK]	struck-through in ms, letters not recovered
C2	88	tam4nch7
C2	89	675gr8n7.
C2	90	n7s428n
C2	91	mnch7
C2	92	gr8
C2	93	s8
C2	94	d8s
C2	95	p8n4n	at bottom crop edge, may continue past supplied crop
