line	col	A	B	flagged	crop
05801_p4_L01	1	=et	-	A	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	4	30	80	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	16	23	73	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	19	81	84	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	20	7	4	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	23	34	79	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	32	10	90	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	36	41	71	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	47	3	5	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	51	190	140		images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	52	3	73	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	56	58	30	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	63	8	83	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	73	82	72	AB	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	76	-	83	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	77	-	82	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	78	-	85	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	79	-	132	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	80	-	140	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L01	81	-	79	B	images_wv2/crops_comp/05801_p4_L01.jpg
05801_p4_L02	1	-	3	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	2	32	52	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	13	86	66	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	18	29	24	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	27	-	=scavoir	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	28	-	=que	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	29	-	=fut	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	30	=trouve	=trouvé	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	33	115	-	A	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	34	65	-	A	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	35	81	113	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	36	30	85	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	37	84	80	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	38	115	107	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	43	34	54	B	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	55	30	32	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L02	59	85	82	AB	images_wv2/crops_comp/05801_p4_L02.jpg
05801_p4_L03	2	54	59	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	6	34	37	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	9	-	105	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	10	108	90	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	11	30	71	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	12	51	89	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	16	29	79	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	21	-	102	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	22	-	3	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	24	15	13	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	34	103	105	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	51	72	-	A	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	53	7	9	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	55	86	56	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	62	7	4	AB	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L03	86	-	128	B	images_wv2/crops_comp/05801_p4_L03.jpg
05801_p4_L04	5	60	80	AB	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	12	152	-	A	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	13	141	-	A	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	21	4	7	AB	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	31	-	152	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	32	-	141	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	33	61	52	AB	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	34	129	36	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	35	47	21	AB	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	36	3	26	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	46	87	83	AB	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	52	-	141	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	53	-	129	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	54	-	47	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	55	-	3	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	56	-	134	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	57	-	126	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L04	69	34	39	B	images_wv2/crops_comp/05801_p4_L04.jpg
05801_p4_L05	5	24	-	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	6	82	-	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	8	124	-		images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	9	82	-	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	10	31	-		images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	11	117	-		images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	12	83	-	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	13	3	-		images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	22	69	59	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	25	-	82	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	26	-	24	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	28	7	-	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	29	67	82	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	30	73	31	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	31	132	117	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	37	-	88	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	39	152	132	A	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	42	-	72	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	43	-	124	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	44	-	7	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	45	-	87	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	46	-	73	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	47	-	132	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	48	62	22	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	49	37	124	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	50	27	125	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	51	3	130	B	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	52	30	147	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	53	55	73	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	54	14	74	AB	images_wv2/crops_comp/05801_p4_L05.jpg
05801_p4_L05	57	-	140	B	images_wv2/crops_comp/05801_p4_L05.jpg
