L01	Mijn Heer
L02	Hier voort van dagh tot dagh met groot impatientie
L03	verlangst na uw, 40, 50: 59,50,51,21:22,12,23,
L04	51,32,61,10,57,51: bij 49,51: 23,25,40,51,25:
L05	sal gebruijcken? 57,51,13,44,26,62,10,50,52,22,26: op sijn
L06	27,52,22,23,12,50,46,4: 13,11: 40,50,23,51: 47,21,
L07	12,13,10: met 27,50,21,23,25,21,51,46,4,61,10,57,54:
L08	20,39,11: 50,51,10: 50,12,53,40,51: 23,12,11,9,54:
L09	17,51,10,11,61,10,57,53,11: 25,50: 40,23,24,62,23,
L10	25,51,21,52,10: gebruijckt? mijn sonder de selven vereenigt?
L11	middel soodanigh? op sien? nodighe? saken sonder de sleutel?,
L12	[MARK] onder anderen 42,6,7,50: 22,51,46,21,52,27,25,53,
L13	24: over de bedelckt? mij met 20,53,21,23,46,59,50,36,
L14	40,54: 12,55,56,61,47,65,51,21,23: gesandt? geeft?
L15	[MARK] voorder? handelen soud? 44,37: 57,50,44,21,51,46,4:
L16	27,39,10: 57,50,6,25: achter blijven. daer ontbreekt?
L17	mede soo mij gesoijt? weert?, dit sier? trachten te versaeckeren?
L18	datums? groot 51,55,56,52,46,25,53,10: 27,36,26: 40,50:
L19	143: geeft? de vraagster?. [MARK] 't schijnt datum daer op veel
L20	fondement soud? Willemsmaker? om 144: 40,50: 27,21,20,
L21	10,25,24,46,59,41,17: 27,39,10: 40,50,23,51: 46,21,12,13,10:
L22	de dagh 20,53,22,6,61,50,24,51,10: over sijn niet dat mont?
L23	[MARK] Heer stiptgesantwoort? dat de 39,11,44,40,23,24,43,
L24	40,51,27,21: 20,39,10: 213: tot 104: als er couromen?
L25	welcke sij mijn woordt geeft? gesoijt? dat indien
L26	de 173: sal doen soo veel als godag? voor 213: als voor
L27	de 143: 't selve met 40,10,40,50,21,51: 40,40,10,46,4,
L28	44,39,50,21,59,52,36,25: soud? wordt erkant, maer
L29	datums? oindsighte? is 172: de 59,51,52,21,53,10: 144: soud?
L30	6,50,51,21,52,10: 5,53,10,11,54,10: gelijck sij bij
L31	105: 225: 50,10,40,51: 213: 44,51,4,52,10,25: 23,36,10:
L32	Ick weet niet oft dit te apprehenderen? sij, maer d'selve heeren
L33	maken daer op te meer reflectie? om dat de 40,57,50,10,25:
L34	27,39,10,40,51: 173: 27,36,25: 222: geeft? geschreven
L35	dat sij vertrouwen dat gemelt? 39,11,44,40,23,24,
L36	42,40,51,27,21: soud? voorsz gestelt om sijn over
L37	51,52,10: 43,6,7,61,39,10,20,62,53: 25,50: 25,21,
L38	41,46,26,54,22,53,10: [MARK] datums? is 213: 32,50,6:
L39	10,61,52,25: 57,12,50,26,24: moght? voorsz doen
L40	met de 143: daer weet ook 32,50,57,51,10,23:
L41	105: 25,12,26: 222: over de 46,13,11,9,50,21,47,61,51:
L42	57,52,59,39,10,40,53,6,26: gelijck als: sal vernemen?
L43	mede niet er? goederhijzeerd? met dit vercke? niet
L44	water er? sacht? toe niet: soo mede meent? te men?
L45	dat sier? eenigst? mit? heer geeft dat 106: goet 59,12: 11,B:
L46	van de tractaten 11,50,25: 172: 32,61,6: 27,36,25,23,
L47	6,27,57,26,50,10: 12,11: 40,39,25: 41,6: voor sekere?
L48	51,52,10: 59,50,51,22: dit mij voor 23,32,51,52,25,23:
L49	aansier? sier? bij en? handel ernst? er? ministers verwehr-?
L50	den geeft gebruijckt? om de staat berg? 143: te de fredberg?,
L51	als er? weder niet stt? olde? de verhoogste? dat, [MARK]
L52	te gepersiadeeren? datums? 44,51,25,52,21: 46,12,10,40,61,
L53	25,62,53,11: 11,50,25: 105: soud? maken, 23,12,11,40,
L54	50,22: 39,6,23: 11,51,25: 62,10,25,52,22,27,53,10,
L55	28,62,54: 20,39,10: 144: Dat sal meer bijstaet? [MARK]
L56	opmerkingen? soo veel mij dubelijck? is, gebruijcken?,
L57	om 't gaet? sijn onder geschreven maar nader te ontdecken,
L58	maer sonder 17,21,12,11,19,25,50: 22,51,40,6,61,25,
L59	50,61,25,52,10: is sier? soo 46,22,50,40,37,26: van 144:
L60	noch de 40,55,46,50,46,25,61,53: van 40,50,23,52:
L61	47,22,13,14,10: tot de 23,25,40,50,25: der 143: niet
L62	23,25,40,51,10,40,50: te sonder. Ick geloove dat
L63	haer luv.? voor [ILLEGIBLE] veel sulke? geestimeerd? voor iets partij-
L64	culier op de consideratie is mijn niet dat er
L65	cristien? verbat? te gelaten, maer ick sal mij toe-
L66	volgen indagijt? gaen naer order bekomt, [MARK] sal is sulke?
L67	gebal? de voorsz: mijselven mij hierm? van dat sorge.
L68	Ick blijf
L69	Mijn Heer
L70	U.E.
L71	ootmoedigh dienaer
L72	[ILLEGIBLE]
L73	's Gravenhaghe 19/29 [ILLEGIBLE] 1657.
