line	col	A	B	flagged	crop
05811_p2_L03	9	30	70		
05811_p2_L03	11	83	85		
05811_p2_L04	16	61	82		
05811_p2_L05	5	98	82	A	
05811_p2_L05	8	38	28		
05811_p2_L05	12	28	25	B	
05811_p2_L06	3	94	54	B	
05811_p2_L06	15	20	26	A	
05811_p2_L07	1	26	28		
05811_p2_L07	3	1	2	A	
05811_p2_L07	9	109	102	A	
05811_p2_L08	1	35	55		
05811_p2_L08	6	79	78		
05811_p2_L08	7	61	62	B	
05811_p2_L10	8	11	1	B	
05811_p2_L10	17	01		AB	
05811_p2_L11	10	12	22		
05811_p2_L11	19	31	81		
05811_p2_L12	6	37	33		
05811_p2_L13	10	114	119		
05811_p2_L13	15	14	19	AB	
05811_p2_L13	17	70	30	B	
05811_p2_L14	3	37	77		
05811_p2_L14	10	=S'r		AB	
05811_p2_L14	11	=Eschange	=sachez	AB	
05811_p2_L24	3	=Dordrecht		AB	
05811_p2_L24	6	=Apuril	=d'Apvril		
05811_p2_L26	1	16	-		
05811_p2_L26	2	37	-		
05811_p2_L26	3	61	-		
05811_p2_L26	4	2	-		
05811_p2_L26	5	32	-		
05811_p2_L26	6	63	-		
05811_p2_L26	7	81	-		
05811_p2_L26	8	51	-		
05811_p2_L26	9	3	-		
05811_p2_L26	10	76	-		
05811_p2_L26	11	100	-		
05811_p2_L26	12	6	-		
05811_p2_L26	13	38	-		
05811_p2_L26	14	84	-		
05811_p2_L26	15	4	-	A	
05811_p2_L27	1		16	A	
05811_p2_L27	2	2	37	A	
05811_p2_L27	3	83	61		
05811_p2_L27	5	84	32		
05811_p2_L27	6	87	63		
05811_p2_L27	7	64	81		
05811_p2_L27	8	34	51	AB	
05811_p2_L27	9	113	3		
05811_p2_L27	10	77	76		
05811_p2_L27	11	21	100		
05811_p2_L27	13	-	38		
05811_p2_L27	15	76	-		
05811_p2_L27	16	85	4	B	
05811_p2_L28	2	65	2	A	
05811_p2_L28	3	115	83		
05811_p2_L28	4	114	2		
05811_p2_L28	6	-	87		
05811_p2_L28	7	-	64		
05811_p2_L28	8	-	39	B	
05811_p2_L28	9	-	113		
05811_p2_L28	10	-	77		
05811_p2_L28	12	72	-		
05811_p2_L28	13	8	6		
05811_p2_L28	14	116	84		
05811_p2_L28	15	118	76		
05811_p2_L28	16	82	85		
05811_p2_L29	2	37	-		
05811_p2_L29	3	27	-		
05811_p2_L29	4	28	65		
05811_p2_L29	5	51	115		
05811_p2_L29	6	104	114		
05811_p2_L29	7	81	84		
05811_p2_L29	8	85	21		
05811_p2_L29	9	82	72		
05811_p2_L29	10	22	8		
05811_p2_L29	11	6	116	B	
05811_p2_L29	12	105	118		
05811_p2_L29	13	27	82		
05811_p2_L30	2	6	37	A	
05811_p2_L30	4	82	-		
05811_p2_L30	5	12	28		
05811_p2_L30	6	113	51	B	
05811_p2_L30	7	37	104		
05811_p2_L30	8	26	81		
05811_p2_L30	9	92	85		
05811_p2_L30	10	23	82		
05811_p2_L30	11	61	22		
05811_p2_L30	12	2	6		
05811_p2_L30	13	77	105		
05811_p2_L30	14	81	27		
05811_p2_L31	2	101	6	A	
05811_p2_L31	4	2	-		
05811_p2_L31	5	8	82		
05811_p2_L31	6	58	12		
05811_p2_L31	7	87	113		
05811_p2_L31	8	7	37		
05811_p2_L31	9	28	26		
05811_p2_L31	10	71	92		
05811_p2_L31	11	82	23		
05811_p2_L31	12	27	61		
05811_p2_L31	14	-	77		
05811_p2_L31	15	82	81		
05811_p2_L32	2	-	101		
05811_p2_L32	3	-	27		
05811_p2_L32	4	31	2	A	
05811_p2_L32	5	62	8		
05811_p2_L32	6	28	58		
05811_p2_L32	7	27	87		
05811_p2_L32	8	81	7		
05811_p2_L32	9	59	28		
05811_p2_L32	10	66	71		
05811_p2_L32	11	61	82		
05811_p2_L32	13	-	2		
05811_p2_L32	14	-	82		
05811_p2_L33	2	-	31		
05811_p2_L33	3	-	62		
05811_p2_L33	4	-	28		
05811_p2_L33	5	73	27	A	
05811_p2_L33	7	-	59	B	
05811_p2_L33	8	-	66		
05811_p2_L33	9	-	61		
05811_p2_L34	1	-		B	
05811_p2_L34	2	-	73		
05811_p2_L34	3	-	81		
05811_p2_L34	4	-	27		
