cipher_line	idx	raw	kind	value	repair	plain_chunk	status
611L48	0	monday	clear				clear
611L48	1	laft	clear				clear
611L48	2	about	clear				clear
611L48	3	midnight.	clear				clear
611L48	4	The	clear				clear
611L48	5	37.	num	37		f	agrees
611L48	6	24.	num	24		e	agrees
611L48	7	22.	num	22		c	agrees
611L48	8	36.	num	36		r	agrees
611L48	9	14.	num	14		e	single-segment
611L48	10	96.	num	96		t	agrees
611L48	11	142.	num	142		inftructions	single-segment
611L48	12	concerning	clear				clear
611L48	13	38.	num	38		t	agrees
611L48	14	27.	num	27		h	agrees
611L48	15	24.	num	24		e	agrees
611L50	0	34.	num	34		p	agrees
611L50	1	30.	num	30		l	agrees
611L50	2	20.	num	20		a	agrees
611L50	3	96.	num	96		t	agrees
611L50	4	54.	num	54		e	agrees
611L50	5	128.	num	128		fleet	single-segment
611L50	6	24.	num	24		e	agrees
611L50	7	41.	num	41		x	single-segment
611L50	8	34.	num	34		p	agrees
611L50	9	24.	num	24		e	agrees
611L50	10	22.	num	22		c	agrees
611L50	11	96.	num	96		t	agrees
611L50	12	54.	num	54		e	agrees
611L50	13	23.	num	23		d	agrees
611L50	14	25.	num	25		f	agrees
611L50	15	66.	num	66		r	agrees
611L50	16	33.	num	33		o	agrees
611L50	17	61.	num	61		m	single-segment
611L50	18	as	clear				clear
611L50	19	alfo	clear				clear
612L2	0	63.	num	63		o	agrees
612L2	1	68.	num	68		t	agrees
612L2	2	57.	num	57		h	single-segment
612L2	3	54.	num	54		e	agrees
612L2	4	94.	num	94		r	single-segment
612L2	5	121.	num	121		fhips	agrees
612L2	6	21.	num	21		b	agrees
612L2	7	33.	num	33		o	agrees
612L2	8	39.	num	39		u	agrees
612L2	9	32.	num	32		n	agrees
612L2	10	23.	num	23		d	agrees
612L2	11	38.	num	38		t	agrees
612L2	12	63.	num	63		o	agrees
612L2	13	113.	num	113		america	single-segment
612L2	14	37.	num	37		f	agrees
612L2	15	27.	num	27		h	agrees
612L2	16	50.	num	50		a	agrees
612L2	17	30.	num	30		l	agrees
612L2	18	60.	num	60		l	agrees
612L2	19	21.	num	21		b	agrees
612L2	20	24.	num	24		e	agrees
612L4	0	22.	num	22		c	agrees
612L4	1	20.	num	20		a	agrees
612L4	2	36.	num	36		r	agrees
612L4	3	24.	num	24		e	agrees
612L4	4	25.	num	25		f	agrees
612L4	5	39.	num	39		u	agrees
612L4	6	60.	num	60		l	agrees
612L4	7	60.	num	60		l	agrees
612L4	8	42.	num	42		y	agrees
612L4	9	91.	num	91		o	single-segment
612L4	10	79.	num	79		b	single-segment
612L4	11	37.	num	37		f	agrees
612L4	12	54.	num	54		e	agrees
612L4	13	36.	num	36		r	agrees
612L4	14	39.	num	39		v	agrees
612L4	15	24.	num	24		e	agrees
612L4	16	23.	num	23		d	agrees
612L4	17	20.	num	20		a	agrees
612L4	18	37.	num	37		s	agrees
612L4	19	26.	num	26		g	agrees
612L4	20	33.	num	33		o	agrees
612L4	21	23.	num	23		d	agrees
612L6	0	26.	num	26		g	agrees
612L6	1	28.	num	28		i	agrees
612L6	2	39.	num	39		v	agrees
612L6	3	24.	num	24		e	agrees
612L6	4	67.	num	67		s	single-segment
612L6	5	33.	num	33		o	agrees
612L6	6	34.	num	34		p	agrees
612L6	7	64.	num	64		p	agrees
612L6	8	63.	num	63		o	agrees
612L6	9	36.	num	36		r	agrees
612L6	10	38.	num	38		t	agrees
612L6	11	39.	num	39		u	agrees
612L6	12	32.	num	32		n	agrees
612L6	13	28.	num	28		i	agrees
612L6	14	38.	num	38		t	agrees
612L6	15	42.	num	42		y	agrees
620L6	0	with,	clear				clear
620L6	1	23.	num	23		m	conflict:d
620L6	2	27.	num	27		a	conflict:h
620L6	3	20.	num	20		t	conflict:a
620L6	4	39.	num	39		i	conflict:u
620L6	5	24.	num	24		o	conflict:e
620L6	6	27.	num	27		n	conflict:h
620L6	7	33.	num	33		o	agrees
620L6	8	25.	num	25		f	agrees
620L6	9	26.	num	26		g	agrees
620L6	10	36.	num	36		r	agrees
620L6	11	54.	num	54		e	agrees
620L6	12	50.	num	50		a	agrees
620L6	13	38.	num	38		t	agrees
620L6	14	64.	num	64		p	agrees
620L6	15	66.	num	66		r	agrees
620L6	16	24.	num	24		e	agrees
620L6	17	34.	num	34		p	agrees
620L6	18	20.	num	20		a	agrees
620L8	0	36.	num	36		r	agrees
620L8	1	50.	num	50		a	agrees
620L8	2	22.	num	22		t	conflict:c
620L8	3	58.	num	58		i	single-segment
620L8	4	33.	num	33		o	agrees
620L8	5	32.	num	32		n	agrees
620L8	6	37.	num	37		s	agrees
620L8	7	28.	num	28		i	agrees
620L8	8	62.	num	62		n	agrees
620L8	9	52.	num	52		c	single-segment
620L8	10	20.	num	20		a	agrees
620L8	11	23.	num	23		d	agrees
620L8	12	28.	num	28		e	conflict:i
620L8	13	43.	num	43		z	single-segment
620L8	14	38.	num	38		t	agrees
620L8	15	33.	num	33		o	agrees
620L8	16	37.	num	37		f	agrees
620L8	17	24.	num	24		e	agrees
620L8	18	38.	num	38		t	agrees
620L8	19	25.	num	25		f	agrees
620L8	20	33.	num	33		o	agrees
620L8	21	66.	num	66		r	agrees
620L10	0	68	num	68			null-or-unaligned
620L10	1	57.	num	57			null-or-unaligned
620L10	2	78.	num	78			null-or-unaligned
620L10	3	55.	num	55			null-or-unaligned
620L10	4	63.	num	63			null-or-unaligned
620L10	5	36.	num	36			null-or-unaligned
620L10	6	22.	num	22			null-or-unaligned
620L10	7	24.	num	24		e	agrees
620L10	8	33.	num	33			null-or-unaligned
620L10	9	83.	num	83			null-or-unaligned
620L10	10	121.	num	121			null-or-unaligned
620L10	11	68.	num	68		t	agrees
620L10	12	67.	num	67			null-or-unaligned
620L10	13	95.	num	95			null-or-unaligned
620L10	14	24.	num	24			null-or-unaligned
620L10	15	22.	num	22			null-or-unaligned
620L10	16	39.	num	39		u	agrees
620L10	17	96.	num	96		r	conflict:t
620L10	18	54.	num	54		e	agrees
620L10	19	38.	num	38		t	agrees
620L10	20	27.	num	27		h	agrees
620L10	21	24.	num	24		e	agrees
620L12	0	34.	num	34		p	agrees
620L12	1	30.	num	30		l	agrees
620L12	2	20.	num	20		a	agrees
620L12	3	96.	num	96		t	agrees
620L12	4	54.	num	54		e	agrees
620L12	5	28.	num	28		e	conflict:i
620L12	6	10.	num	10		d	agrees
620L12	7	38.	num	38		t	agrees
620L12	8	33.	num	33		o	agrees
620L12	9	68.	num	68		t	agrees
620L12	10	27.	num	27		h	agrees
620L12	11	20.	num	20		a	agrees
620L12	12	38.	num	38		t	agrees
620L12	13	24.	num	24		e	agrees
620L12	14	32.	num	32		n	agrees
620L12	15	23.	num	23		d	agrees
620L12	16	23.	num	23		d	agrees
620L12	17	28.	num	28		i	agrees
620L12	18	39.	num	39		v	agrees
620L12	19	24.	num	24		e	agrees
620L12	20	36.	num	36		r	agrees
620L12	21	37.	num	37		s	agrees
620L14	0	27.	num	27		h	agrees
620L14	1	63.	num	63		o	agrees
620L14	2	30.	num	30		l	agrees
620L14	3	30.	num	30		l	agrees
620L14	4	20.	num	20		a	agrees
620L14	5	62.	num	62		n	agrees
620L14	6	81.	num	81		d	single-segment
620L14	7	10.	num	10		d	agrees
620L14	8	25.	num	25		f	agrees
620L14	9	36.	num	36		r	agrees
620L14	10	54.	num	54		e	agrees
620L14	11	32.	num	32		n	agrees
620L14	12	22.	num	22		c	agrees
620L14	13	27.	num	27		h	agrees
620L14	14	121.	num	121		fhips	agrees
620L14	15	38.	num	38		t	agrees
620L14	16	50.	num	50		a	agrees
620L14	17	29.	num	29		k	single-segment
620L14	18	82.	num	82		e	single-segment
620L14	19	90.	num	90		n	single-segment
620L14	20	39.	num	39		u	agrees
620L14	21	34.	num	34		p	agrees
