line	pos	sign	conf	value	grade
1	1	328928		para	H
1	2	336227		supprir	H
1	3	328511		o	H
1	4	335412		seu	H
1	5	3251217		lugar	H
1	6	3241220		junto	H
1	7	311021		com	H
1	8	325532		man	H
1	9	328521		o	H
2	1	313211		d	H
2	2	3241315		justa	H
2	3	322332		he	H
2	4	3350320		segredo	H
2	5	260118		ate	H
2	6	829011		[null]	H
2	7	328131		o	H
2	8	326624		ministerio	H
1	1	3295112		pela	H
1	2	326223		memoria	H
1	3	316211		do	H
1	4	283219		cagar	M
1	5	324726		lhe	H
1	6	3293211		pauperr	H
1	7	338326		ven	H
1	8	322231		ha	H
2	1	3250121		logo	H
