f198_L04	w:...
f198_L05	w:..._am 8 dbl d x w:de_..._faict_le_roy_...
f198_L06	w:...
f198_L07	w:..._du_roy_... ff? 3? w:...
f198_L08	w:...
f198_L09	w:..._de R phi phi+
f198_L10	w:..._de 8? dbl f' x n w:quest_...
f198_L11	w:...
f198_L12	w:...
f198_L13	lam o- X d E pi 1 w:roy_est_...
f198_L14	w:...
f198_L15	w:..._de s' 4 s 1 d f dbl pl n 6 7 g del dbl v g /// lam 7 del t e o 4 n inT lam 6 3 dbl 4 T
f198_L16	w:..._de r 20 pl 3 X + E dbl w:de_mays_...
f198_L17	w:...
f198_L18	w:... e 3? w:car_...
f198_L19	w:... f+? w:...
f198_L20	w:...
