line	position	sign	confidence	alt	why
05801_p2_L01	1	72	M		agree-flagged
05801_p2_L01	2	26	M		agree-flagged
05801_p2_L01	3	132	M		agree-flagged
05801_p2_L01	4	61	M		agree-flagged
05801_p2_L01	5	37	M		agree-flagged
05801_p2_L01	6	32	M		agree-flagged
05801_p2_L01	7	27	M		agree-flagged
05801_p2_L01	8	81	M		agree-flagged
05801_p2_L01	9	90	M	A:-	gap
05801_p2_L01	10	=Ville	M		agree-flagged
05801_p2_L01	11	312	M		agree-flagged
05801_p2_L01	12	27	M		agree-flagged
05801_p2_L01	13	132	M		agree-flagged
05801_p2_L01	14	195	M		agree-flagged
05801_p2_L01	15	121	M		agree-flagged
05801_p2_L01	16	62	M		agree-flagged
05801_p2_L01	17	32	M		agree-flagged
05801_p2_L01	18	35	M		agree-flagged
05801_p2_L01	19	82	M		agree-flagged
05801_p2_L01	20	3	M		agree-flagged
05801_p2_L01	21	76	M		agree-flagged
05801_p2_L01	22	79	M		agree-flagged
05801_p2_L01	23	4	M		agree-flagged
05801_p2_L01	24	35	M		agree-flagged
05801_p2_L01	25	54	M		agree-flagged
05801_p2_L01	26	28	M		agree-flagged
05801_p2_L01	27	33	M	B:53	differ
05801_p2_L01	28	22	M		agree-flagged
05801_p2_L01	29	81	M		agree-flagged
05801_p2_L01	30	29	M		agree-flagged
05801_p2_L01	31	82	M		agree-flagged
05801_p2_L01	32	71	M		agree-flagged
05801_p2_L01	33	8	M		agree-flagged
05801_p2_L01	34	38	M		agree-flagged
05801_p2_L01	35	4	M		agree-flagged
05801_p2_L01	36	30	M		agree-flagged
05801_p2_L01	37	=apres	M		agree-flagged
05801_p2_L01	38	=que	M		agree-flagged
05801_p2_L01	39	132	M		agree-flagged
05801_p2_L01	40	129	M		agree-flagged
05801_p2_L01	41	126	M		agree-flagged
05801_p2_L01	42	81	M		agree-flagged
05801_p2_L01	43	37	M		agree-flagged
05801_p2_L01	44	24	M		agree-flagged
05801_p2_L01	45	7	M		agree-flagged
05801_p2_L01	46	3	M		agree-flagged
05801_p2_L01	47	27	M		agree-flagged
05801_p2_L01	48	152	M		agree-flagged
05801_p2_L02	1	22	M		agree-flagged
05801_p2_L02	2	82	M		agree-flagged
05801_p2_L02	3	7	M		agree-flagged
05801_p2_L02	4	77	M		agree-flagged
05801_p2_L02	5	132	M		agree-flagged
05801_p2_L02	6	126	M		agree-flagged
05801_p2_L02	7	28	M		agree-flagged
05801_p2_L02	8	102	M		agree-flagged
05801_p2_L02	9	132	M		agree-flagged
05801_p2_L02	10	92	M		agree-flagged
05801_p2_L02	11	68	M	B:66	differ
05801_p2_L02	12	3	M		agree-flagged
05801_p2_L02	13	77	M		agree-flagged
05801_p2_L02	14	82	M		agree-flagged
05801_p2_L02	15	139	M		agree-flagged
05801_p2_L02	16	37	M		agree-flagged
05801_p2_L02	17	22	M		agree-flagged
05801_p2_L02	18	33	M		agree-flagged
05801_p2_L02	19	83	M		agree-flagged
05801_p2_L02	20	85	M		agree-flagged
05801_p2_L02	21	79	M		agree-flagged
05801_p2_L02	22	82	M		agree-flagged
05801_p2_L02	23	138	M		agree-flagged
05801_p2_L02	24	125	M		agree-flagged
05801_p2_L02	25	72	M		agree-flagged
05801_p2_L02	26	2	M		agree-flagged
05801_p2_L02	27	9	M		agree-flagged
05801_p2_L02	28	85	M		agree-flagged
05801_p2_L02	29	98	M		agree-flagged
05801_p2_L02	30	27	M		agree-flagged
05801_p2_L02	31	84	M	B:81	differ
05801_p2_L02	32	88	M	B:68	differ
05801_p2_L02	33	=ainsi	M		agree-flagged
05801_p2_L02	34	132	M		agree-flagged
05801_p2_L02	35	87	M		agree-flagged
05801_p2_L02	36	9	M		agree-flagged
05801_p2_L02	37	179	M	B:139	differ
05801_p2_L02	38	16	M	B:19	differ
05801_p2_L02	39	24	M		agree-flagged
05801_p2_L02	40	71	M		agree-flagged
05801_p2_L02	41	82	M		agree-flagged
05801_p2_L02	42	231	M	A:-	gap
05801_p2_L02	43	131	M	B:199	differ
05801_p2_L02	44	149	M	B:=Or	differ
05801_p2_L02	45	=que	M		agree-flagged
05801_p2_L02	46	=Dieu	M		agree-flagged
05801_p2_L02	47	=qu'ils	M		agree-flagged
05801_p2_L02	48	=ayent	M		agree-flagged
05801_p2_L02	49	=raison	M		agree-flagged
05801_p2_L02	50	=si	M		agree-flagged
05801_p2_L02	51	=aultre	M	B:=est-ce	differ
05801_p2_L02	52	=qu'ils	M		agree-flagged
05801_p2_L02	53	=ne	M		agree-flagged
05801_p2_L02	54	=considerent	M		agree-flagged
05801_p2_L02	55	=point	M		agree-flagged
05801_p2_L02	56	=quoy	M	B:=que	differ
05801_p2_L02	57	139	M		agree-flagged
05801_p2_L02	58	126	M		agree-flagged
05801_p2_L02	59	132	M		agree-flagged
05801_p2_L02	60	62	M		agree-flagged
05801_p2_L02	61	135	M	A:-	gap
05801_p2_L02	62	65	M	B:87	differ
05801_p2_L02	63	85	M		agree-flagged
05801_p2_L02	64	39	M		agree-flagged
05801_p2_L02	65	32	M		agree-flagged
05801_p2_L02	66	83	M	B:85	differ
05801_p2_L02	67	132	M		agree-flagged
05801_p2_L02	68	128	M		agree-flagged
05801_p2_L02	69	135	M		agree-flagged
05801_p2_L02	70	=argent	M		agree-flagged
05801_p2_L02	71	330	M		agree-flagged
05801_p2_L02	72	82	M		agree-flagged
05801_p2_L02	73	34	M		agree-flagged
05801_p2_L02	74	78	M		agree-flagged
05801_p2_L02	75	84	M		agree-flagged
05801_p2_L02	76	79	M		agree-flagged
05801_p2_L02	77	23	M		agree-flagged
05801_p2_L02	78	84	M		agree-flagged
05801_p2_L02	79	83	M		agree-flagged
05801_p2_L02	80	53	M	B:83	differ
05801_p2_L02	81	132	M		agree-flagged
05801_p2_L02	82	192	M		agree-flagged
05801_p2_L02	83	82	M		agree-flagged
05801_p2_L02	84	9	M		agree-flagged
05801_p2_L02	85	32	M		agree-flagged
05801_p2_L02	86	23	M		agree-flagged
05801_p2_L02	87	82	M		agree-flagged
05801_p2_L02	88	22	M		agree-flagged
05801_p2_L02	89	3	M		agree-flagged
05801_p2_L02	90	27	M		agree-flagged
05801_p2_L02	91	42	M	B:62	differ
05801_p2_L02	92	331	M		agree-flagged
05801_p2_L02	93	=que	M	A:-	gap
05801_p2_L02	94	80	M	B:90	differ
05801_p2_L02	95	102	M		agree-flagged
05801_p2_L02	96	30	M		agree-flagged
05801_p2_L02	97	82	M	A:-	gap
05801_p2_L02	98	=guere	M	A:-	gap
05801_p2_L02	99	82	M		agree-flagged
05801_p2_L02	100	72	M	B:42	differ
05801_p2_L02	101	40	M		agree-flagged
05801_p2_L02	102	22	M		agree-flagged
05801_p2_L02	103	132	M		agree-flagged
05801_p2_L02	104	85	M		agree-flagged
05801_p2_L02	105	84	M		agree-flagged
05801_p2_L02	106	2	M		agree-flagged
05801_p2_L02	107	28	M		agree-flagged
05801_p2_L02	108	32	M		agree-flagged
05801_p2_L02	109	82	M		agree-flagged
05801_p2_L02	110	2	M		agree-flagged
05801_p2_L02	111	39	M		agree-flagged
05801_p2_L02	112	113	M		agree-flagged
05801_p2_L02	113	81	M		agree-flagged
05801_p2_L02	114	42	M	B:62	differ
05801_p2_L02	115	87	M		agree-flagged
05801_p2_L02	116	78	M	B:98	differ
05801_p2_L02	117	82	M		agree-flagged
05801_p2_L02	118	25	M		agree-flagged
05801_p2_L03	1	107	M	B:106	differ
05801_p2_L03	2	83	M		agree-flagged
05801_p2_L03	3	47	M		agree-flagged
05801_p2_L03	4	3	M		agree-flagged
05801_p2_L03	5	39	M		agree-flagged
05801_p2_L03	6	59	M	B:54	differ
05801_p2_L03	7	90	M		agree-flagged
05801_p2_L03	8	27	M		agree-flagged
05801_p2_L03	9	7	M		agree-flagged
05801_p2_L03	10	30	M		agree-flagged
05801_p2_L03	11	31	M		agree-flagged
05801_p2_L03	12	84	M		agree-flagged
05801_p2_L03	13	92	M		agree-flagged
05801_p2_L03	14	27	M		agree-flagged
05801_p2_L03	15	132	M		agree-flagged
05801_p2_L03	16	140	M		agree-flagged
05801_p2_L03	17	40	M	B:49	differ
05801_p2_L03	18	55	M		agree-flagged
05801_p2_L03	19	81	M		agree-flagged
05801_p2_L03	20	2	M		agree-flagged
05801_p2_L03	21	26	M		agree-flagged
05801_p2_L03	22	12	M	B:82	differ
05801_p2_L03	23	92	M		agree-flagged
05801_p2_L03	24	86	M		agree-flagged
05801_p2_L03	25	61	M		agree-flagged
05801_p2_L03	26	101	M		agree-flagged
05801_p2_L03	27	22	M		agree-flagged
05801_p2_L03	28	82	M		agree-flagged
05801_p2_L03	29	132	M		agree-flagged
05801_p2_L03	30	195	M		agree-flagged
05801_p2_L03	31	7	M		agree-flagged
05801_p2_L03	32	132	M		agree-flagged
05801_p2_L03	33	195	M		agree-flagged
05801_p2_L03	34	57	M		agree-flagged
05801_p2_L03	35	2	M		agree-flagged
05801_p2_L03	36	132	M		agree-flagged
05801_p2_L03	37	11	M		agree-flagged
05801_p2_L03	38	3	M		agree-flagged
05801_p2_L03	39	32	M		agree-flagged
05801_p2_L03	40	125	M		agree-flagged
05801_p2_L03	41	126	M		agree-flagged
05801_p2_L03	42	54	M	B:59	differ
05801_p2_L03	43	70	M		agree-flagged
05801_p2_L03	44	30	M		agree-flagged
05801_p2_L03	45	132	M		agree-flagged
05801_p2_L03	46	190	M		agree-flagged
05801_p2_L03	47	92	M	B:82	differ
05801_p2_L03	48	24	M		agree-flagged
05801_p2_L03	49	7	M		agree-flagged
05801_p2_L03	50	37	M		agree-flagged
05801_p2_L03	51	39	M		agree-flagged
05801_p2_L03	52	6	M		agree-flagged
05801_p2_L03	53	9	M		agree-flagged
05801_p2_L03	54	27	M		agree-flagged
05801_p2_L03	55	105	M		agree-flagged
05801_p2_L03	56	72	M		agree-flagged
05801_p2_L03	57	52	M		agree-flagged
05801_p2_L03	58	132	M		agree-flagged
05801_p2_L03	59	126	M		agree-flagged
05801_p2_L03	60	131	M		agree-flagged
05801_p2_L03	61	54	M	B:58	differ
05801_p2_L03	62	24	M		agree-flagged
05801_p2_L03	63	132	M		agree-flagged
05801_p2_L03	64	9	M		agree-flagged
05801_p2_L03	65	5	M		agree-flagged
05801_p2_L03	66	27	M		agree-flagged
05801_p2_L03	67	81	M		agree-flagged
05801_p2_L03	68	102	M		agree-flagged
05801_p2_L03	69	113	M		agree-flagged
05801_p2_L03	70	129	M		agree-flagged
05801_p2_L03	71	63	M	B:83	differ
05801_p2_L03	72	111	M		agree-flagged
05801_p2_L03	73	112	M		agree-flagged
05801_p2_L03	74	83	M		agree-flagged
