L13	1	cipher	K-like double-stroke glyph
L13	2	cipher	h-with-crossbar
L13	3	cipher	capital Pi-like glyph / "II" with a bar over it
L13	4	cipher	figure-9-like curl
L13	5	cipher	hash (#) / double crossbar
L13	6	cipher	small loop with curling tail (alpha-like)
L13	7	cipher	small triangle (Δ)
L13	8	cipher	circle-with-cross-below (Venus-like sign)
L13	9	cipher	figure-8 loop
L13	10	cipher	y-like curl
L13	11	cipher	slashed-z / "3"-like zigzag
L13	12	cipher	x-like crossed shape
L13	13	cipher	long-s / hook shape
L13	14	cipher	h-with-crossbar
L13	15	cipher	capital Pi-like glyph with a bar over it
L13	16	cipher	small circle with a subscript dot
L13	17	cipher	hooked-b / rho-like curl
L13	18	cipher	figure-8
L13	19	cipher	hooked curl with an upward flag/tail
L13	20	cipher	arrow-like upward stroke
L13	21	cipher	x-like crossed shape
L13	22	cipher	figure-9-like curl
L13	23	cipher	capital Pi-like glyph ("II")
L13	24	cipher	small triangle (Δ)
L14	1	clear	P[urgir]n[?]
L14	2	cipher	figure-8-like loop
L14	3	cipher	short vertical numeral-"1"-like stroke
L14	4	clear	muſſen
L14	5	clear	dermaſſen
L15	1	cipher	slashed-z / zigzag
L15	2	cipher	hash (#) / double crossbar
L15	3	cipher	small loop / x-like curl
L15	4	cipher	hooked curl with a small flag (arrow-like)
L15	5	cipher	colon-like double dot mark
L15	6	cipher	small "e"-like loop shape
L15	7	cipher	hash (#) / double crossbar
L15	8	cipher	vertical stroke ("I"/numeral-1-like)
L15	9	cipher	y-like curl
L15	10	cipher	hooked curl with upward tail
L15	11	cipher	long-s / hook shape
L15	12	cipher	numeral-2-like curl (R-like)
L15	13	cipher	numeral-2-like curl (R-like), repeat
L15	14	cipher	figure-8
L15	15	cipher	slashed-z / zigzag
L15	16	cipher	hash (#) / double crossbar
L15	17	cipher	figure-8
L15	18	cipher	hash (#) / double crossbar
L15	19	cipher	hooked curl with upward tail
L15	20	cipher	figure-9-like curl
L15	21	cipher	numeral-2-like curl (R-like)
L15	22	cipher	T-like cross shape
L15	23	cipher	x-like crossed shape
L16	1	cipher	small triangle (Δ)
L16	2	clear	a
L16	3	cipher	small triangle (Δ)
L16	4	cipher	small triangle (Δ)
L16	5	cipher	blot(illegible) - solid black ink blob
L16	6	clear	w[?]
L16	7	cipher	comma-like mark
L16	8	clear	r
L16	9	clear	e
L16	10	clear	r
L16	11	clear	f
L16	12	clear	rn[c]
L16	13	cipher	ampersand-like ligature ("et"-shape)
L16	14	cipher	cross/plus mark
L16	15	clear	er
L16	16	cipher	loop-d shape / "6"-like curl
L16	17	cipher	figure-8-like loop
L17	1	cipher	slashed-z / zigzag
L17	2	cipher	hash (#) / double crossbar
L17	3	cipher	numeral-2-like curl (R-like)
L17	4	cipher	numeral-2-like curl (R-like)
L17	5	cipher	hooked curl with upward tail (arrow-like)
L17	6	cipher	open loop/hook shape (c-like)
L17	7	cipher	y-like curl
L17	8	cipher	x-like crossed shape
L17	9	cipher	hash (#) / double crossbar
L17	10	cipher	figure-8
L17	11	cipher	hash (#) / double crossbar
L17	12	cipher	square (plain, no dot)
L17	13	cipher	hash (#) / double crossbar
L17	14	cipher	long-s / hook shape
L17	15	cipher	h-with-crossbar
L17	16	cipher	capital Pi-like glyph ("II")
L17	17	cipher	capital Pi-like glyph with a bar over it
L17	18	cipher	x-like crossed shape
L17	19	cipher	figure-8
L17	20	cipher	hash (#) / double crossbar
L17	21	cipher	hooked curl (sigma-like)
L17	22	cipher	small "e"-like loop shape
L17	23	cipher	slashed-z / zigzag
L17	24	cipher	x-like crossed shape
L17	25	cipher	small loop (alpha-like)
L17	26	cipher	long-s / hook shape
L17	27	cipher	x-like crossed shape
L17	28	clear	worden
L18	1	cipher	hooked-b / rho-like curl
L18	2	cipher	numeral-7-like glyph
L18	3	cipher	hash (#) / double crossbar
L18	4	cipher	slashed-z / zigzag
L18	5	cipher	figure-9-like curl
L18	6	cipher	small triangle (Δ)
L18	7	cipher	y-like curl
L18	8	cipher	numeral-2-like curl (R-like)
L18	9	cipher	figure-8
L18	10	cipher	hooked curl with upward tail
L18	11	cipher	period/full-stop mark
L18	12	cipher	large omega/Q-like loop shape
L18	13	cipher	comma mark
L18	14	clear	m
L18	15	clear	m
L18	16	cipher	long horizontal ligature bar joining two small marks
L18	17	cipher	dash/hyphen-like mark
