pos	sign
0	s18
1	s17
2	s10
3	s13
4	s5
5	s14
6	s27
7	s12
8	s17
9	s3
10	s19
11	s19
12	s1
13	s26
14	s29
15	s7
16	s1
17	s13
18	s22
19	s8
20	s16
21	s4
22	s9
23	s24
24	s24
25	s12
26	s27
27	s10
28	s18
29	s0
30	s19
31	s26
32	s8
33	s12
34	s19
35	s20
36	s10
37	s3
38	s27
39	s9
40	s15
41	s19
42	s21
43	s10
44	s14
45	s7
46	s30
47	s23
48	s3
49	s30
50	s7
51	s13
52	s34
53	s1
54	s12
55	s27
56	s6
57	s0
58	s26
59	s29
60	s7
61	s21
62	s7
63	s19
64	s26
65	s5
66	s22
67	s5
68	s10
69	s25
70	s4
71	s14
72	s0
73	s18
74	s4
75	s10
76	s19
77	s27
78	s16
79	s11
80	s25
81	s9
82	s14
83	s18
84	s9
85	s28
86	s10
87	s24
88	s28
89	s21
90	s26
91	s10
92	s0
93	s14
94	s17
95	s7
96	s19
97	s9
98	s26
99	s29
100	s8
101	s2
102	s24
103	s20
104	s21
105	s6
106	s13
107	s2
108	s27
109	s4
110	s18
111	s9
112	s8
113	s23
114	s9
115	s18
116	s18
117	s5
118	s12
119	s22
120	s9
121	s21
122	s12
123	s26
124	s5
125	s25
126	s25
127	s0
128	s20
129	s19
130	s1
131	s4
132	s13
133	s7
134	s28
135	s3
136	s11
137	s14
138	s28
139	s10
140	s16
141	s7
142	s12
143	s20
144	s21
145	s27
146	s27
147	s23
148	s1
149	s15
150	s8
151	s3
152	s28
153	s3
154	s31
155	s9
156	s18
157	s18
158	s0
159	s20
160	s22
161	s4
162	s0
163	s20
164	s22
165	s32
166	s1
167	s18
168	s4
169	s20
170	s3
171	s10
172	s26
173	s5
174	s8
175	s19
176	s9
177	s13
178	s9
179	s24
180	s31
181	s21
182	s16
183	s4
184	s15
185	s7
186	s28
187	s9
188	s22
189	s3
190	s16
191	s11
192	s7
193	s27
194	s15
195	s0
196	s22
197	s5
198	s2
199	s28
200	s22
201	s9
202	s26
203	s29
204	s8
205	s0
206	s9
207	s15
208	s11
209	s14
210	s4
211	s24
212	s11
213	s25
214	s7
215	s13
216	s18
217	s10
218	s17
219	s2
220	s8
221	s25
222	s2
223	s4
224	s27
225	s10
226	s28
227	s15
228	s7
229	s26
230	s29
231	s7
232	s25
233	s10
234	s1
235	s14
236	s8
237	s12
238	s21
239	s9
240	s21
241	s12
242	s27
243	s10
244	s16
245	s24
246	s11
247	s17
248	s4
249	s6
250	s15
251	s12
252	s23
253	s1
254	s32
255	s7
256	s4
257	s33
258	s22
259	s7
260	s19
261	s18
262	s6
263	s9
264	s1
265	s24
266	s26
267	s13
268	s19
269	s4
270	s9
271	s33
272	s22
273	s1
274	s14
275	s9
276	s21
277	s14
278	s27
279	s16
280	s2
281	s25
282	s12
283	s24
284	s4
285	s6
286	s13
287	s6
288	s15
289	s7
290	s26
291	s29
292	s7
293	s2
294	s25
295	s27
296	s6
297	s16
298	s18
299	s5
300	s27
301	s3
302	s21
303	s26
304	s29
305	s4
306	s30
307	s14
308	s2
309	s12
310	s23
311	s17
312	s15
313	s11
314	s26
315	s4
316	s19
317	s12
318	s27
319	s4
320	s0
321	s16
322	s21
323	s18
324	s0
325	s24
326	s7
327	s3
328	s5
329	s22
330	s25
331	s1
332	s23
333	s25
334	s8
335	s14
336	s17
337	s7
338	s25
339	s3
340	s16
341	s12
342	s26
343	s26
344	s6
345	s25
346	s12
347	s14
348	s28
349	s4
350	s10
351	s22
352	s4
353	s20
354	s18
355	s15
356	s10
357	s19
358	s0
359	s31
360	s14
361	s4
362	s16
363	s3
364	s12
365	s27
366	s16
367	s8
368	s30
369	s12
370	s14
371	s28
372	s4
373	s23
374	s12
375	s26
376	s5
377	s14
378	s17
379	s21
380	s18
381	s17
382	s4
383	s0
384	s24
385	s26
386	s4
387	s16
388	s5
389	s26
390	s29
391	s8
392	s19
393	s2
394	s28
395	s8
396	s30
397	s14
398	s2
399	s19
400	s5
401	s21
402	s22
403	s7
404	s14
405	s3
406	s16
407	s25
408	s1
409	s3
410	s13
411	s33
412	s22
413	s8
414	s20
415	s17
416	s12
417	s14
418	s8
419	s26
420	s8
421	s19
422	s20
423	s2
424	s18
425	s11
426	s8
427	s18
428	s2
429	s6
430	s16
431	s2
432	s27
433	s5
434	s15
435	s16
436	s5
437	s33
438	s21
439	s8
440	s19
441	s18
442	s6
443	s32
444	s8
445	s13
446	s7
447	s31
448	s1
449	s34
450	s0
451	s4
452	s28
453	s4
454	s21
455	s8
456	s20
457	s6
458	s13
459	s5
460	s16
461	s2
462	s27
463	s6
464	s20
465	s17
466	s2
467	s30
468	s23
469	s2
470	s12
471	s23
472	s17
473	s15
474	s1
475	s26
476	s29
477	s7
478	s7
479	s23
480	s23
481	s11
482	s25
483	s2
484	s29
485	s11
486	s31
487	s10
488	s17
489	s18
490	s6
491	s7
492	s18
493	s12
494	s24
495	s22
496	s6
497	s30
498	s5
499	s7
500	s17
501	s8
502	s25
503	s27
504	s5
505	s28
506	s2
507	s25
508	s6
509	s19
510	s18
511	s16
512	s9
513	s15
514	s4
515	s26
516	s4
517	s13
518	s31
519	s11
520	s18
521	s18
522	s2
523	s8
524	s29
525	s1
526	s5
527	s13
528	s4
529	s14
530	s19
531	s6
532	s1
533	s13
534	s30
535	s16
536	s12
537	s18
538	s5
539	s28
540	s0
541	s16
542	s5
543	s25
544	s11
545	s11
546	s24
547	s2
548	s22
549	s1
550	s28
551	s1
552	s14
553	s6
554	s21
555	s9
556	s25
557	s32
558	s15
559	s7
560	s25
561	s28
562	s35
563	s24
564	s0
565	s28
566	s3
567	s22
568	s20
569	s21
570	s25
571	s3
572	s24
573	s8
574	s9
575	s31
576	s1
577	s28
578	s7
579	s23
580	s20
581	s9
582	s15
583	s22
584	s6
585	s0
586	s31
587	s16
588	s4
589	s14
590	s2
591	s25
592	s4
593	s32
594	s5
595	s16
596	s16
597	s5
598	s35
599	s26
600	s21
601	s10
602	s24
603	s23
604	s4
605	s21
606	s13
607	s0
608	s26
609	s5
610	s20
611	s2
612	s30
613	s25
614	s5
615	s16
616	s25
617	s3
618	s6
619	s0
620	s23
621	s19
622	s0
623	s30
624	s13
625	s5
626	s16
627	s27
628	s3
629	s8
630	s17
631	s15
632	s6
633	s10
634	s15
635	s8
636	s17
637	s1
638	s13
639	s6
640	s27
641	s11
642	s30
643	s21
644	s14
645	s1
646	s26
647	s4
648	s19
649	s2
650	s30
651	s14
652	s5
653	s15
654	s25
655	s1
656	s4
657	s13
658	s5
659	s13
660	s7
661	s25
662	s11
663	s16
664	s11
665	s22
666	s3
667	s30
668	s23
669	s0
670	s10
671	s20
672	s7
673	s2
674	s6
675	s26
676	s29
677	s9
678	s25
679	s9
680	s16
681	s0
682	s17
683	s11
684	s25
685	s9
686	s14
687	s18
688	s7
689	s12
690	s28
691	s5
692	s15
693	s5
694	s14
695	s5
696	s13
697	s19
698	s4
699	s26
700	s29
701	s9
702	s28
703	s3
704	s1
705	s25
706	s25
707	s4
708	s16
709	s18
710	s12
711	s23
712	s7
713	s26
714	s29
715	s8
716	s20
717	s2
718	s19
719	s26
