line	position	sign	confidence	alt	why
4613_p1_L01	1	=Mon	M	B:-	gap
4613_p1_L01	2	=signieur	M	B:-	gap
4613_p1_L01	3	=de	M	B:=Monsigneur	differ
4613_p1_L01	4	=puis	M	B:=depuis	differ
4613_p1_L01	5	=nostre	H		agree
4613_p1_L01	6	=dernier	M		agree-flagged
4613_p1_L01	7	=lettre	M		agree-flagged
4613_p1_L01	8	=par	H		agree
4613_p1_L01	9	=ce	M	B:=du	differ
4613_p1_L01	10	=quel	M		agree-flagged
4613_p1_L01	11	=nous	H		agree
4613_p1_L01	12	=vous	M	A:-	gap
4613_p1_L01	13	=auons	M	A:-	gap
4613_p1_L01	14	§	M	A:-	gap
4613_p1_L02	1	81	H		agree
4613_p1_L02	2	1	H		agree
4613_p1_L02	3	19	H		agree
4613_p1_L02	4	36	H		agree
4613_p1_L02	5	82	H		agree
4613_p1_L02	6	iii	H		agree
4613_p1_L02	7	112	H		agree
4613_p1_L02	8	88	H		agree
4613_p1_L02	9	31	H		agree
4613_p1_L02	10	21	H		agree
4613_p1_L02	11	61	H		agree
4613_p1_L02	12	71	H		agree
4613_p1_L02	13	72	H		agree
4613_p1_L02	14	84	H		agree
4613_p1_L02	15	2	H		agree
4613_p1_L02	16	61	H		agree
4613_p1_L02	17	37	H		agree
4613_p1_L02	18	26	H		agree
4613_p1_L02	19	88	M		agree-flagged
4613_p1_L02	20	27	M		agree-flagged
4613_p1_L02	21	92	M	A:-	gap
4613_p1_L03	1	62	M	B:64	differ
4613_p1_L03	2	30	M		agree-flagged
4613_p1_L03	3	62	M	A:-	gap
4613_p1_L03	4	72	H		agree
4613_p1_L03	5	9	M	B:4	differ
4613_p1_L03	6	8	H		agree
4613_p1_L03	7	39	H		agree
4613_p1_L03	8	29	H		agree
4613_p1_L03	9	22	H		agree
4613_p1_L03	10	83	H		agree
4613_p1_L03	11	36	H		agree
4613_p1_L03	12	27	H		agree
4613_p1_L03	13	32	H		agree
4613_p1_L03	14	23	H		agree
4613_p1_L03	15	84	H		agree
4613_p1_L03	16	28	H		agree
4613_p1_L03	17	113	H		agree
4613_p1_L03	18	85	H		agree
4613_p1_L03	19	17	M		agree-flagged
4613_p1_L03	20	90	M	A:-	gap
4613_p1_L04	1	7	H		agree
4613_p1_L04	2	6	M	B:7	differ
4613_p1_L04	3	38	H		agree
4613_p1_L04	4	29	H		agree
4613_p1_L04	5	10	H		agree
4613_p1_L04	6	5	H		agree
4613_p1_L04	7	31	H		agree
4613_p1_L04	8	62	H		agree
4613_p1_L04	9	113	H		agree
4613_p1_L04	10	63	H		agree
4613_p1_L04	11	85	H		agree
4613_p1_L04	12	102	H		agree
