line	col	A	B	flagged	crop
4613_p1_L01	1	=Mon	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	2	=signieur	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	3	=de	=Monsigneur	AB	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	4	=puis	=depuis	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	9	=ce	=du		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	12	-	=vous		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	13	-	=auons	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L01	14	-	§	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L01.jpg
4613_p1_L02	21	-	92	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L02.jpg
4613_p1_L03	1	62	64	AB	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L03.jpg
4613_p1_L03	3	-	62	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L03.jpg
4613_p1_L03	5	9	4		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L03.jpg
4613_p1_L03	20	-	90	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L03.jpg
4613_p1_L04	2	6	7		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	22	1	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	23	35	135	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	25	108	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	26	107	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	27	116	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	28	7	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	29	104	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	30	20	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	31	67	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	32	77	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	33	88	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L04	34	72	-	A	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L04.jpg
4613_p1_L05	1	92	-	A	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	2	2	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	3	84	108		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	4	3	107		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	5	76	116		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	6	82	7		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	7	12	104		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	8	83	20		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	9	101	67		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	10	9	77		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	11	81/112	88		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	12	81	72		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	29	-	§	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L05	30	-	77		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L05.jpg
4613_p1_L07	3	30	70	B	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	18	82	92		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	24	21	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	25	85	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	26	30	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	27	17	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	28	36	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	29	61	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	30	37	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	31	8	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	32	2	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	33	29	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	34	21	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	35	82	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	36	71	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	37	83	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	38	79	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	39	ii	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	40	63	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L07	41	26	-	A	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L07.jpg
4613_p1_L08	1	96	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	2	9	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	3	118	21		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	5	-	30		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	6	113	17		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	7	84	36		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	8	19	61		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	10	82	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	11	112	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	12	62	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	13	85	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	14	40	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	15	iii	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	16	64	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	17	28	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	18	72	8		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	19	96	2		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	20	65	29		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	22	9	-	A	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	23	76	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	25	112	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	26	65	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	27	312	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	28	218	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	29	=pour	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	30	=autant	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	31	=nous	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	32	=Nous	-		ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
4613_p1_L08	33	=faisions	71	A	ciphers/lodewijk-van-nassau-1573-74/images/4613_p1_L08.jpg
