line	col	A	B	flagged	crop
07205_p2_L01	2	w:ce	w:et	A	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	3	w:quolz	w:guelz	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	4	w:sont	w:ont	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	5	w:rauictz	w:roictg	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	6	w:ne	w:de	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	7	w:quartuzo	w:quartiers	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	11	98	108	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	15	62	82	A	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	16	29	27	A	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	18	8	81	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	23	6	0	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	24	36	30	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	30	81	67	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	33	81	67	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	61	w:de	w:et	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	67	-	w:guelz	B	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	68	w:quolz	w:quartiers	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	69	w:quartuzo	w:de	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	70	w:toutrous	w:bon	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	71	w:parlo	w:parler	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	72	w:se	w:et	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	73	w:commo	w:commencer	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	74	w:lespu	w:les	AB	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L01	75	130	136	A	images_wv2/crops_comp/07205_p2_L01.jpg
07205_p2_L02	2	12	-	A	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	3	0	120	AB	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	27	w:pour	-	A	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	28	w:ce	-	A	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	29	w:pouerez	w:pourrez	AB	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	37	w:carte	w:charte	AB	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	38	w:dollande	w:d'hollande	AB	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	56	1	-	A	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	60	6	-	A	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L02	61	2	62	AB	images_wv2/crops_comp/07205_p2_L02.jpg
07205_p2_L03	3	6	61	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	17	6	61	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	34	w:vous	w:bien	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	35	w:saurez	w:scauons	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	37	w:quelles	w:quelle	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	41	-	w:receuz	B	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	61	w:grans	w:grande	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	70	w:debtz	-	A	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	71	w:du	w:demy	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	72	2	w:travaulx	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L03	73	w:ea	24	AB	images_wv2/crops_comp/07205_p2_L03.jpg
07205_p2_L04	1	w:or	w:et	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	2	w:dirays	w:degars	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	14	-	2		images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	15	232	32	A	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	21	9	-	A	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	28	w:les	w:leur	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	30	w:facilement	w:confrontement	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	47	86	85	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	55	89	69	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	58	6	5	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	66	118	115	AB	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L04	78	84	81	A	images_wv2/crops_comp/07205_p2_L04.jpg
07205_p2_L05	15	32	37	A	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	18	83	63	AB	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	24	w:consequamment	w:confrontement	AB	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	28	-	8	B	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	29	84	4	A	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	51	18	8	AB	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	74	-	10	B	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L05	75	104	4	AB	images_wv2/crops_comp/07205_p2_L05.jpg
07205_p2_L06	5	w:mains	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	6	w:tous	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	7	w:ceux	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	8	w:qui	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	10	w:trouant	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	11	w:escript	w:mains	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	12	w:sur	w:par	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	13	w:le	w:la	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	14	w:faict	w:fait	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	16	128	125	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	18	-	115	B	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	19	119	81	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	20	84	31	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	21	312	2	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	22	78	98	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	24	-	220	B	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	25	-	w:que	B	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	26	-	w:pouons	B	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	27	228	w:au	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	28	w:les	w:surplus	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	29	w:besoing	w:en	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	30	w:quoillo	w:avant	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	31	w:aura	w:escripre	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	32	w:deste	w:sur	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	34	w:tost	w:loing	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	47	37	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	48	22	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	49	81	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	50	27	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	51	342	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	52	81	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	53	31	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	54	341	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	55	w:carvison	w:carriere	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	62	26	20	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	67	28	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	68	100	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	69	89	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	70	3	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	71	83	2	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	73	12	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	74	62	-	A	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	77	7	17	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	80	3	23	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L06	84	63	83	AB	images_wv2/crops_comp/07205_p2_L06.jpg
07205_p2_L07	1	81	-	A	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	2	27	-	A	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	11	128	120	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	18	118	115	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	27	2	-	A	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	28	1	21	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	31	77	74	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	35	5	-	A	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	48	26	20	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	58	89	8	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	59	29	27	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	65	2	82	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	66	118	115	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	71	149	145	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	74	29	25	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	75	89	65	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	78	-	9	B	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	79	98	8	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	81	89	-	A	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	97	w:de	1	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	98	w:sa	w:monstrez	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	99	w:mettre	w:profitent	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	100	w:presentement	w:temoct	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	102	-	34	B	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	103	347	7	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	105	-	4	B	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	106	7	34	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	107	341	1	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	110	70	75	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	111	81	61	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L07	113	25	20	AB	images_wv2/crops_comp/07205_p2_L07.jpg
07205_p2_L08	1	81	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	2	70	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	3	w:affin	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	4	w:sera	w:et	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	5	w:comme	w:grand	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	6	w:vous	w:sceu	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	7	w:meriez	w:merite	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	10	18	68	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	14	50	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	22	7	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	30	3	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	31	8	38	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	33	7	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	36	36	35	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	38	30	-	A	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	39	6	38	AB	images_wv2/crops_comp/07205_p2_L08.jpg
07205_p2_L08	40	929	29	AB	images_wv2/crops_comp/07205_p2_L08.jpg
