# images/Scorpion-Letter-1.jpg n=179 med_h=32 row_h=36.8
0	1	226	231	27	53	5	26	122	TF
1	1	252	258	26	55	6	29	134	TF
2	1	272	277	27	47	5	20	82	TF
3	2	142	150	64	89	8	25	128	TF
4	2	151	166	61	73	15	12	80	SM
5	2	169	179	77	90	10	13	95	SF
6	2	222	245	62	68	23	6	93	WF
7	2	322	340	79	91	18	12	136	WF
8	2	341	351	79	92	10	13	85	SF
9	2	358	367	69	86	9	17	96	TF
10	3	142	187	97	104	45	7	171	WM
11	4	44	79	134	137	35	3	105	WF
12	4	86	129	132	136	43	4	136	WF
13	5	58	80	169	203	22	34	377	TM
14	5	84	112	168	199	28	31	560	SF
15	5	109	145	190	198	36	8	203	WF
16	5	112	145	172	187	33	15	298	WF
17	5	151	187	163	196	36	33	847	SF
18	5	191	224	176	192	33	16	426	WF
19	5	231	266	158	192	35	34	822	SF
20	5	268	287	157	190	19	33	376	TF
21	5	296	332	157	190	36	33	473	SM
22	5	338	372	156	191	34	35	929	SF
23	5	373	436	154	190	63	36	1448	WF
24	5	437	465	153	188	28	35	719	SF
25	6	52	82	208	239	30	31	578	SF
26	6	82	111	206	237	29	31	414	SM
27	6	151	182	204	223	31	19	460	WF
28	6	186	210	199	237	24	38	428	TM
29	6	220	250	197	231	30	34	710	SF
30	6	255	276	195	229	21	34	362	TM
31	6	291	325	194	228	34	34	467	SM
32	6	330	360	192	258	30	66	864	TM
33	6	360	397	193	225	37	32	471	SM
34	6	399	425	192	223	26	31	591	SF
35	6	423	460	224	253	37	29	489	SM
36	6	435	457	188	223	22	35	483	TF
37	7	51	83	241	270	32	29	552	SF
38	7	83	108	238	270	25	32	372	SM
39	7	107	149	203	300	42	97	1973	TM
40	7	147	182	238	267	35	29	409	SM
41	7	189	207	240	263	18	23	265	SF
42	7	216	250	236	297	34	61	643	TM
43	7	247	279	235	264	32	29	385	SM
44	7	285	324	229	299	39	70	1463	TM
45	7	355	388	259	292	33	33	803	SF
46	7	358	386	226	258	28	32	647	SF
47	7	392	420	226	254	28	28	541	SF
48	7	390	425	257	292	35	35	886	SF
49	7	427	459	257	290	32	33	780	SF
50	8	49	85	272	304	36	32	933	SF
51	8	85	114	269	302	29	33	725	SF
52	8	113	182	268	336	69	68	1639	SM
53	8	184	220	266	299	36	33	642	SM
54	8	252	276	298	327	24	29	378	SM
55	8	253	278	265	297	25	32	304	SM
56	8	313	348	260	296	35	36	985	SF
57	8	349	380	298	326	31	28	476	SM
58	8	385	425	295	329	40	34	666	SM
59	8	426	459	295	327	33	32	536	SM
60	9	52	81	306	341	29	35	404	SM
61	9	77	111	303	338	34	35	711	SF
62	9	149	225	302	333	76	31	1210	WM
63	9	226	249	296	330	23	34	302	TM
64	9	277	318	298	328	41	30	564	WM
65	9	290	325	332	367	35	35	758	SF
66	9	322	344	301	327	22	26	341	SF
67	9	355	377	331	365	22	34	303	TM
68	9	385	415	334	363	30	29	471	SM
69	9	422	448	333	365	26	32	426	SM
70	10	49	92	346	376	43	30	670	WM
71	10	93	122	344	375	29	31	422	SM
72	10	123	154	342	372	31	30	660	SF
73	10	157	183	340	370	26	30	356	SM
74	10	188	224	337	370	36	33	644	SM
75	10	231	251	336	370	20	34	390	TF
76	10	254	289	333	369	35	36	620	SM
77	10	326	354	331	402	28	71	977	TM
78	10	380	414	368	403	34	35	732	SF
79	10	422	449	369	402	27	33	473	SM
80	11	59	83	381	411	24	30	424	SF
81	11	89	128	379	412	39	33	909	SF
82	11	127	156	378	411	29	33	474	SM
83	11	158	184	377	410	26	33	467	SM
84	11	192	220	377	409	28	32	650	SF
85	11	220	239	376	409	19	33	271	TM
86	11	229	248	390	396	19	6	105	WF
87	11	241	258	375	408	17	33	276	TM
88	11	262	288	374	409	26	35	374	TM
89	11	292	324	375	408	32	33	518	SM
90	11	359	380	369	404	21	35	396	TM
91	12	57	86	416	447	29	31	371	SM
92	12	92	118	414	446	26	32	328	SM
93	12	127	153	416	444	26	28	431	SF
94	12	156	191	415	446	35	31	585	SM
95	12	192	226	412	479	34	67	1067	TM
96	12	228	261	413	445	33	32	558	SM
97	12	259	296	413	479	37	66	892	TM
98	12	332	339	418	443	7	25	140	TF
99	12	333	359	410	442	26	32	325	SM
100	12	361	387	409	442	26	33	449	SM
101	12	361	392	441	477	31	36	405	SM
102	12	390	418	409	442	28	33	415	SM
103	12	396	418	443	475	22	32	468	TF
104	12	421	450	409	440	29	31	480	SM
105	12	420	453	442	475	33	33	555	SM
106	13	55	89	451	480	34	29	506	SM
107	13	94	118	447	480	24	33	510	TF
108	13	127	154	448	477	27	29	597	SF
109	13	156	183	444	478	27	34	468	SM
110	13	205	225	480	513	20	33	289	TM
111	13	217	256	444	477	39	33	874	SF
112	13	227	261	477	511	34	34	520	SM
113	13	261	296	479	509	35	30	323	SM
114	13	295	339	412	510	44	98	2047	TM
115	13	335	357	442	480	22	38	450	TM
116	13	337	368	479	509	31	30	357	SM
117	13	390	423	477	513	33	36	859	SF
118	13	427	451	476	511	24	35	422	TM
119	14	51	93	485	523	42	38	738	SM
120	14	95	132	486	518	37	32	585	SM
121	14	133	166	481	517	33	36	889	SF
122	14	164	195	515	549	31	34	530	SM
