line	idx	sign	value	grade
p5_spot5	2	131	?	U
p5_spot5	3	123	l	M
p5_spot5	4	173	?	U
p5_spot3	2	154	?	U
p5_spot3	3	124	?	U
p5_spot3	4	144	?	U
p5_spot3	5	134	?	U
p5_spot3	7	161	?	U
p5_spot3	8	126	?	U
p5_spot3	9	136	uingt	M
p5_spot3	10	146	?	U
p6_spot4	1	172	?	U
p6_spot4	2	58	z	I
p6_spot4	3	85	e	M
p6_spot4	4	38	u	M
p6_spot4	5	95	g	I
p6_spot4	6	82	e	M
p6_spot4	7	35	t	M
p6_spot4	10	100	h	I
p6_spot4	11	185	?	U
p6_control_abso	4	200	?	U
p6_control_abso	5	122	NULL	M
p6_control_abso	6	132	NULL	M
p6_control_abso	7	142	?	U
p6_control_abso	8	62	a	M
p6_control_abso	9	66	b	M
p6_control_abso	10	26	s	M
p6_control_abso	11	6	o	M
p7_spot2	1	153	?	U
p7_spot2	2	146	?	U
p7_spot2	3	137	?	U
p7_spot6	1	182	?	U
p7_spot6	2	128	?	U
p7_spot6	3	133	?	U
p7_spot6	4	142	?	U
p7_spot6	18	117	m	C
p7_spot6	19	103	i	C
p7_spot6	20	33	t	C
p7_spot6	21	132	NULL	M
p7_spot6	22	170	?	U
p5_control_election	2	82	e	M
p5_control_election	3	112	l	M
p5_control_election	4	83	e	M
p5_control_election	5	72	c	M
p5_control_election	6	32	t	M
p5_control_election	7	102	i	M
p5_control_election	8	10	o	M
p5_control_election	9	2	n	M
p8_spot7	1	156	?	U
p8_spot7	2	127	?	U
p8_spot7	3	135	?	U
p8_spot7	4	144	?	U
p8_spot7	5	129	?	U
