line	position	sign	confidence	alt	why
05801_p1_L01	1	=Messieurs	H		agree
05801_p1_L01	2	=mes	H		agree
05801_p1_L01	3	=freres	H		agree
05801_p1_L01	4	=Jay	H		agree
05801_p1_L01	5	=recue	M	B:=receu	differ
05801_p1_L01	6	=vos	H		agree
05801_p1_L01	7	=trois	H		agree
05801_p1_L01	8	=derniers	M	B:=datees	differ
05801_p1_L01	9	=l'une	H		agree
05801_p1_L01	10	=de	H		agree
05801_p1_L01	11	=Dillenberg	M		agree-flagged
05801_p1_L01	12	=le	M	B:-	gap
05801_p1_L01	13	=xvi	M	B:-	gap
05801_p1_L01	14	=e	M	B:xvi	differ
05801_p1_L01	15	=l'autre	M		agree-flagged
05801_p1_L01	16	=de	H		agree
05801_p1_L01	17	=	M	B:=[cut/illegible: page tear]	differ
05801_p1_L01	18	=le	H		agree
05801_p1_L01	19	=xx	M	B:xx	differ
05801_p1_L01	20	=du	H		agree
05801_p1_L01	21	=present	M		agree-flagged
05801_p1_L01	22	=Pour	H		agree
05801_p1_L01	23	=vous	H		agree
05801_p1_L01	24	=respondre	M		agree-flagged
05801_p1_L01	25	=sur	M		agree-flagged
05801_p1_L01	26	=ycelles	M	B:=lesqlles	differ
05801_p1_L01	27	=par	H		agree
05801_p1_L01	28	=ensemble	H		agree
05801_p1_L01	29	126	M		agree-flagged
05801_p1_L01	30	132	M	B:152	differ
05801_p1_L01	31	140	M		agree-flagged
05801_p1_L01	32	52	M		agree-flagged
05801_p1_L01	33	71	M	A:-	gap
05801_p1_L01	34	37	M		agree-flagged
05801_p1_L01	35	49	M	B:89	differ
05801_p1_L01	36	56	M		agree-flagged
05801_p1_L01	37	82	M		agree-flagged
05801_p1_L01	38	139	M	B:134	differ
05801_p1_L01	39	125	M		agree-flagged
05801_p1_L01	40	62	M		agree-flagged
05801_p1_L01	41	26	M		agree-flagged
05801_p1_L01	42	28	M		agree-flagged
05801_p1_L01	43	82	M		agree-flagged
05801_p1_L01	44	59	M		agree-flagged
05801_p1_L01	45	84	M		agree-flagged
05801_p1_L01	46	37	M		agree-flagged
05801_p1_L01	47	28	M		agree-flagged
05801_p1_L01	48	67	M	B:-	gap
05801_p1_L01	49	97	M	B:47	differ
05801_p1_L01	50	29	M		agree-flagged
05801_p1_L01	51	8	M		agree-flagged
05801_p1_L01	52	82	M		agree-flagged
05801_p1_L01	53	26	M		agree-flagged
05801_p1_L01	54	15	M		agree-flagged
05801_p1_L01	55	9	M	B:4	differ
05801_p1_L01	56	2	M		agree-flagged
05801_p1_L01	57	140	M		agree-flagged
05801_p1_L01	58	126	M		agree-flagged
05801_p1_L02	1	126	M	A:-	gap
05801_p1_L02	2	142	M	A:-	gap
05801_p1_L02	3	62	M	A:-	gap
05801_p1_L02	4	16	M	A:-	gap
05801_p1_L02	5	103	M	A:-	gap
05801_p1_L02	6	77	M	A:-	gap
05801_p1_L02	7	27	M	A:-	gap
05801_p1_L02	8	132	M	A:-	gap
05801_p1_L02	9	195	M	A:-	gap
05801_p1_L02	10	59	M	A:-	gap
05801_p1_L02	11	39	M	A:-	gap
05801_p1_L02	12	25	M	A:-	gap
05801_p1_L02	13	139	M	A:-	gap
05801_p1_L02	14	190	M	A:-	gap
05801_p1_L02	15	126	M	A:-	gap
05801_p1_L02	16	1	M	A:-	gap
05801_p1_L02	17	6	M	A:-	gap
05801_p1_L02	18	76	M		agree-flagged
05801_p1_L02	19	27	M		agree-flagged
05801_p1_L02	20	125	M		agree-flagged
05801_p1_L02	21	132	M		agree-flagged
05801_p1_L02	22	140	M		agree-flagged
05801_p1_L02	23	61	M	B:60	differ
05801_p1_L02	24	27	M		agree-flagged
05801_p1_L02	25	30	M		agree-flagged
05801_p1_L02	26	102	M	A:-	gap
