line	position	token	alt
p2_r01	1	81
p2_r01	2	33
p2_r01	3	12
p2_r01	4	201
p2_r01	5	54
p2_r01	6	84
p2_r01	7	4
p2_r01	8	61
p2_r01	9	22
p2_r01	10	68
p2_r01	11	82
p2_r01	12	69
p2_r01	13	4
p2_r01	14	84
p2_r01	15	76
p2_r01	16	2
p2_r01	17	32
p2_r01	18	62
p2_r01	19	54
p2_r01	20	40
p2_r01	21	26
p2_r01	22	81
p2_r01	23	2
p2_r02	1	84
p2_r02	2	39
p2_r02	3	77
p2_r02	4	69
p2_r02	5	5
p2_r02	6	26
p2_r02	7	=M
p2_r02	8	=respondez	=refposez
p2_r02	9	=moy
p2_r02	10	=quil
p2_r02	11	=vous
p2_r02	12	=plaise
p2_r02	13	=me
p2_r02	14	=mander
p2_r02	15	=vre
p2_r02	16	=laduis
p2_r02	17	=sur
p2_r02	18	=toutes
p2_r02	19	=choses	=cas
p2_r03	1	=plus
p2_r03	2	=tost
p2_r03	3	=que
p2_r03	4	=vous
p2_r03	5	=pourrez
p2_r03	6	=et
p2_r03	7	=ce
p2_r03	8	=que
p2_r03	9	=vous
p2_r03	10	=submectra
p2_r03	11	=pourueoir
p2_r03	12	=que
p2_r03	13	=Je
p2_r03	14	=fais
p2_r03	15	=comme
p2_r03	16	=de
p2_r03	17	=moy
p2_r03	18	=espere
p2_r03	19	=Iesus	=Iesuel
p2_r04	1	=vray
p2_r04	2	=delibere
p2_r04	3	=de
p2_r04	4	=ne
p2_r04	5	=passer
p2_r04	6	=vng
p2_r04	7	=seul
p2_r04	8	=Jour
p2_r04	9	=que
p2_r04	10	=Je
p2_r04	11	=ne
p2_r04	12	=fais
p2_r04	13	=vng
p2_r04	14	=gaigner
p2_r04	15	=au
p2_r04	16	=pedar	=peril
p2_r04	17	=sa
p2_r04	18	=pedre	=perte
p2_r04	19	=quil
p2_r05	1	4
p2_r05	2	=goutz
p2_r05	3	145
p2_r05	4	127
p2_r05	5	54
p2_r05	6	40
p2_r05	7	26
p2_r05	8	62
p2_r05	9	84
p2_r05	10	4
p2_r05	11	28
p2_r05	12	7
p2_r05	13	29
p2_r05	14	34
p2_r05	15	40
p2_r05	16	22
p2_r05	17	26
p2_r05	18	101
p2_r05	19	8
p2_r05	20	33
p2_r05	21	66
p2_r05	22	102
