line	position	token	alt
p1_r01	1	6
p1_r01	2	=Mars
p1_r01	3	74
p1_r02	1	=Monsieur
p1_r02	2	=Je
p1_r02	3	=resceu
p1_r02	4	=vre
p1_r02	5	=lre
p1_r02	6	=du
p1_r02	7	=xxj
p1_r02	8	=de
p1_r02	9	=febvrier
p1_r02	10	=et
p1_r02	11	=bien
p1_r02	12	=entendu
p1_r02	13	=mandez
p1_r02	14	=de
p1_r02	15	=la
p1_r02	16	=responce
p1_r02	17	=de
p1_r02	18	=leg
p1_r02	19	=affre
p1_r02	20	=roy
p1_r02	21	=a
p1_r03	1	=Pour
p1_r03	2	=ce
p1_r03	3	=que
p1_r03	4	=doy
p1_r03	5	=se
p1_r03	6	=suppliant
p1_r03	7	=tres
p1_r03	8	=humblement
p1_r03	9	=de
p1_r03	10	=vous
p1_r03	11	=vouloir
p1_r03	12	=continuer
p1_r03	13	=voz
p1_r03	14	=sainctes
p1_r03	15	=benedictions
p1_r03	16	=Et
p1_r03	17	=Quant
p1_r03	18	=a
p1_r03	19	=nous
p1_r04	1	=Je
p1_r04	2	=vous
p1_r04	3	=diray
p1_r04	4	=en
p1_r04	5	=bref
p1_r04	6	=que
p1_r04	7	=le
p1_r04	8	=xxvij
p1_r04	9	=de
p1_r04	10	=febvrier
p1_r04	11	150
p1_r04	12	141
p1_r04	13	54
p1_r04	14	38
p1_r04	15	26
p1_r04	16	62
p1_r04	17	22
p1_r04	18	68
p1_r04	19	81
p1_r04	20	27
p1_r04	21	47
p1_r04	22	29
p1_r04	23	149
p1_r04	24	65
p1_r04	25	6
p1_r04	26	25
p1_r04	27	9
p1_r05	1	78
p1_r05	2	111
p1_r05	3	42
p1_r05	4	30
p1_r05	5	12
p1_r05	6	67
p1_r05	7	26
p1_r05	8	12
p1_r05	9	88
p1_r05	10	77
p1_r05	11	116
p1_r05	12	81
p1_r05	13	31
p1_r05	14	33
p1_r05	15	69
p1_r05	16	36
p1_r05	17	81
p1_r05	18	27
p1_r05	19	47
p1_r05	20	28
p1_r05	21	42
p1_r05	22	2
p1_r05	23	31
p1_r05	24	62
p1_r05	25	14
p1_r05	26	68
p1_r05	27	4
p1_r06	1	72
p1_r06	2	12
p1_r06	3	276
p1_r06	4	=ilz	=qui
p1_r06	5	=sont
p1_r06	6	=bonnes
p1_r06	7	=dispositios
p1_r06	8	81
p1_r06	9	32
p1_r06	10	150
p1_r06	11	71
p1_r06	12	2
p1_r06	13	26
p1_r06	14	14
p1_r06	15	38
p1_r06	16	66
p1_r06	17	77
p1_r06	18	42
p1_r06	19	40
p1_r06	20	27
p1_r06	21	13
p1_r06	22	9
p1_r06	23	4
p1_r06	24	27
p1_r07	1	85
p1_r07	2	117
p1_r07	3	59
p1_r07	4	25
p1_r07	5	77
p1_r07	6	84
p1_r07	7	127
p1_r07	8	138	135
p1_r07	9	73
p1_r07	10	42
p1_r07	11	77
p1_r07	12	118
p1_r07	13	12
p1_r07	14	28
p1_r07	15	63
p1_r07	16	79
p1_r07	17	39
p1_r07	18	34
p1_r07	19	61
p1_r07	20	9
p1_r07	21	40
p1_r07	22	4
p1_r07	23	12
p1_r07	24	83
p1_r07	25	3
p1_r07	26	83
p1_r08	1	16
p1_r08	2	26
p1_r08	3	71
p1_r08	4	27
p1_r08	5	36
p1_r08	6	46
p1_r08	7	83
p1_r08	8	97
p1_r08	9	46
p1_r08	10	37
p1_r08	11	81
p1_r08	12	101
p1_r08	13	29
p1_r08	14	64
p1_r08	15	6
p1_r08	16	38
p1_r08	17	72
p1_r08	18	12
p1_r08	19	26
p1_r08	20	82
p1_r08	21	102
p1_r08	22	22
p1_r08	23	28
p1_r08	24	150
p1_r09	1	82
p1_r09	2	37
p1_r09	3	26
p1_r09	4	33
p1_r09	5	57
p1_r09	6	22
p1_r09	7	48
p1_r09	8	29
p1_r09	9	62
p1_r09	10	42
p1_r09	11	27
p1_r09	12	19
p1_r09	13	25
p1_r09	14	7
p1_r09	15	28
p1_r09	16	62
p1_r09	17	54
p1_r09	18	40
p1_r09	19	29
p1_r09	20	62
p1_r09	21	83
p1_r09	22	9
p1_r09	23	2
p1_r09	24	28
p1_r09	25	16
p1_r10	1	103
p1_r10	2	72
p1_r10	3	33
p1_r10	4	46
p1_r10	5	22
p1_r10	6	73
p1_r10	7	27
p1_r10	8	25
p1_r10	9	56
p1_r10	10	24
p1_r10	11	13
p1_r10	12	82
p1_r10	13	23
p1_r10	14	27
p1_r10	15	81
p1_r10	16	2
p1_r10	17	77
p1_r10	18	69
p1_r10	19	104
p1_r10	20	74
p1_r10	21	31
p1_r10	22	60
p1_r10	23	59
p1_r10	24	40
p1_r10	25	25
p1_r11	1	42
p1_r11	2	92
p1_r11	3	20
p1_r11	4	78
p1_r11	5	9
p1_r11	6	4
p1_r11	7	12
p1_r11	8	41
p1_r11	9	13
p1_r11	10	77
p1_r11	11	84
p1_r11	12	4
p1_r11	13	34
p1_r11	14	67
p1_r11	15	13
p1_r11	16	68
p1_r11	17	72
p1_r11	18	83
p1_r11	19	37
p1_r11	20	26
p1_r11	21	72
p1_r11	22	4
p1_r11	23	34
p1_r11	24	87
p1_r11	25	88
p1_r12	1	65
p1_r12	2	25
p1_r12	3	68
p1_r12	4	82
p1_r12	5	22
p1_r12	6	61
p1_r12	7	39
p1_r12	8	67
p1_r12	9	4
p1_r12	10	12
p1_r12	11	60
p1_r12	12	84
p1_r12	13	39
p1_r12	14	26
p1_r12	15	150
p1_r12	16	128
p1_r12	17	136
p1_r12	18	46
p1_r12	19	52
p1_r12	20	28
p1_r12	21	84
p1_r12	22	112
p1_r12	23	42
p1_r12	24	27
p1_r13	1	54
p1_r13	2	40
p1_r13	3	27
p1_r13	4	9
p1_r13	5	4
p1_r13	6	35
p1_r13	7	16
p1_r13	8	101
p1_r13	9	114
p1_r13	10	43
p1_r13	11	12
p1_r13	12	79
p1_r13	13	40
p1_r13	14	29
p1_r13	15	9
p1_r13	16	28
p1_r13	17	77
p1_r13	18	59
p1_r13	19	12
p1_r13	20	202
p1_r13	21	12
p1_r13	22	201
p1_r13	23	12
