rah_id	date	title	url	classification
102	1570-1600	Glaphyrà eis Génesin [Manuscrito]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=102	excluded-noise: foliation/musical/other established noise pattern
12402	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Provincia de Salamanca [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12402	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12410	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Provincia de Segovia [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12410	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12411	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Provincia de Soria [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12411	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12412	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Partidos de Madrid y Almonacid de Zorita [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12412	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12413	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Provincia de Toledo [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12413	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12414	1803	Planes que han servido para averiguar la superficie de las Provincias de España, y de sus Islas adyacentes Provincia de Guadalajara [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12414	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12440	1774	Plano del Puerto de Guamanino situado en la parte Occidental de la Ysla de Orayatea (Alias la Princesa) [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12440	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12441	1774	[Plano del Puerto de Guamanino situado en la parte Occidental de la Ysla de Orayatea (alias La Princesa)] [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12441	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12457	18??	Plano de La Havana, su Puerto e inmediaciones situado en la latitud N. de 23º 10' y en longitud de 293º 47' [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12457	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12458	18??	Plano de la jurisdicción de La Havana en la que se manifiesta el establecimiento de las compañías siguientes... [al mando de los comandantes D. Martín Aróstegui, D. Agustín Valdés y D. Tello Mantilla] [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12458	excluded-noise: cartographic (plano/mapa/carta nautica or clave=map legend)
12459	1813	Plano del Puerto de Xagua en la Costa del Sur de la Isla de Cuba de los terrenos que le circundan y curso de los grandes Ríos que desaguan dentro de él en la parte que son navegables: dedicado al Exmo. S.or D.n Juan Ruiz de Apodaca, Teniente Gral. de la Armada Nacional, Gobernador y Cap.n Gral. de la Ysla de Cuba, etc. [Material cartográfico]	https://bibliotecadigital.rah.es/es/consulta/registro.do?id=12459	excluded-known: map scale-figure noise (cifra = numeral on cartographic legend)
