line	col	A	B	flagged	crop
f54r_L02	1	sym:capital-r-with-x-cross	sym:capital-r-crossed-stroke	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	2	w:dr?	w:de?		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	3	w:dnt?	w:dnt		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	4	w:tanq3?	w:tanq		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	5	w:ptr?	w:ptr		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	6	sym:hook-with-crossbar	sym:c-hook-tail	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	7	w:che	sym:cross-tick		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	8	m	sym:small-circle-with-bar	B	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	9	sym:reversed-l-shape	sym:open-box-bracket	A	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	10	sym:i-with-hook	sym:m-with-tilde	A	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	11	sym:y-with-tail	sym:letter-cluster-liyz-slashed	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	12	sym:z-with-slash	sym:cross-tick	A	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	13	w:che	sym:open-box-bracket		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	14	sym:a-with-cross^superscript	29		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	15	sym:o-with-loop	sym:circle-dot-mark	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	16	sym:y-with-two-strokes^5-5	sym:cursive-r-double-dot-hook^7		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	17	sym:backward-3	sym:o-with-loop-hook^55	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	18	sym:x-strike	sym:epsilon-curl		ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L02	19	sym:open-c-shape	sym:delta-cross-slashed	AB	ciphers/fr2933-salviati-1525/images/f54r_L02_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L02_s2.jpg
f54r_L03	1	sym:hooked-g-with-tilde	sym:g-with-tilde		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	3	sym:looped-l-with-tilde	-		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	4	sym:hooked-g-with-tilde^2	-		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	5	sym:looped-o-with-hook	sym:w-flourish		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	6	29	sym:capital-l-with-tilde-g	B	ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	7	sym:hooked-e-with-crossbar	071		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	8	sym:hooked-g-with-tilde	sym:e-with-tilde-g	B	ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	9	sym:y-with-tail	w:yt?		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	10	sym:letter-k	sym:capital-k		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	11	sym:squared-p-shape	sym:phi-loop		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
f54r_L03	12	sym:o-with-ring	sym:small-circle		ciphers/fr2933-salviati-1525/images/f54r_L03_s1.jpg,ciphers/fr2933-salviati-1525/images/f54r_L03_s2.jpg
