line	pos	code	marks	action	conf	note
1	1	_		confirm	H	
1	2	N		confirm	H	
1	3	_		plain	M	"connected cursive letter (""Pa"" ligature) within legible word, not the bh loop shape"
1	4	_		confirm	H	
1	5	_		confirm	H	
1	6	_		confirm	H	
1	7	_		confirm	M	
1	8	_		plain	M	joined cursive stroke continuing the word to its right, not an isolated Lx shape
1	9	w		confirm	M	
1	10	_		confirm	M	
1	11	_		confirm	H	
1	12	_		confirm	H	
1	13	_		confirm	H	
1	14	ch		confirm	H	
1	15	S4		confirm	H	
1	16	Z		confirm	M	
1	17	S7		confirm	H	
1	18	#		confirm	H	
1	19	nt		confirm	M	
1	20	nt		confirm	H	
1	21	S7		confirm	H	
1	22	_		confirm	M	
1	23	e	dot	confirm	H	
1	24	wd		confirm	H	
1	25	S		confirm	H	
1	26	Z		confirm	M	
2	1	o.		confirm	H	
2	2	g		confirm	H	
2	3	y		confirm	H	
2	4	]	ot	confirm	M	
2	5	g		confirm	H	
2	6	S		confirm	H	
2	7	S		confirm	H	
2	8	_		confirm	H	
2	9	phi		correct	M	clear circle-with-vertical-stroke (phi) shape, classifier called it plain
2	10	m	1	confirm	H	
2	11	w		confirm	H	
2	12	S		confirm	H	
2	13	]	o	confirm	H	
2	14	H	1|o	confirm	H	
2	15	w	+	confirm	M	
2	16	m	~	confirm	H	
2	17	g		confirm	H	
2	18	S7		confirm	H	
2	19	e	#	confirm	H	
2	20	eps	5|dot	confirm	H	
2	21	S7		confirm	H	
2	22	]	dot|o	confirm	H	
2	23	y		confirm	H	
2	24	tee		confirm	M	
2	25	f		confirm	H	
2	26	w		confirm	H	
2	27	o.		confirm	H	
2	28	g		confirm	H	
2	29	e	#	confirm	H	
2	30	nt		confirm	H	
2	31	y		confirm	H	
3	1	g		confirm	M	
3	2	e	dot	confirm	H	
3	3	psi		confirm	H	
3	4	lam	1	confirm	H	
3	5	m	~	confirm	H	
3	6	g		confirm	H	
3	7	g	~	confirm	H	
3	8	H		confirm	H	
3	9	Z		confirm	H	
3	10	psi		confirm	H	
3	11	f		confirm	M	
3	12	phi		confirm	H	
3	13	H	#	confirm	H	
3	14	v	1|5	confirm	H	
3	15	rz		confirm	H	
3	16	nt		confirm	H	
3	17	rz		confirm	H	
3	18	_		confirm	H	
3	19	e	#	confirm	H	
3	20	_	dot	confirm	M	
3	21	psi		confirm	H	
3	22	_		confirm	M	
3	23	w		confirm	H	
3	24	bh		confirm	H	
3	25	eps	1	confirm	H	
3	26	w		confirm	H	
3	27	e	dot|dot	confirm	H	
4	1	_		confirm	M	
4	2	]		confirm	H	
4	3	nt		confirm	M	
4	4	psi		confirm	H	
4	5	m	1	confirm	H	
4	6	w		confirm	H	
4	7	S7		confirm	H	
4	8	nt		confirm	M	
4	9	bh		confirm	H	
4	10	]	ot	confirm	H	
4	11	m		confirm	M	
4	12	_	#	confirm	H	
4	13	e	#	confirm	H	
4	14	w		confirm	M	
4	15	rz		confirm	H	
4	16	eps	5	confirm	H	
4	17	S7		confirm	M	
4	18	_		confirm	H	
4	19	eps		confirm	H	
4	20	g	~|~	confirm	H	
4	21	e	dot|+	confirm	H	
4	22	sq	ot	confirm	M	
4	23	psi		confirm	H	
4	24	lam	5	confirm	H	
4	25	]	o	confirm	H	
4	26	S7	+	confirm	H	
5	1	lam		confirm	H	
5	2	bh		confirm	H	
5	3	S7		confirm	H	
5	4	#		confirm	H	
5	5	psi		confirm	M	
5	6	eps		confirm	H	
5	7	w		confirm	H	
5	8	_		confirm	H	
5	9	Z	dot	confirm	H	
5	10	S7	#	confirm	H	
5	11	e	#	confirm	H	
5	12	g	dot	confirm	H	
5	13	y		confirm	M	
5	14	a	1	confirm	H	
5	15	S7		confirm	H	
5	16	y	#	confirm	H	
5	17	_		confirm	H	
5	18	phi		confirm	H	
5	19	S4		confirm	H	
5	20	dl		confirm	M	
5	21	_		confirm	H	
5	22	_		confirm	M	
