line	position	sign	confidence	alt	why
f54r_L02	1	sym:capital-r-with-x-cross	M	B:sym:capital-r-crossed-stroke	differ
f54r_L02	2	w:dr?	M	B:w:de?	differ
f54r_L02	3	w:dnt?	M	B:w:dnt	differ
f54r_L02	4	w:tanq3?	M	B:w:tanq	differ
f54r_L02	5	w:ptr?	M	B:w:ptr	differ
f54r_L02	6	sym:hook-with-crossbar	M	B:sym:c-hook-tail	differ
f54r_L02	7	w:che	M	B:sym:cross-tick	differ
f54r_L02	8	m	M	B:sym:small-circle-with-bar	differ
f54r_L02	9	sym:reversed-l-shape	M	B:sym:open-box-bracket	differ
f54r_L02	10	sym:i-with-hook	M	B:sym:m-with-tilde	differ
f54r_L02	11	sym:y-with-tail	M	B:sym:letter-cluster-liyz-slashed	differ
f54r_L02	12	sym:z-with-slash	M	B:sym:cross-tick	differ
f54r_L02	13	w:che	M	B:sym:open-box-bracket	differ
f54r_L02	14	sym:a-with-cross^superscript	M	B:29	differ
f54r_L02	15	sym:o-with-loop	M	B:sym:circle-dot-mark	differ
f54r_L02	16	sym:y-with-two-strokes^5-5	M	B:sym:cursive-r-double-dot-hook^7	differ
f54r_L02	17	sym:backward-3	M	B:sym:o-with-loop-hook^55	differ
f54r_L02	18	sym:x-strike	M	B:sym:epsilon-curl	differ
f54r_L02	19	sym:open-c-shape	M	B:sym:delta-cross-slashed	differ
f54r_L03	1	sym:hooked-g-with-tilde	M	B:sym:g-with-tilde	differ
f54r_L03	2	sym:m-with-tilde	H		agree
f54r_L03	3	sym:looped-l-with-tilde	M	B:-	gap
f54r_L03	4	sym:hooked-g-with-tilde^2	M	B:-	gap
f54r_L03	5	sym:looped-o-with-hook	M	B:sym:w-flourish	differ
f54r_L03	6	29	M	B:sym:capital-l-with-tilde-g	differ
f54r_L03	7	sym:hooked-e-with-crossbar	M	B:071	differ
f54r_L03	8	sym:hooked-g-with-tilde	M	B:sym:e-with-tilde-g	differ
f54r_L03	9	sym:y-with-tail	M	B:w:yt?	differ
f54r_L03	10	sym:letter-k	M	B:sym:capital-k	differ
f54r_L03	11	sym:squared-p-shape	M	B:sym:phi-loop	differ
f54r_L03	12	sym:o-with-ring	M	B:sym:small-circle	differ
f54r_L03	13	sym:looped-r-with-hook^dots	M	B:sym:cursive-r-double-dot-hook^7	differ
f54r_L03	14	sym:p-with-crossbar^7	M	B:sym:cross-tick	differ
f54r_L03	15	sym:a-with-loop^7	M	B:sym:cursive-a-hook^7	differ
f54r_L03	16	sym:looped-lambda	M	B:sym:lambda-peak	differ
f54r_L03	17	sym:hooked-e-double-hash	M	B:sym:e-with-double-hash	differ
f54r_L03	18	sym:w-with-hook	M	B:sym:w-flourish	differ
