line	pos	code	marks	action	conf	note
1	1	L	dot|~	confirm	H
1	2	S7		confirm	H
1	3	y	dot|1|dot	confirm	H
1	4	bh		confirm	H
1	5	S7	#	confirm	H
1	6	e		confirm	H
1	7	tee	dot	confirm	H
1	8	g		confirm	H
1	9	bh	dot|dot|dot	confirm	M
1	10	psi		confirm	H
1	11	lam		confirm	H
1	12	lam	5|1	confirm	H
1	13	H	5	confirm	H
1	14	y		confirm	H
1	15	_		plain	M
1	16	U		correct	M	open-top square box, not plain
1	17	w		confirm	H
1	18	bh		confirm	H
1	19	a	~	confirm	H
1	20	nt		confirm	H
1	21	w		confirm	M
1	22	m	~	confirm	H
1	23	w		confirm	H
1	24	_		plain	H
1	25	tee		confirm	H
1	26	e	#	confirm	M	mark reads as # not dot
1	27	eps	dot|1	confirm	M
1	28	U		correct	M	open-top square, no H crossbar
1	29	g		correct	M	closed loop+tail reads g not bh
2	1	g	dot|dot	confirm	H
2	2	S7		confirm	H
2	3	lam		confirm	H
2	4	S4	~	confirm	H
2	5	dl		confirm	H
2	6	K		confirm	H
2	7	_		plain	H
2	8	rz		confirm	H
2	9	S7	+	confirm	H
2	10	g		confirm	H
2	11	a	1	confirm	H
2	12	_		plain	M
2	13	e		confirm	H
2	14	g	1	confirm	H
2	15	U		confirm	H	classifier unsure (0.61) but shape is clear U
2	16	w		confirm	H
2	17	rz		confirm	H
2	18	psi		confirm	H
2	19	lam	5	confirm	H
2	20	phi		confirm	H
2	21	[		confirm	H
2	22	tee		confirm	H
2	23	Z	#	confirm	H
2	24	eps	~	confirm	H
2	25	g		confirm	H
2	26	y	~	confirm	H
2	27	y		confirm	M	possible double stroke, kept single y
2	28	g	7	confirm	H
3	1	_		delete	M	empty box, no visible ink
3	2	eps	5	confirm	H
3	3	w		confirm	H
3	4	e	+	confirm	M	+ mark visible, unmarked by classifier
3	5	lam	5	confirm	H
3	6	_		plain	M	e-like loop but kept plain (context)
3	7	L		confirm	H
3	8	g	~	confirm	H
3	9	Z		confirm	H
3	10	S7		confirm	H
3	11	#	dot	correct	M	clear # cross shape, not plain text
3	12	psi		confirm	H
3	13	lam		confirm	H
3	14	lam	5	confirm	H
3	15	e	+	confirm	H
3	16	H	#	confirm	M
3	17	_		plain	H
3	18	w		confirm	H
3	19	lam	?	confirm	M
3	20	eps	7	confirm	H
3	21	m	7	confirm	H
3	22	S7		confirm	H
3	23	w	dot|#	confirm	M	ambiguous, could be rz
3	24	S7		confirm	H
3	25	_		plain	M
3	26	]	dot|o	confirm	H
3	27	phi		confirm	H
4	1	o.		confirm	H
4	2	tee		confirm	H
4	3	_		plain	M	m-like shape but kept plain
4	4	_		plain	M	m-like shape but kept plain
4	5	]	ot	confirm	H
4	6	phi		confirm	H
4	7	lam		confirm	H
4	8	S		confirm	H
4	9	bh		confirm	M	tall stacked shape, complex
4	10	lam		confirm	H
4	11	rz		confirm	H
4	12	a	5	confirm	H
4	13	S7		confirm	H
4	14	lam	7	confirm	H
4	15	phi		confirm	H
4	16	H	1|o	confirm	H
4	17	m	~	confirm	H
4	18	w		confirm	H
4	19	]	o	confirm	H
4	20	psi		confirm	H
4	21	_		plain	H
4	22	_		plain	M
4	23	]	o|dot	confirm	H
4	24	lam	1	confirm	H
4	25	e	#	confirm	M	mark reads as # not blank
4	26	_		plain	H
4	27	psi		confirm	H
4	28	bh		confirm	H
4	29	_		plain	L	ambiguous squiggle, could be cipher fragment
4	30	_		plain	M
5	1	a	~	confirm	H
5	2	_		plain	H
5	3	rz		confirm	H
5	4	tee		confirm	H
5	5	eps	1	confirm	H
5	6	m	7	confirm	H
5	7	lam		confirm	H
5	8	S7	#	confirm	H
5	9	e	#	confirm	M	mark reads as # not blank
5	10	wd		confirm	H
5	11	y		confirm	H
5	12	_		plain	L	jumbled overlap with neighbours
5	13	y		confirm	L	jumbled overlap with neighbours
5	14	_		plain	M
5	15	_		plain	M
5	16	S7		correct	M	clear 7 shape, not plain
5	17	]	o	confirm	H
5	18	w		correct	M	shape matches cipher w, unusual for plain
5	19	nt		confirm	H
5	20	y		confirm	H
5	21	w		confirm	H
5	22	e	+	confirm	M	mark reads as + not dot
5	23	y		confirm	H
5	24	phi		confirm	H
5	25	nt		confirm	H
5	26	f		confirm	M
6	1	eps	1	confirm	H
6	2	_		plain	L
6	3	lam	1	confirm	H
6	4	S7		confirm	H
6	5	#		confirm	H
6	6	e	+	confirm	M	mark reads as + not blank
6	7	Z		confirm	H
6	8	S7		confirm	H
6	9	lam	~	confirm	H
6	10	e	+	confirm	M	mark reads as + not blank
6	11	w		confirm	H
6	12	a	~	confirm	H
6	13	eps	5	confirm	H
6	14	S7		confirm	H
6	15	L		confirm	H
6	16	e	+	confirm	M	mark reads as + not blank
6	17	S7		confirm	H
6	18	lam		confirm	H
6	19	H	1|o	confirm	H
6	20	e	#	confirm	M	mark reads as # not blank
6	21	_		plain	M
6	22	_		plain	H
6	23	e	+	confirm	M	mark reads as + not blank
6	24	e	+	confirm	M	mark reads as + not blank
6	25	_		plain	L
6	26	S4		confirm	H
6	27	+		correct	M	small cross, resembles + code
7	1	eps		confirm	H
7	2	_		plain	M	connected to plain run, looks like t crossbar
7	3	_		plain	H
7	4	_		plain	M
7	5	_		plain	H
7	6	_		plain	M
7	7	_		plain	H
7	8	_		plain	H
7	9	_		plain	H
7	10	_		plain	H
7	11	_		plain	M
7	12	_		plain	H	"mettern..." plain word
7	13	rz		confirm	H
7	14	tee		confirm	H
7	15	Z	dot	confirm	H
7	16	Z		confirm	M	tall compound shape, kept as one Z
7	17	w		confirm	H
7	18	Z		confirm	H
7	19	lam	5	confirm	M	mark looks like 5
7	20	g	5	confirm	H
7	21	Z		confirm	H
7	22	H	5	confirm	M
7	23	_		plain	H	"Cos..." plain name
7	24	_		plain	H
7	25	_		plain	H
7	26	_		plain	H
7	27	_		plain	H
8	1	_		plain	H
8	2	_		plain	H
8	3	_		plain	M	was v, part of plain word flow
8	4	_		plain	H
8	5	_		plain	H
8	6	_		plain	M	was S, dotted abbreviation "S."
8	7	_		plain	L	was lam, context plain
8	8	_		plain	H
8	9	_		plain	H
8	10	_		plain	H
8	11	_		plain	H
8	12	_		plain	H
8	13	_		plain	H
8	14	_		plain	H
8	15	_		plain	M	was #, context plain
8	16	_		plain	H	"Tutti" plain word
8	17	_		plain	H	"questa" plain word
8	18	_		plain	H	"Cost..." plain name
8	19	_		plain	M	was tee, context plain
8	20	_		plain	H
8	21	_		plain	M	was S, context plain
8	22	_		plain	M	was tee, context plain
8	23	_		plain	H
8	24	_		plain	M	was a, part of plain flow
8	25	_		plain	H
8	26	_		plain	M
8	27	L		correct	M	angle meets at bottom like L, not top like lam
9	1	dl		confirm	H
9	2	Lx		confirm	H
9	3	[	dot	confirm	H
9	4	S7		confirm	H
9	5	_		plain	M
9	6	#	dot	confirm	M	double bar, looks like # not +
9	7	]		confirm	L
9	8	w	dot|#	confirm	L	messy fold/shadow area, hard to read
9	9	y		confirm	H
9	10	nt		confirm	L	crosshatched, possibly Z+# merged
9	11	bh		confirm	H
9	12	w		confirm	H
9	13	e	#	confirm	M	mark reads as # not blank
9	14	f		confirm	H
9	15	w		confirm	H
9	16	y		confirm	H
9	17	nt		split	M	top of stacked nt/S7 pair
9	17.5	S7		split	M	bottom of stacked nt/S7 pair
9	18	tee		confirm	H
9	19	K		confirm	H
9	20	phi		confirm	H
9	21	_		plain	H
9	22	rz		confirm	H
9	23	tee		confirm	H
10	1	]		correct	L	box-like shape with crossing flourish, not plain
10	2	y		confirm	H
10	3	_		plain	M
10	4	g		confirm	H
10	5	S7	1	confirm	H
10	6	#	dot	confirm	H
10	7	eps	5	correct	M	epsilon double-bowl shape, not plain
10	8	S7		confirm	H
10	9	eps		correct	M	epsilon double-bowl shape, not plain
10	10	tee		confirm	H
10	11	Lx		confirm	H
10	12	e	#	confirm	H
10	13	g		confirm	H
10	14	y		confirm	H
10	15	Z	ot	confirm	H
10	16	S7		confirm	H
10	17	lam		confirm	H
10	18	H	o|1	confirm	H
10	19	eps	7	confirm	M	mark reads as 7 not #
10	20	S7		confirm	H
10	21	eps		confirm	H
10	22	tee		correct	M	clear tee shape, not plain
10	23	nt		confirm	H
10	24	e	+	confirm	M	mark reads as + not blank
10	25	S7	5	correct	M	clear 7 shape, not plain
11	1	Z	dot	confirm	M
11	2	y		confirm	H
11	3	nt		confirm	M
11	4	bh		confirm	H
11	5	Z		confirm	M
11	6	S7		confirm	H
11	7	p		confirm	H
11	8	S		correct	M	figure-8 closed loops, not a 7-shape
11	9	phi		confirm	H
11	10	_		plain	M	plain cursive "aggo", not f
11	11	_		plain	M	plain cursive, not w
11	12	_		plain	H
11	13	_		plain	M	within plain-text run
11	14	_		plain	M	within plain-text run
11	15	_		plain	H
11	16	_		plain	H
11	17	_		plain	M	within plain-text run
11	18	_		plain	M
11	19	S4		confirm	H
11	20	y		confirm	H
11	21	S		confirm	H
11	22	]	dot	confirm	H
11	23	eps	1	confirm	H
11	24	m	7	confirm	H
11	25	S		split	M	top half of stacked S/lam pair
11	25.5	lam		split	M	bottom half of stacked S/lam pair
11	26	_		plain	L
12	1	L		confirm	H
12	2	g		correct	M	loop+tail resembles g, not plain
12	3	[		confirm	H
12	4	S7		confirm	H
12	5	#		confirm	H
12	6	w	1	confirm	H
12	7	psi		confirm	H
12	8	]	ot	confirm	H
12	9	+		correct	M	single cross, not double-barred #
12	10	e	#	confirm	M	mark reads as # not blank
12	11	tee		confirm	H
12	12	K		confirm	H
12	13	g		split	M	top half of stacked g/g pair
12	13.5	g		split	M	bottom half of stacked g/g pair
12	14	nt		confirm	H
12	15	y		confirm	H
12	16	S4		confirm	H
12	17	Lx		confirm	H
12	18	S		confirm	H
12	19	_		plain	M
12	20	_		plain	H
12	21	_		plain	H
12	22	ch		confirm	H
12	23	_		plain	H
12	24	N		confirm	M	partially obscured by archival stamp
12	25	eps		confirm	H
12	26	#		confirm	H
12	27	p		confirm	H
12	28	_		plain	M
13	1	_		plain	H
13	2	_		plain	H
13	3	eps		confirm	M
13	4	tee		confirm	H
13	5	_		plain	H
13	6	_		plain	M	continues plain word "rag(ione)"
13	7	_		plain	H
13	8	_		plain	H
13	9	+		confirm	M
13	10	Lx		confirm	H
13	11	y		confirm	H
13	12	S		confirm	H
13	13	]	o	confirm	H
13	14	S7	dot|dot	confirm	H
13	15	U		confirm	H
13	16	w		confirm	H
13	17	o.		confirm	H
13	18	S7		confirm	H
13	19	eps	7	correct	M	epsilon shape with 7 mark, not plain
13	20	m	~	confirm	H
13	21	phi		confirm	H
13	22	y		confirm	H
13	23	S		confirm	H
13	24	]	o	confirm	H
13	25	tee		confirm	H
13	26	f		confirm	H
13	27	w		split	M	top half, box held two signs
13	27.5	m		split	M	bottom half, box held two signs
13	28	bh		confirm	H
14	1	_		plain	H
14	2	_		plain	M	continues plain word "fra"
14	3	_		plain	H
14	4	_		plain	M	continues plain word, letter a
14	5	_		plain	H
14	6	_		plain	M
14	7	_		plain	H	"Cosr..." plain name
14	8	_		plain	M	continues plain word
14	9	_		plain	H
14	10	_		plain	H	"hono" plain word
14	11	S4		confirm	L
14	12	dl		confirm	H
14	13	Lx		confirm	H
14	14	H	o|1	confirm	H
14	15	]	o	confirm	H
14	16	g	5	split	M	top of stacked g cluster
14	16.5	g		split	M	bottom of stacked g cluster
14	17	]		confirm	H
