f54r_L01
f54r_L02	sym:capital-r-crossed-stroke? w:de? w:dnt w:tanq w:ptr sym:c-hook-tail? sym:cross-tick sym:small-circle-with-bar? sym:open-box-bracket sym:m-with-tilde sym:letter-cluster-liyz-slashed? sym:cross-tick sym:open-box-bracket 29 sym:circle-dot-mark? sym:cursive-r-double-dot-hook^7 sym:o-with-loop-hook^55? sym:epsilon-curl sym:delta-cross-slashed?
f54r_L03	sym:g-with-tilde sym:m-with-tilde sym:w-flourish sym:capital-l-with-tilde-g? 071 sym:e-with-tilde-g? w:yt? sym:capital-k sym:phi-loop sym:small-circle sym:cursive-r-double-dot-hook^7 sym:cross-tick sym:cursive-a-hook^7? sym:lambda-peak sym:e-with-double-hash? sym:w-flourish sym:c-hook-tail? sym:capital-k sym:lambda-with-double-slash?
f54r_L04	sym:phi-with-small-circle? sym:n-with-flag-stroke^4 sym:small-circle-hook? sym:small-circle-hook^71? sym:cross-tick sym:y-with-double-hash^7? sym:m-with-hook^3? sym:cross-tick-flourish? w:tutto w:quello w:che w:.s. w:.s.ta? w:desidera 14 4
f54r_L05	sym:phi-loop sym:cursive-c-hook? sym:lambda-peak sym:cursive-r-double-dot-hook sym:small-circle^2 sym:n-with-flag-stroke sym:double-hash-tick sym:y-letter-shape? sym:z-with-crossbar sym:hook-flag-mark? sym:w-flourish sym:e-with-double-hash sym:reversed-r-loop? sym:n-with-flag-stroke sym:hook-flag-mark^7? sym:m-tilde-flourish sym:w-flourish sym:m-with-tilde sym:lambda-peak sym:y-letter-shape? sym:hook-flag-f? sym:w-flourish
f54r_L06	sym:y-letter-shape? sym:open-box-flag^7? sym:cursive-x-hook? sym:open-box-hook-f? sym:w-flourish sym:hook-flag-mark? sym:cursive-x-hook? sym:capital-h sym:triple-hash^3? sym:cross-tick w:piu w:volte w:mi w:ha' w:detto w:et w:dic?
f54r_L07	4 sym:n-with-flag-stroke sym:cross-tick sym:open-box-bracket^2? sym:e-with-double-hash sym:reversed-c-bracket^7? sym:e-hook? sym:z-flag-hook? sym:hook-flag-mark? sym:open-box-circle-small? w:br? sym:open-box-circle-cross? sym:capital-h-flag? sym:hook-flag-f? sym:w-flourish sym:y-letter-shape? sym:m-letter-shape?
f54r_L08	sym:open-box-cross? sym:phi-loop sym:u-w-hook? sym:a-with-circle^2? sym:delta-hook^7? sym:hash-circle^73? sym:open-box-bracket? sym:g-with-hook^7? sym:lambda-lambda-pair? sym:cross-tick sym:delta-lambda-hook^7? sym:e-with-hash-g? sym:u-bracket-shape? sym:dt-hash^2? sym:cross-hash-hook? sym:cross-hash-w-y? sym:small-o-mark? sym:open-box-bracket? sym:m-with-tilde^2
f54r_L09	sym:g-shape^5? sym:hook-flag-mark? sym:cross-tick sym:cross-tick sym:n-with-flag-stroke? sym:z-with-crossbar? sym:g-shape^2? sym:z-hook? sym:open-box-bracket? sym:n-with-flag-hash? sym:z-hook? sym:a-with-circle-hook? sym:g-shape^2? sym:y-letter-shape? sym:z-hook? sym:w-flourish sym:n-with-flag-stroke? sym:m-with-hash^5ot? sym:cross-tick sym:hook-flag-mark? w:con?
f54r_L10	w:avvenuto? w:di? w:duca w:secondo w:mi w:poco w:credibile?
f54r_L11	sym:lambda-hook^7? sym:lambda-peak sym:g-with-hash-y? sym:lambda-lambda-pair? sym:open-box-bracket? sym:g-shape^2? sym:open-box-bracket? sym:m-hook-mark? sym:hook-flag-mark? sym:o-flag-mark? 22 sym:y-letter-shape? sym:open-box-bracket? sym:g-shape? sym:m-g-shape^3? sym:g-shape^7? sym:hook-flag^4? sym:hook-flag^7? sym:h-shape^10?
