f54r_L01
f54r_L02	sym:capital-r-with-x-cross? w:dr? w:dnt? w:tanq3? w:ptr? sym:hook-with-crossbar? w:che m sym:reversed-l-shape? sym:i-with-hook? sym:y-with-tail? sym:z-with-slash? w:che sym:a-with-cross^superscript sym:o-with-loop? sym:y-with-two-strokes^5-5 sym:backward-3? sym:x-strike sym:open-c-shape?
f54r_L03	sym:hooked-g-with-tilde sym:m-with-tilde sym:looped-l-with-tilde sym:hooked-g-with-tilde^2 sym:looped-o-with-hook 29 sym:hooked-e-with-crossbar sym:hooked-g-with-tilde sym:y-with-tail sym:letter-k sym:squared-p-shape sym:o-with-ring sym:looped-r-with-hook^dots sym:p-with-crossbar^7 sym:a-with-loop^7 sym:looped-lambda sym:hooked-e-double-hash sym:w-with-hook sym:p-with-crossbar sym:letter-k sym:lambda-with-double-slash
f54r_L04	sym:p-with-ring sym:o-with-ring^n4 sym:o-with-ring sym:looped-l-with-hook^7 sym:lambda-shape sym:hooked-e-with-crossbar sym:y-double-hash^7 sym:looped-o-hook^3 sym:cross-bar-d w:tutto w:quello w:che
f54r_L05	sym:cross-bar-d w:tutto w:quello w:che w:.s. w:s.tu w:desidera sym:lambda-cross^1 sym:lambda-cross
f54r_L06	sym:hooked-p-with-loop sym:o-ring-double-hash sym:looped-x-shape sym:o-ring-hook^8 sym:f-with-hook sym:w-with-hook sym:p-crossbar sym:looped-x-shape sym:letter-h^3 sym:looped-e-shape lambda-cross w:piu w:uolte w:mi w:ha w:detto w:et w:dice
f54r_L07	sym:lambda-cross^3 sym:p-crossbar sym:looped-x-shape sym:hooked-n-with-crossbar^cross sym:reversed-l-shape sym:hooked-e-double-hash sym:reversed-c^7 sym:hooked-e-with-crossbar sym:p-crossbar sym:o-ring-loop^o sym:b-with-loop sym:o-ring-loop^of sym:letter-h^delta sym:f-with-hook-w-loop-y^1
f54r_L08	sym:letter-h^of^delta sym:f-with-hook-w-loop-y sym:m-with-hook^3 sym:letter-a sym:looped-x-shape sym:looped-x-shape sym:reversed-l-shape^2 sym:w-with-hook sym:p-crossbar sym:reversed-c^7 sym:p-with-loop sym:o-ring^of sym:hooked-phi sym:u-w-hook sym:p-with-loop^a sym:o-with-tail^delta-p^7 sym:o-ring^double-hash sym:hooked-g-with-tilde sym:y-with-loop sym:lambda-shape^double sym:cross-bar sym:reversed-delta-shape sym:looped-lambda-p^7 sym:hooked-e-with-tilde sym:hooked-g-with-tilde^double-hash
f54r_L09	sym:hooked-g-with-tilde^5 sym:looped-r-cross sym:cross-bar sym:reversed-delta sym:hooked-n^n^2 sym:z-with-slash sym:backward-epsilon^2 sym:hooked-g-with-tilde sym:z-with-slash^n4 sym:reversed-open-box^of sym:z-with-slash^n sym:reversed-open-box^2 sym:a-with-loop sym:looped-o-hook sym:hooked-g-with-tilde^2 sym:y-with-tail sym:backward-epsilon w:con
f54r_L10	w:lauenuta w:di w:duca w:secondo w:mia w:poco w:credibile 14 sym:comma-shape^13 sym:comma-shape^5 sym:looped-r-cross sym:backward-epsilon-7
f54r_L11	sym:lambda-cross^7 sym:lambda-shape sym:hooked-g-with-tilde^2 sym:y-with-tail sym:lambda-double sym:reversed-open-box sym:hooked-g-with-tilde^2 sym:o-with-ring^5 sym:comma-shape sym:hooked-m-with-tilde sym:z-with-slash^4 10
f54r_L12	sym:looped-u-with-hook sym:hooked-g-with-tilde^2^2 sym:double-hash sym:hooked-e-with-tilde^2 sym:m-with-hook-w-loop sym:z-with-slash^2 sym:z-with-slash^2 sym:hooked-g-with-tilde sym:lambda-shape sym:y-with-tail sym:reversed-c sym:hooked-m-with-tilde^7 sym:y-with-tail
f54r_L13	sym:reversed-open-box^of sym:reversed-open-box^of-s sym:hooked-g-with-tilde sym:y-with-tail sym:reversed-open-box^of-c sym:double-hash
f54r_L14	sym:looped-r-cross sym:p-crossbar^7 sym:hooked-n-with-tilde sym:hooked-g-with-tilde^1-2 sym:a-with-loop^7 sym:lambda-shape sym:double-hash sym:looped-w-with-hook sym:p-crossbar sym:letter-k^17 sym:double-hash^13 sym:o-with-ring
f54r_L15	sym:letter-k^17 sym:double-hash^13 sym:o-with-ring sym:cross-t sym:reversed-open-box sym:looped-v-with-loop sym:y-with-tail^double-ring sym:reversed-open-box sym:m-with-hook sym:z-with-slash sym:reversed-c sym:z-with-slash sym:theta-shape^double-hash
f54r_L16	w:stando w:ancora sym:cross-bar sym:open-c-shape^double-hash sym:hooked-e-with-cross sym:a-with-hook-double-hash^cross sym:looped-o-hook w:come
f54r_L17	sym:hooked-e-with-cross sym:a-with-hook-double-hash^cross sym:looped-o-hook w:come sym:looped-a-shape^1 w:pure sym:v.s.?
f54r_L18	w:ricordera w:quello w:che w:li w:parra sym:epsilon-shape w:piaciuto w:a.s. w:mta sym:epsilon-shape w:ricordo w:di
f54r_L19	w:tentassi w:piu sym:lambda-cross sym:hooked-e-with-cross sym:letter-k sym:looped-x-with-hook sym:looped-x-with-hook^cross^5 sym:backward-epsilon^7 sym:reversed-l-shape^5
f54r_L20	sym:reversed-l-shape^5 sym:backward-epsilon^7 sym:reversed-open-box^cross w:la w:oppinione
