f54r_L01
f54r_L02	w:R? w:do? w:Dnt? w:Tanq? w:Ptr? + o^~? S4? ch m L? y? Z f ch o.? y a?
f54r_L03	rz g^~ m w L g^~ S7^o lam^7 eps^# g^~ y tee K phi ]^o (^dot dh^+ a^~ lam^~ eps^# w h K^14 lam^#
f54r_L04	phi^o ] N^dot ]^dot [ lam eps^dot y eps^# g^7 tee dh w:Tutto w:quello w:che w:.s. w:.s. w:desidera 14 4
f54r_L05	phi psi^1 v^dot ]^o g^2 nt^# S7^7 y Z f h w e^# Z nt f^dot h^# S7^7 m^2 w m lam^3? y f w
f54r_L06	y ]^dot^# Z ]^o tee? f w h Z H^8 rz^3 S4 w:Piu w:uolte w:mi w:ha w:detto w:et w:dicono?
f54r_L07	S4 nt + L eps^# [ 7? dl? h bh^3? r? ]^ot H^8 f w y m^3 lam? N? Z [^2? w tee [ nt h
f54r_L08	]^ot phi U w h a^2 bh^7 #^dot ]^o g^7? y lam lam tee dl? lam^7 h^# eps^dot g^# [ h^# w y ]^ot? m^2
f54r_L09	g^5 rz tee S4 dl? Z^dot eps g^2 nt^# Z^ot a bh rz g^2 psi? eps w nt m^ot^5 S4 rz ( w:Con?
f54r_L10	w:lauenuta w:di w:Duca w:secondo w:mi w:Poco w:credibile? 14 rz^13? rz^3? rz^5? eps tee?
f54r_L11	lam^2 lam^1 g^2 psi lam lam^7^3? [ g^2 ]^o m^5 nt? rz? nt? o. x:illegible-blot y^0? S^3? ]^2? g^7 m^4 g^7? lam^1? H^10
f54r_L12	]^2 g^2 lam^7? eps^# m w rz rz g^2 lam? x:unclear-cluster? eps? m? g? y? S? ]^ot ]^ot^5? ]^ot? #
f54r_L13	rz tee S4^4? nt g a^1 lam^2 eps^# w bh K^14^# tee? v? y ]^o rz^2 S7^2? lam^7? g y^1? lam? x:unclear? eps^ti? m g^7?
f54r_L14	rz h^3 g w S7 o.? dl? rz g f w h Z g^2 ]^ot H^10^5^# S4? dl? w:Pure w:ame w:pari?
f54r_L15	H^10 ]^ot rz g^2? g y^73? m [^1? lam? ]^o m nt m nt rz phi^#? x:unclear-cluster lam? S4? w:maxime?
f54r_L16	w:sfando w:ancora w:cosi? + eps^dot? a? tee? + o? w:Conte w:Stanno w:Pure w:v.s.
f54r_L17	w:ricordera w:quello w:ch w:li w:parra w:e w:Piaciuto w:a w:.s. w:M^ta? eps? w:ricordo w:di
f54r_L18	w:.s. w:.s. rz K^7^8^1? a^7 eps^1 rz phi^o w tee m^5 psi^1? eps^dot? w^o #^dot y S4 o.? ( w:Con?
f54r_L19	w:tentassi w:Piu tee^+ eps^dot K^1 Lx? w Lx? eps^+? +^5? eps L^5? w a^2 y S4 o.^4? w:laoppinjone
f54r_L20	w:dj? w:.s. w:.s. eps^+ w:desidera w:in w:tal w:Caso w:ch w:.n. w:.s. S4 U w h a^2 dh y ]^o eps^#
