line	pos	code	marks	action	conf	note
1	1	y		confirm	H	
1	2	ch		confirm	M	
1	3	_		plain	M	
1	4	_	1	plain	H	
1	5	_		plain	H	
1	6	_		plain	H	
1	7	_	#	plain	H	
1	8	w		confirm	M	
1	9	_		plain	M	
1	10	+		correct	M	oversized/merged box (dist 6.16 highest non-plain call on leaf); cross+flag shape closer to atlas '+' (single cross standing) than 'g' (loop); confusable +/# per J's list, defer to pass B
1	11	psi		confirm	M	
1	12	nt		confirm	H	
1	13	bh		confirm	H	
1	14	a	5	correct	H	bold cursive 'a' (atlas match) with superscript '5' mark not auto-segmented by the classifier; classifier called it plain at share 0.80
1	15	a	5	correct	H	same as pos14: bold cursive 'a' with superscript '5' mark, classifier called it plain at share 0.80
1	16	tee		confirm	H	
1	17	lam		confirm	H	
1	18	S		confirm	H	
1	19	Z	dot|ot	confirm	H	
1	20	g		confirm	H	
1	21	lam	7	confirm	H	
1	22	rz	~	confirm	H	
1	23	g		confirm	H	
1	24	_		plain	M	
1	25	tee		confirm	H	
1	26	lam		confirm	H	
1	27	S		confirm	H	
1	28	_	dot	plain	H	
1	29	bh	dot	confirm	H	
1	30	Z	#	correct	M	diagonal+hash shape matches atlas Z (marks_seen includes '#'); classifier's own top guess was Z but cluster disagreed (share 0.43)
1	31	phi	dot	confirm	M	
1	32	w		confirm	H	
2	1	v	dot	confirm	H	atlas v = 'curved v with a hooked left arm (ṽ-like)' -- exact match to the tilde-over-hook shape seen, despite share 0.40
2	2	_		plain	M	
2	3	S7		confirm	H	
2	4	y	5	confirm	H	
2	5	w		confirm	H	
2	6	Z	ot	confirm	H	
2	7	lam		confirm	H	
2	8	g	~	confirm	H	
2	9	e		confirm	H	
2	10	tee		confirm	H	
2	11	K	1	confirm	H	
2	12	phi	5	confirm	M	
2	13	U		confirm	H	
2	14	w		confirm	H	
2	15	bh		confirm	H	
2	16	lam	~	confirm	H	
2	17	_		plain	H	
2	18	bh		confirm	H	
2	19	g		confirm	H	
2	20	Z		confirm	M	
2	21	Z		confirm	H	
2	22	g		confirm	H	
2	23	S		confirm	H	
2	24	e		confirm	H	
2	25	p	1	confirm	H	
2	26	eps	o	confirm	H	
2	27	tee		confirm	M	
2	28	p		confirm	H	
2	29	_		correct	H	plain cursive word ('harmj'/'barmi'), not sign nt -- classifier's own cluster_code already disagreed (_), share 0.60
3	1	y	dot	confirm	H	
3	2	_	dot	plain	H	
3	3	_		plain	M	
