line	pos	code	marks	action	conf	note
1	1	]	o|dot	correct	M	box is a ⊐ shape open to the LEFT with a small 'o' loop and two dots above (matches atlas ']', marks_seen o/dot are its most common), not a cursive 'y'
1	2	o.	dot	confirm	H
1	3	_		plain	H	part of the plain ligature "et" immediately before the legible plain word "Prometto"; not a real eps sign
1	4	_		plain	H	crossed-t stroke of the plain "et" ligature
1	5	_		plain	H	initial "P" of the legible plain word "Prometto", not the cipher "p" sign
1	6	_		plain	H	rest of the plain word "Prometto" ("rometto")
1	7	_		plain	H	part of the legible plain word "aura", not a "#" sign
1	8	_		plain	H	rest of the plain word "aura" ("ra")
1	9	_		plain	M	tall raised caret/dot flourish between "aura" and ".s.", not a sign
1	10	_		plain	M	narrow mark, likely part of ".s." abbreviation punctuation
1	11	S4		confirm	H
1	12	dl		confirm	H
1	13	#		correct	M	zoom shows two horizontal crossbars on the vertical stroke (double-barred cross), matches "#" not a single "+"
1	14	Lx		confirm	H
1	15	w	1|5	correct	M	wavy double-hump shape under numeral marks 1 and 5 resembles cipher "w"; flanked by cipher signs (Lx, y) on both sides, not part of any legible word, so not plain filler despite classifier's high-confidence "_"
1	16	y		confirm	H
1	17	y		confirm	H
1	18	g	~	confirm	H
1	19	a		correct	M	bold blocky letterform matches atlas cipher sign "a" (not a plain filler letter); its "5" mark sits in the adjacent oversegmented box at pos 20
1	20	_	5	plain	M	isolated raised numeral "5" with no baseline stroke of its own; oversegmented from the "a" sign at pos 19, not an independent "S" sign as classifier proposed
1	21	a	1	correct	M	bold blocky letterform with mark "1" matches atlas cipher sign "a", not plain filler; marks (1,5) match a's typical marks_seen
1	22	o.		confirm	H
1	23	m	7	confirm	H
1	24	nt		confirm	H
1	25	y		confirm	H
1	26	S		confirm	H
2	1	y		confirm	H
2	2	y		confirm	H
2	3	Z		correct	M	cursive zigzag shape matches "Z", not plain; an unclear flourish above it doesn't match the standard marks vocabulary so left blank
2	4	g	~	confirm	H
2	5	sq		confirm	H	clean square-box shape confirmed despite low classifier share; the adjacent "nt" glyph's ascender was mistaken for an attached mark on zoom, does not belong to this box
2	6	nt		confirm	H	matches "n joined to a crossed stroke" atlas description clearly despite low classifier share
2	7	psi		confirm	H
