line	pos	code	marks	action	conf	note
1	1	_		plain	L	isolated double diagonal stroke, no loop; unclear match
1	2	o.		confirm	H	
1	3	y		confirm	H	
1	4	bh		confirm	H	
1	5	e		confirm	H	
1	6	tee		confirm	M	thin ascender, plausible tee but adjoins plain word at pos7
1	7	_		plain	M	clear capital cursive T, part of plain word
1	8	_		plain	M	same plain-cursive word as pos7
1	9	_		plain	M	continuous cursive stroke, part of same plain word as pos7-8
1	10	_		plain	M	continuous cursive stroke, part of same plain word
1	11	_	~	plain	M	continuous cursive stroke, part of same plain word
1	12	bh		confirm	H	
1	13	g		confirm	H	
1	14	_	#	plain	M	small connecting flourish, plain
1	15	Z	dot	correct	M	clear Z-shaped glyph with superscript mark; classifier called it plain
1	16	nt		confirm	H	
1	17	y		confirm	M	
1	18	e		confirm	H	
1	19	w		confirm	H	
1	20	_		plain	M	continuous cursive o-shape merging with pos19/21, not S7
1	21	_	dot	plain	M	continuous cursive tail, not Z shape
1	22	w		confirm	H	
1	23	H	5|1	confirm	H	
1	24	nt		confirm	H	
1	25	S7		confirm	H	
1	26	_	dot|#|~	plain	H	
1	27	_	#|dot	plain	M	"marginal annotation (""38"" plus a cursive word), not ciphertext"
1	28	S		confirm	L	tiny isolated mark, ambiguous shape
1	29	S		confirm	H	
2	1	e		confirm	H	
2	2	e	dot|#	confirm	H	
2	3	#	dot|~	confirm	H	
2	4	bh		confirm	H	
2	5	S7		confirm	H	
2	6	Z	dot	confirm	H	
2	7	e		confirm	H	
2	8	wd		confirm	H	
2	9	y		confirm	H	
2	10	a	~	confirm	H	
2	11	_		plain	H	
2	12	bh		confirm	M	
2	13	a	1	confirm	H	
2	14	a	1	confirm	H	
2	15	S		confirm	H	
2	16	w		confirm	H	
2	17	rz		confirm	H	
2	18	y		confirm	H	
2	19	tee		confirm	H	
2	20	_		plain	H	
2	21	g		correct	M	clear g-loop shape with superscript mark; classifier called it plain
2	22	_		plain	M	
2	23	_		plain	H	
2	24	S7		confirm	H	
2	25	bh		confirm	H	
2	26	g	~	confirm	H	
2	27	y		confirm	H	
2	28	_	o	plain	H	
2	29	_		plain	H	
2	30	bh		confirm	H	
2	31	]	o	confirm	H	
2	32	lam	5	confirm	H	
2	33	phi		confirm	H	
2	34	a	7	confirm	H	
3	1	_		plain	M	
3	2	_		plain	H	
3	3	m	1	confirm	H	
3	4	w		confirm	H	
3	5	]	o	confirm	H	
3	6	lam	5	confirm	H	
3	7	H	1|5	confirm	H	
3	8	e		confirm	H	
3	9	wd		confirm	H	
3	10	y		confirm	H	
3	11	L		confirm	H	
3	12	w		confirm	H	
3	13	tee		confirm	H	
3	14	o.		confirm	H	
3	15	nt		confirm	H	
3	16	bh		confirm	H	
3	17	]	o	confirm	H	
3	18	e		confirm	H	
3	19	_		plain	H	
3	20	phi		confirm	H	
3	21	y		confirm	M	
3	22	nt		confirm	H	
3	23	_		plain	H	
3	24	_		plain	H	
3	25	g	~	confirm	H	
3	26	g	1	confirm	H	
3	27	g		confirm	M	
4	1	_		plain	H	
4	2	S4		confirm	H	
4	3	dl		confirm	H	
4	4	y		confirm	H	
4	5	w		confirm	M	
4	6	_		plain	H	
4	7	_		plain	H	
4	8	_		plain	H	
4	9	eps		confirm	H	
4	10	+		confirm	H	
4	11	y		confirm	H	
4	12	_		plain	M	nested sub-stroke of pos11 glyph, not a separate sign
4	13	_		plain	M	
4	14	a	dot	confirm	H	
4	15	_		plain	H	
4	16	_		plain	H	
4	17	_		plain	M	
4	18	_		plain	H	
4	19	_		plain	H	
4	20	_		plain	M	tail of plain cursive word (sapno/allo mandare stretch), not N
4	21	_		plain	M	
4	22	_		plain	H	
4	23	_		plain	M	
4	24	_		plain	M	
4	25	_		plain	H	
4	26	_		plain	M	
5	1	y		confirm	H	
5	2	_		plain	H	
5	3	_		plain	M	plain cursive a/u between separator dots, not N shape
5	4	_		plain	H	
5	5	_	1	plain	H	
5	6	_	dot	plain	M	plain lowercase s completing word coferisca, not a separate S sign
5	7	_		plain	M	
5	8	_		plain	H	
5	9	_		plain	M	
5	10	lam		confirm	M	
