line	pos	group	conf	alt
mssDE55_p2_L01	1	537	H
mssDE55_p2_L01	2	745	H
mssDE55_p2_L01	3	391	H
mssDE55_p2_L01	4	202	H
mssDE55_p2_L01	5	440	H
mssDE55_p2_L01	6	331	H
mssDE55_p2_L01	7	643	H
mssDE55_p2_L01	8	367	H
mssDE55_p2_L01	9	959	H
mssDE55_p2_L01	10	381	H
mssDE55_p2_L02	1	557	H
mssDE55_p2_L02	2	729	H
mssDE55_p2_L02	3	771	H
mssDE55_p2_L02	4	553	H
mssDE55_p2_L02	5	153	H
mssDE55_p2_L02	6	846	H
mssDE55_p2_L02	7	725	H
mssDE55_p2_L02	8	697	H
mssDE55_p2_L02	9	626	H
mssDE55_p2_L02	10	525	H
mssDE55_p2_L03	1	1070	H
mssDE55_p2_L03	2	761	H
mssDE55_p2_L03	3	743	H
mssDE55_p2_L03	4	725	H
mssDE55_p2_L03	5	40	H
mssDE55_p2_L03	6	703	H
mssDE55_p2_L03	7	346	H
mssDE55_p2_L03	8	531	H
mssDE55_p2_L03	9	1180	H
mssDE55_p2_L03	10	336	H
mssDE55_p2_L04	1	818	H
mssDE55_p2_L04	2	227	H
mssDE55_p2_L04	3	355	H
mssDE55_p2_L04	4	466	H
mssDE55_p2_L04	5	890	H
mssDE55_p2_L04	6	165	H
mssDE55_p2_L04	7	361	H
mssDE55_p2_L04	8	248	H
mssDE55_p2_L04	9	940	H
mssDE55_p2_L04	10	757	H
mssDE55_p2_L05	1	650	H
mssDE55_p2_L05	2	745	H
mssDE55_p2_L05	3	553	H
mssDE55_p2_L05	4	501	H
mssDE55_p2_L05	5	500	H
mssDE55_p2_L05	6	408	H
mssDE55_p2_L05	7	442	H
mssDE55_p2_L05	8	894	H
mssDE55_p2_L05	9	1161	H
mssDE55_p2_L05	10	122	H
mssDE55_p2_L05	11	993	M	998
mssDE55_p2_L06	1	997	H
mssDE55_p2_L06	2	729	H
mssDE55_p2_L06	3	743	H
mssDE55_p2_L06	4	355	H
mssDE55_p2_L06	5	385	H
mssDE55_p2_L06	6	595	H
mssDE55_p2_L06	7	561	H
mssDE55_p2_L06	8	103	H
mssDE55_p2_L06	9	420	H
mssDE55_p2_L06	10	1076	H
mssDE55_p2_L07	1	1173	H
mssDE55_p2_L07	2	821	H
mssDE55_p2_L07	3	846	H
mssDE55_p2_L07	4	383	H
mssDE55_p2_L07	5	645	H
mssDE55_p2_L07	6	713	H
mssDE55_p2_L07	7	1151	H
mssDE55_p2_L07	8	1018	H
mssDE55_p2_L07	9	214	H
mssDE55_p2_L07	10	490	H
mssDE55_p2_L08	1	642	H
mssDE55_p2_L08	2	767	H
mssDE55_p2_L08	3	785	H
mssDE55_p2_L08	4	1169	H
mssDE55_p2_L08	5	1171	H
mssDE55_p2_L08	6	757	H
mssDE55_p2_L08	7	751	H
mssDE55_p2_L08	8	127	H
mssDE55_p2_L08	9	643	H
mssDE55_p2_L08	10	935	H
mssDE55_p2_L08	11	915	H
mssDE55_p2_L09	1	1038	H
mssDE55_p2_L09	2	1161	H
mssDE55_p2_L09	3	1171	H
mssDE55_p2_L09	4	1056	H
mssDE55_p2_L09	5	602	H
mssDE55_p2_L09	6	1193	H
mssDE55_p2_L09	7	832	H
mssDE55_p2_L09	8	444	H
mssDE55_p2_L09	9	1086	H
mssDE55_p2_L10	1	1159	H
mssDE55_p2_L10	2	89	H
mssDE55_p2_L10	3	779	H
mssDE55_p2_L10	4	682	H
mssDE55_p2_L10	5	234	H
mssDE55_p2_L10	6	739	H
mssDE55_p2_L10	7	529	H
mssDE55_p2_L10	8	892	H
mssDE55_p2_L10	9	1135	H
mssDE55_p2_L10	10	939	H
mssDE55_p2_L11	1	149	H
mssDE55_p2_L11	2	1197	H
mssDE55_p2_L11	3	480	H
mssDE55_p2_L11	4	454	H
mssDE55_p2_L11	5	976	H
mssDE55_p2_L11	6	441	H
mssDE55_p2_L11	7	1102	H
mssDE55_p2_L11	8	848	H
mssDE55_p2_L11	9	1187	H
mssDE55_p1_L01	1	835	H
mssDE55_p1_L01	2	1086	H
mssDE55_p1_L02	1	529	H
mssDE55_p1_L02	2	512	H
mssDE55_p1_L02	3	831	H
mssDE55_p1_L02	4	597	H
mssDE55_p1_L02	5	549	H
mssDE55_p1_L02	6	436	H
mssDE55_p1_L02	7	14	H
mssDE55_p1_L02	8	1149	H
mssDE55_p1_L02	9	1048	H
mssDE55_p1_L02	10	517	H
mssDE55_p1_L03	1	789	H
mssDE55_p1_L03	2	836	H
mssDE55_p1_L03	3	997	H
mssDE55_p1_L03	4	543	H
mssDE55_p1_L03	5	952	H
mssDE55_p1_L03	6	941	H
mssDE55_p1_L03	7	1070	H
mssDE55_p1_L03	8	202	H
mssDE55_p1_L03	9	593	H
mssDE55_p1_L04	1	680	H
mssDE55_p1_L04	2	517	H
mssDE55_p1_L04	3	1197	H
mssDE55_p1_L04	4	480	H
mssDE55_p1_L04	5	454	H
mssDE55_p1_L04	6	940	H
mssDE55_p1_L04	7	464	H
mssDE55_p1_L04	8	717	H
mssDE55_p1_L04	9	1053	H
mssDE55_p1_L04	10	1183	H
mssDE55_p1_L05	1	561	H
mssDE55_p1_L05	2	247	H
mssDE55_p1_L05	3	311	H
mssDE55_p1_L05	4	787	H
mssDE55_p1_L05	5	545	H
mssDE55_p1_L05	6	1165	H
mssDE55_p1_L05	7	36	H
mssDE55_p1_L05	8	976	H
mssDE55_p1_L05	9	723	H
mssDE55_p1_L05	10	1051	H
mssDE55_p1_L06	1	589	H
mssDE55_p1_L06	2	713	H
mssDE55_p1_L06	3	1070	H
mssDE55_p1_L06	4	331	H
mssDE55_p1_L06	5	631	H
mssDE55_p1_L06	6	1096	H
mssDE55_p1_L06	7	997	H
mssDE55_p1_L06	8	12	H
mssDE55_p1_L06	9	884	H
mssDE55_p1_L07	1	1024	H
mssDE55_p1_L07	2	703	H
mssDE55_p1_L07	3	355	H
mssDE55_p1_L07	4	217	H
mssDE55_p1_L07	5	531	H
mssDE55_p1_L07	6	642	H
mssDE55_p1_L07	7	480	H
mssDE55_p1_L07	8	446	H
mssDE55_p1_L07	9	80	H
mssDE55_p1_L07	10	428	H
mssDE55_p1_L08	1	267	H
mssDE55_p1_L08	2	976	H
