line	position	sign	confidence	alt	why
hstam_4_h_1411_0016_L06	2	0	H		agree
hstam_4_h_1411_0016_L06	3	08	M	B:98	differ
hstam_4_h_1411_0016_L06	4	36	H		agree
hstam_4_h_1411_0016_L06	5	H	H		agree
hstam_4_h_1411_0016_L06	6	83	H		agree
hstam_4_h_1411_0016_L06	7	35	H		agree
hstam_4_h_1411_0016_L06	8	N	H		agree
hstam_4_h_1411_0016_L06	9	58	H		agree
hstam_4_h_1411_0016_L06	10	75	H		agree
hstam_4_h_1411_0016_L07	1	97	H		agree
hstam_4_h_1411_0016_L07	2	4	M	B:y	differ
hstam_4_h_1411_0016_L07	3	44	H		agree
hstam_4_h_1411_0016_L07	4	84	H		settled:zoomed 3x on L07/L14 (2 of 3 occurrences); digit after 8 matches the line-local 4-shape (e.g. L14 pos1 43, L07 pos2-3 44), not the local 7-shape (diagonal stroke, e.g. L07 7054/37/70) -- pass A misread 84 as 87 in all 3 occurrences, pass B correct
hstam_4_h_1411_0016_L07	5	42	H		agree
hstam_4_h_1411_0016_L07	6	z07	M	B:20z	differ
hstam_4_h_1411_0016_L07	7	98	H		agree
hstam_4_h_1411_0016_L07	8	95	H		agree
hstam_4_h_1411_0016_L07	9	W	H		agree
hstam_4_h_1411_0016_L07	10	84	H		agree
hstam_4_h_1411_0016_L07	11	53	M	B:63	differ
hstam_4_h_1411_0016_L07	12	13	H		agree
hstam_4_h_1411_0016_L07	13	70	M	B:-	gap
hstam_4_h_1411_0016_L07	14	54	M	B:7054	differ
hstam_4_h_1411_0016_L07	15	26	M		agree-flagged
hstam_4_h_1411_0016_L07	16	79	H		agree
hstam_4_h_1411_0016_L07	17	97	H		agree
hstam_4_h_1411_0016_L07	18	84	H		agree
hstam_4_h_1411_0016_L07	19	97	H		agree
hstam_4_h_1411_0016_L07	20	37	H		agree
hstam_4_h_1411_0016_L07	21	55	H		agree
hstam_4_h_1411_0016_L07	22	97	H		agree
hstam_4_h_1411_0016_L07	23	4	H		agree
hstam_4_h_1411_0016_L07	24	84	H		agree
hstam_4_h_1411_0016_L07	25	91	H		agree
hstam_4_h_1411_0016_L07	26	70	H		agree
hstam_4_h_1411_0016_L07	27	S	H		agree
hstam_4_h_1411_0016_L07	28	30	H		agree
hstam_4_h_1411_0016_L07	29	10	M	B:16	differ
hstam_4_h_1411_0016_L07	30	43	H		agree
hstam_4_h_1411_0016_L07	31	70	M	B:79	differ
hstam_4_h_1411_0016_L07	32	25	M		agree-flagged
hstam_4_h_1411_0016_L07	33	10	M	B:06	differ
hstam_4_h_1411_0016_L08	1	39	H		agree
hstam_4_h_1411_0016_L08	2	H	M	B:-	gap
hstam_4_h_1411_0016_L08	3	40	M	B:-	gap
hstam_4_h_1411_0016_L08	4	94	M	B:-	gap
hstam_4_h_1411_0016_L08	5	z0	M	B:-	gap
hstam_4_h_1411_0016_L08	6	13	M	B:ILLEGIBLE	differ
hstam_4_h_1411_0016_L08	7	6	M	B:ILLEGIBLE	differ
hstam_4_h_1411_0016_L08	8	98	H		agree
hstam_4_h_1411_0016_L08	9	11	H		agree
hstam_4_h_1411_0016_L08	10	40	H		agree
hstam_4_h_1411_0016_L08	11	16	H		agree
hstam_4_h_1411_0016_L08	12	97	H		agree
hstam_4_h_1411_0016_L08	14	235	M	B:z235	differ
hstam_4_h_1411_0016_L08	15	B	H		agree
hstam_4_h_1411_0016_L08	16	1	M	B:-	gap
hstam_4_h_1411_0016_L08	17	97	H		agree
hstam_4_h_1411_0016_L08	18	z1	M	B:ji	differ
hstam_4_h_1411_0016_L08	19	91	H		agree
hstam_4_h_1411_0016_L08	20	49	H		agree
hstam_4_h_1411_0016_L08	21	96	M	B:90	differ
hstam_4_h_1411_0016_L08	22	63	H		agree
hstam_4_h_1411_0016_L08	23	73	H		agree
hstam_4_h_1411_0016_L08	24	N	M	B:-	gap
hstam_4_h_1411_0016_L08	25	51	M	B:N5	differ
hstam_4_h_1411_0016_L08	26	z1	M	B:91	differ
hstam_4_h_1411_0016_L08	27	25	M		agree-flagged
hstam_4_h_1411_0016_L08	28	60	H		agree
hstam_4_h_1411_0016_L08	29	90	H		agree
hstam_4_h_1411_0016_L08	30	25	M	B:15	differ
hstam_4_h_1411_0016_L08	31	36	H		agree
hstam_4_h_1411_0016_L08	32	2	M		agree-flagged
hstam_4_h_1411_0016_L08	33	27	M	B:-	gap
hstam_4_h_1411_0016_L08	34	55	M	B:-	gap
hstam_4_h_1411_0016_L08	35	7	M	B:-	gap
hstam_4_h_1411_0016_L08	36	77	M	B:-	gap
hstam_4_h_1411_0016_L08	37	6	M	B:-	gap
hstam_4_h_1411_0016_L08	38	73	M	B:-	gap
hstam_4_h_1411_0016_L08	39	25	M	B:-	gap
hstam_4_h_1411_0016_L08	40	11	M	B:-	gap
hstam_4_h_1411_0016_L08	41	29	M	B:-	gap
hstam_4_h_1411_0016_L08	42	z97	M	B:-	gap
hstam_4_h_1411_0016_L08	43	26	M	B:-	gap
hstam_4_h_1411_0016_L08	44	83	M	B:-	gap
hstam_4_h_1411_0016_L08	45	35	M	B:-	gap
hstam_4_h_1411_0016_L08	46	N	M	B:-	gap
hstam_4_h_1411_0016_L08	47	z2	M	B:-	gap
hstam_4_h_1411_0016_L08	48	69	M	B:-	gap
hstam_4_h_1411_0016_L08	49	79	M	B:-	gap
hstam_4_h_1411_0016_L08	50	F	M	B:-	gap
hstam_4_h_1411_0016_L08	51	46	M	B:-	gap
hstam_4_h_1411_0016_L08	52	11	M	B:-	gap
hstam_4_h_1411_0016_L08	53	16	M	B:-	gap
hstam_4_h_1411_0016_L08	54	83	M	B:-	gap
hstam_4_h_1411_0016_L08	55	74	M	B:-	gap
hstam_4_h_1411_0016_L08	56	23	M	B:-	gap
hstam_4_h_1411_0016_L08	57	61	M	B:-	gap
hstam_4_h_1411_0016_L08	58	32	M	B:-	gap
hstam_4_h_1411_0016_L08	59	30	M	B:-	gap
hstam_4_h_1411_0016_L09	1	76	M	B:78	differ
hstam_4_h_1411_0016_L09	2	84	H		agree
hstam_4_h_1411_0016_L09	3	z20	M	B:120	differ
hstam_4_h_1411_0016_L09	4	39	H		agree
hstam_4_h_1411_0016_L09	5	z2	M	B:22	differ
hstam_4_h_1411_0016_L09	6	27	H		agree
hstam_4_h_1411_0016_L09	7	9	H		agree
hstam_4_h_1411_0016_L09	8	4	H		agree
hstam_4_h_1411_0016_L09	9	84	H		agree
hstam_4_h_1411_0016_L09	10	31	H		agree
hstam_4_h_1411_0016_L09	11	99	H		agree
hstam_4_h_1411_0016_L09	12	39	H		agree
hstam_4_h_1411_0016_L09	13	D	H		agree
hstam_4_h_1411_0016_L09	14	48	H		agree
hstam_4_h_1411_0016_L09	15	63	H		agree
hstam_4_h_1411_0016_L09	16	26	M		agree-flagged
hstam_4_h_1411_0016_L09	17	87	H		agree
hstam_4_h_1411_0016_L09	18	68	H		agree
hstam_4_h_1411_0016_L09	19	29	M	B:129	differ
hstam_4_h_1411_0016_L09	20	83	H		agree
hstam_4_h_1411_0016_L09	21	70	H		agree
