line	pos	sign	conf	value	grade
f110-1	1	L		r	H
f110-1	2	7		o	H
f110-1	3	h		e	H
f110-1	4	T=		m|mm	M
f110-1	5	M		f	H
f110-1	6	f		c|u	M
f110-1	7	q		u	H
f110-1	8	f		c|u	M
f110-1	9	a		a	H
f110-1	10	B		i|y	M
f110-1	11	w		?	U
f110-1	12	4+		m	H
f110-1	13	ff		n|o	M
f110-1	14	7		o	H
f110-1	15	q		u	H
f110-1	16	26		uous	H
f110-1	17	4+		m	H
f110-1	18	o		i	H
f110-1	19	J		s	H
f110-1	20	z		?	U
f110-1	21	T		?	U
f110-1	22	.v.		n	H
f110-1	23	S6		e|u	M
f110-1	24	4+		m	H
f110-1	25	t		e	H
f110-1	26	6		i|n|s	M
f110-1	27	y		?	U
f110-1	28	w-		d	H
f110-1	29	m		t	H
f110-1	30	n		l	H
f110-1	31	.v.		n	H
f110-1	32	L		r	H
f110-1	33	L		r	H
f110-1	34	L		r	H
f110-1	35	T=		m|mm	M
f110-1	36	o		i	H
f110-1	37	Ze		t	H
f110-1	38	h		e	H
f110-1	39	q		u	H
f110-1	40	t		e	H
f110-1	41	.v.		n	H
f110-1	42	o		i	H
f110-1	43	T		?	U
f110-1	44	a		a	H
f110-1	45	w-		d	H
f110-1	46	M		f	H
f110-1	47	L		r	H
f110-1	48	7		o	H
f110-1	49	6		i|n|s	M
f110-1	50	7		o	H
f110-1	51	BOX		?	U
f110-1	52	f		c|u	M
f110-1	53	z		?	U
f110-1	54	o		i	H
f110-1	55	43		point	H
f110-1	56	z		?	U
f110-1	57	t		e	H
f110-1	58	B		i|y	M
f110-1	59	f		c|u	M
f110-1	60	a		a	H
f110-1	61	B		i|y	M
f110-1	62	g		u	H
f110-2	1	4+		m	H
f110-2	2	E		i|y	M
f110-2	3	t		e	H
f110-2	4	h		e	H
f110-2	5	q		u	H
f110-2	6	Ze		t	H
f110-2	7	n		l	H
f110-2	8	U		?	U
f110-2	9	X		a	H
f110-2	10	d		s	H
f110-2	11	e		r	H
f110-2	12	n		l	H
f110-2	13	U		?	U
f110-2	14	p		?	U
f110-2	15	x		e	H
f110-2	16	a		a	H
f110-2	17	m		t	H
f110-2	18	d		s	H
f110-2	19	a		a	H
f110-2	20	f		c|u	M
f110-2	21	6		i|n|s	M
f110-2	22	15		?	U
f110-2	23	d		s	H
f110-2	24	d		s	H
f110-2	25	th		m|a	M
f110-2	26	g		u	H
f110-2	27	x		e	H
f110-2	28	q		u	H
f110-2	29	i		i|e	M
f110-2	30	q		u	H
f110-2	31	J		s	H
f110-2	32	t		e	H
f110-2	33	E		i|y	M
f110-2	34	BOX		?	U
f110-2	35	14		que	H
f110-2	36	m		t	H
f110-2	37	f		c|u	M
f110-2	38	he		l	H
f110-2	39	E		i|y	M
f110-2	40	s		u	H
f110-2	41	x		e	H
f110-2	42	7		o	H
f110-2	43	q		u	H
f110-2	44	d		s	H
f110-2	45	m		t	H
f110-2	46	h		e	H
f110-2	47	lam		b	H
f110-2	48	o		i	H
f110-2	49	A		l	H
f110-2	50	BOX		?	U
