line	col	A	B	flagged	crop
52	1	[PLAIN:ILLEGIBLE]	[PLAIN:Camb Hoffschreibers nach, so im Duplo abzuschreiben gewesen worden,]		
52	5	93	43		
52	15	[PLAIN:ILLEGIBLE]	Und		
52	16	96	86		
52	21	1	-		
52	22	1	11		
53	7	25	-		
53	8	1	51		
53	9	80	40		
53	12	8	-		
53	13	2	89		
53	20	73	43		
53	22	-	2		
53	23	22	7		
53	25	25	2		
53	26	7	5		
53	27	2	71		
53	31	6	-		
53	32	2	61		
53	33	73	43		
53	34	6	61		
53	35	2	7		
53	41	87	67		
53	43	74	44		
53	45	1	-		
53	46	1	11		
54	5	74	4		
54	12	84	-		
54	13	74	44		
54	17	7	-		
54	18	1	71		
54	28	6	61		
54	30	29	9		
54	36	7	-		
54	37	80	70		
54	41	55	65		
54	45	-	2		
54	46	28	8		
54	49	6	-		
54	50	2	61		
55	3	H	-		
55	4	1	44		
55	10	5	-		
55	11	1	51		
55	16	-	Und		
55	17	6	8		
55	18	82	2		
55	21	1	-		
55	26	16	73		
55	27	75	S		
55	30	6	-		
55	31	2	62		
55	33	25	-		
55	34	7	-		
55	35	1	2		
55	36	80	5		
55	37	9	71		
55	38	22	2		
55	39	28	8		
55	41	2	-		
55	42	6	-		
55	43	1	46		
55	44	6	16		
55	49	6	-		
55	50	1	61		
56	3	87	57		
56	7	7	-		
56	8	1	71		
56	9	93	73		
56	12	22	2		
56	14	G	S		
56	19	-	2		
56	20	22	2		
56	21	25	5		
56	30	44	-		
56	31	3	43		
56	32	8	48		
56	33	1	L		
56	34	29	49		
56	36	22	2		
56	39	6	67		
56	40	1	ILLEGIBLE		
56	41	4	44		
56	42	80	89		
56	45	8	-		
56	46	1	81		
57	1	[PLAIN:ILLEGIBLE]	ILLEGIBLE		
