line	position	sign	confidence	alt	why
52	1	[PLAIN:ILLEGIBLE]	M	B:[PLAIN:Camb Hoffschreibers nach, so im Duplo abzuschreiben gewesen worden,]	differ
52	2	83	H		agree
52	3	36	H		agree
52	4	30	H		agree
52	5	93	M	B:43	differ
52	6	16	H		agree
52	7	22	H		agree
52	8	60	H		agree
52	9	74	H		agree
52	10	79	H		agree
52	11	7	H		agree
52	12	2	H		agree
52	13	16	H		agree
52	14	30	H		agree
52	15	[PLAIN:ILLEGIBLE]	M	B:Und	differ
52	16	96	M	B:86	differ
52	17	2	H		agree
52	18	1	H		agree
52	19	54	H		agree
52	20	78	H		agree
52	21	1	M	B:-	gap
52	22	1	M	B:11	differ
52	23	N	H		agree
52	24	16	H		agree
52	25	30	H		agree
53	1	55	H		agree
53	2	99	H		agree
53	3	13	H		agree
53	4	10	H		agree
53	5	Y	H		agree
53	6	2	H		agree
53	7	25	M	B:-	gap
53	8	1	M	B:51	differ
53	9	80	M	B:40	differ
53	10	78	H		agree
53	11	73	H		agree
53	12	8	M	B:-	gap
53	13	2	M	B:89	differ
53	14	2	H		agree
53	15	16	H		agree
53	16	22	H		agree
53	17	76	H		agree
53	18	88	H		agree
53	19	30	H		agree
53	20	73	M	B:43	differ
53	21	93	H		agree
53	22	2	M	A:-	gap
53	23	22	M	B:7	differ
53	24	16	H		agree
53	25	25	M	B:2	differ
53	26	7	M	B:5	differ
53	27	2	M	B:71	differ
53	28	79	H		agree
53	29	N	H		agree
53	30	60	H		agree
53	31	6	M	B:-	gap
53	32	2	M	B:61	differ
53	33	73	M	B:43	differ
53	34	6	M	B:61	differ
53	35	2	M	B:7	differ
53	36	79	H		agree
53	37	7	H		agree
53	38	2	H		agree
53	39	16	H		agree
53	40	83	H		agree
53	41	87	M	B:67	differ
53	42	55	H		agree
53	43	74	M	B:44	differ
53	44	77	H		agree
53	45	1	M	B:-	gap
53	46	1	M	B:11	differ
53	47	16	H		agree
53	48	16	H		agree
53	49	7	H		agree
53	50	2	H		agree
53	51	44	H		agree
53	52	65	H		agree
54	1	2	H		agree
54	2	84	H		agree
54	3	73	H		agree
54	4	14	H		agree
54	5	74	M	B:4	differ
54	6	2	H		agree
54	7	11	H		agree
54	8	22	H		agree
54	9	3	H		agree
54	10	2	H		agree
54	11	16	H		agree
54	12	84	M	B:-	gap
54	13	74	M	B:44	differ
54	14	70	H		agree
54	15	88	H		agree
54	16	85	H		agree
54	17	7	M	B:-	gap
54	18	1	M	B:71	differ
54	19	55	H		agree
54	20	80	H		agree
54	21	9	H		agree
