line	col	A	B	flagged	crop
05801_p5_L01	1	84	04	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	6	102	132	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	7	69	63	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	12	83	82	A	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	15	72	-	A	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	16	60	112	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	19	27	29	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	23	47	17	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	24	12	62	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	28	=Toutefois	-	A	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	29	=ne	=Rencontré	B	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	30	=avons	=l'avons	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	31	=point	=pourveu	B	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	32	=aupres	=d'acquis	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	33	=sil	=s'il	AB	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	35	=a	=avoit	B	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	36	=quelque	=quelques	A	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	39	-	=la		images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	40	-	=mettre		images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	41	-	=en		images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	42	-	=escripvre	B	images_wv2/crops_comp/05801_p5_L01.jpg
05801_p5_L01	44	-	=conte	B	images_wv2/crops_comp/05801_p5_L01.jpg
