# tools/print_check.py, 24 Sep 2026. A search result, not a novelty verdict (CLAUDE.md rule 10).
phrase	source	result	detail	url
que ie communicasse sa despesche a la Reyne	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
respondre aux Ministres de Mr de Mantoue	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
quand ilz renouuelleroient leurs instances	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
le titre du gouuernement de Niuernois	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
d'une possession maintenue depuis son absence du Royaume	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
en faueur des Ducs de Niuernois	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
qu'il seroit impossible de le mettre en doubte	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
il y a un exemple qui fait pour elle	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
au Duc de Neuers de luy promettre le regres	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
gouvernement de Nivernois reine de Pologne	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
Brienne reine de Pologne 19 mai 1646	ia:lettresducardina02maza	no hits	downloaded djvu text; 	https://archive.org/details/lettresducardina02maza
que ie communicasse sa despesche a la Reyne	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
respondre aux Ministres de Mr de Mantoue	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
quand ilz renouuelleroient leurs instances	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
le titre du gouuernement de Niuernois	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
d'une possession maintenue depuis son absence du Royaume	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
en faueur des Ducs de Niuernois	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
qu'il seroit impossible de le mettre en doubte	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
il y a un exemple qui fait pour elle	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
au Duc de Neuers de luy promettre le regres	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
gouvernement de Nivernois reine de Pologne	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
Brienne reine de Pologne 19 mai 1646	ia:pologne01farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne01farggoog
que ie communicasse sa despesche a la Reyne	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
respondre aux Ministres de Mr de Mantoue	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
quand ilz renouuelleroient leurs instances	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
le titre du gouuernement de Niuernois	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
d'une possession maintenue depuis son absence du Royaume	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
en faueur des Ducs de Niuernois	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
qu'il seroit impossible de le mettre en doubte	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
il y a un exemple qui fait pour elle	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
au Duc de Neuers de luy promettre le regres	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
gouvernement de Nivernois reine de Pologne	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
Brienne reine de Pologne 19 mai 1646	ia:pologne00farggoog	no hits	downloaded djvu text; 	https://archive.org/details/pologne00farggoog
que ie communicasse sa despesche a la Reyne	ia:negociationssecr03lecl	no hits	downloaded djvu text; 	https://archive.org/details/negociationssecr03lecl
respondre aux Ministres de Mr de Mantoue	ia:negociationssecr03lecl	no hits	downloaded djvu text; 	https://archive.org/details/negociationssecr03lecl
quand ilz renouuelleroient leurs instances	ia:negociationssecr03lecl	no hits	downloaded djvu text; 	https://archive.org/details/negociationssecr03lecl
