line	pos	sign	conf	value	grade
f226r_C1	1	55	M	que	M
f226r_C1	2	18	H	ie	C
f226r_C1	3	_84	H	com	C
f226r_C1	4	>	H	m	C
f226r_C1	5	35	H	u	C
f226r_C2	1	40	H	ni	C
f226r_C2	2	54	H	qua	M
f226r_C2	3	Z	H	s	C
f226r_C2	4	65	H	se	C
f226r_C2	5	64	H	sa	C
f226r_C2	6	_88	H	de	C
f226r_C2	7	48	H	pe	C
f226r_C2	8	Z	H	s	C
f226r_C2	9	d	H	c	C
f226r_C2	10	13	H	he	C
f226r_C2	11	w	H	a	M
f226r_C2	12	_27	H	areyne	C
f226v_C01	1	_94	H	et	C
f226v_C01	2	9_	H	e	C
f226v_C01	3	y_	H	n	C
f226v_C01	4	68	H	su	C
f226v_C01	5	~	H	i	C
f226v_C01	6	v	H	t	C
f226v_C01	7	70	H	te	C
f226v_C01	8	55	H	que	C
f226v_C01	9	18	H	ie	C
f226v_C01	10	28	H	luy	C
f226v_C01	11	_99	H	fi	C
f226v_C01	12	Z	H	s	C
f226v_C01	13	65	H	se	C
f226v_C02	1	2#	H	s	C
f226v_C02	2	_81	H	au	C
f226v_C02	3	77	H	o	C
f226v_C02	4	~	H	i	C
f226v_C02	5	v	H	t	M
f226v_C02	6	X	H	r	C
f226v_C02	7	65	H	se	C
f226v_C02	8	Z	H	s	C
f226v_C02	9	~	H	i	C
f226v_C02	10	y_	H	n	C
f226v_C02	11	70	H	te	C
f226v_C02	12	p	H	nt	C
f226v_C02	13	82	H	o	C
f226v_C02	14	Z	H	s	C
f226v_C03	1	w	H	a	C
f226v_C03	2	Z	H	s	C
f226v_C03	3	65	H	se	C
f226v_C03	4	9	H	z	C
f226v_C03	5	72	H	to	C
f226v_C03	6	Z	H	s	C
f226v_C03	7	v	H	t	C
f226v_C03	8	60	H	re	C
f226v_C03	9	Z	H	s	C
f226v_C03	10	50	H	po	C
f226v_C03	11	y	H	b	M
f226v_C04	1	L	H	d	C
f226v_C04	2	60	H	re	C
f226v_C04	3	_71	H	au	C
f226v_C04	4	9+	M	x	M
f226v_C04	5	33	H	mi	C
f226v_C04	6	40	H	ni	C
f226v_C04	7	Z	H	s	C
f226v_C04	8	v	H	t	C
f226v_C04	9	60	H	re	C
f226v_C04	10	Z	H	s	C
f226v_C04	11	_88	H	de	C
f226v_C04	12	36	H	Mr	C
f226v_C04	13	_88	H	de	C
f226v_C05	1	31	H	ma	C
f226v_C05	2	y_	H	n	C
f226v_C05	3	72	H	to	C
f226v_C05	4	rr	H	u	C
f226v_C05	5	9_	H	e	C
f226v_C05	6	54	H	qua	C
f226v_C05	7	y_	H	n	C
f226v_C05	8	L	H	d	C
f226v_C05	9	22	H	il	C
f226v_C05	10	9	H	z	C
f226v_C05	11	60	H	re	C
f226v_C05	12	41	H	no	C
f226v_C05	13	rr	H	u	C
f226v_C05	14	75	H	ue	C
f226v_C06	1	ff	H	l	C
f226v_C06	2	24	H	le	C
f226v_C06	3	62	H	ro	C
f226v_C06	4	~	H	i	C
f226v_C06	5	9_	H	e	C
f226v_C06	6	y_	H	n	C
f226v_C06	7	v	H	t	C
f226v_C06	8	29	H	leur	C
f226v_C06	9	Z	H	s	C
f226v_C06	10	~	H	i	C
f226v_C06	11	y_	H	n	C
f226v_C06	12	Z	H	s	C
f226v_C07	1	69	H	ta	C
f226v_C07	2	y_	H	n	C
f226v_C07	3	_82	H	ce	C
f226v_C07	4	Z	H	s	C
f226v_C08	1	69	H	ta	M
f226v_C08	2	rr	H	u	C
f226v_C08	3	y	H	b	C
f226v_C08	4	25	H	li	C
f226v_C08	5	9_	H	e	C
f226v_C08	6	X	H	r	C
f226v_C08	7	_88	H	de	C
f226v_C08	8	_82	H	ce	C
f226v_C08	9	ff	H	l	C
f226v_C08	10	24	H	le	C
f226v_C09	1	23	H	la	C
f226v_C09	2	_94	H	et	C
f226v_C09	3	w	H	a	C
f226v_C09	4	~	H	i	C
f226v_C09	5	y_	H	n	C
f226v_C09	6	66	H	sy	C
f226v_C09	7	24	H	le	C
f226v_C09	8	71	H	ti	C
f226v_C09	9	v	H	t	C
f226v_C09	10	60	H	re	C
f226v_C09	11	103	H	0	C
f226v_C10	1	_91	H	du	C
f226v_C10	2	9	H	z	M
f226v_C10	3	rr	H	u	C
f226v_C10	4	75	H	ue	C
f226v_C10	5	X	H	r	C
f226v_C10	6	39	H	ne	C
f226v_C10	7	81	H	nt	C
f226v_C10	8	_88	H	de	C
f226v_C10	9	40	H	ni	C
f226v_C10	10	75	H	ue	C
f226v_C10	11	X	H	r	C
f226v_C10	12	41	H	no	C
f226v_C11	1	~	H	i	C
f226v_C11	2	Z	H	s	C
f226v_C11	3	65	H	se	M
f226v_C11	4	v	H	t	C
f226v_C11	5	62	H	ro	C
f226v_C11	6	rr	H	u	C
f226v_C11	7	75	H	ue	C
f226v_C11	8	59	H	ra	C
f226v_C11	9	_100	H	fo	C
f226v_C11	10	X	H	r	C
f226v_C11	11	71	H	ti	M
f226v_C11	12	m	H	i	C
f226v_C12	1	_99	H	fi	C
f226v_C12	2	9_	H	e	C
f226v_C12	3	_91	H	du	C
f226v_C12	4	39	H	ne	C
f226v_C12	5	50	H	po	C
f226v_C12	6	Z	H	s	C
f226v_C12	7	65	H	se	C
