line	position	sign	confidence	alt	why
p302_c1	1	19+	M	B:19[cross]	differ
p302_c1	2	1[hook]	M	B:1[loopn]	differ
p302_c1	3	39[loopn]7+07.+	M	B:[bigloop]957[cross]09.[cross]	differ
p302_c2	1	[dot][cross]+,[bigloop][loopn]	M	A:-	gap
p302_c2	2	[loopn][circle].	M	A:-	gap
p302_c2	3	[dot]+,[loopn]	M	B:[hook]49.	differ
p302_c2	4	[loopn]0.[cross]+49.	M	B:193	differ
p302_c2	5	[loopn]93	M	B:[circledot]+7[hook]	differ
p302_c2	6	[circledot]+7[cross],[loopn]93[loopm][loopn]	M	B:[loopn]93[loopm][loopn]	differ
p302_c3	1	[circledot]+[loopm]	H		agree
p302_c3	2	7.[loopn]39,	M	B:-	gap
p302_c3	3	1[loopn][loopn][loopn]	M	B:7.[loopn]79.	differ
p302_c3	4	00+[loopn][loopn].[loopn]	M	B:1[loopn][bigloop][loopn][circledot]0+[bigloop][loopn].	differ
p302_c3	5	0[loopn]39[cross]	M	B:[circle][loopn]39[hook]	differ
p302_c3	6	[loopn]+[cross]+[cross]0[loopn]	M	B:1+[hook][cross][circle][loopn]	differ
p302_c4	1	[bigloop]+[hook]16[loopn][bigloop]	M	A:-	gap
p302_c4	2	[circledot][loopn]	M	A:-	gap
p302_c4	3	[loopn]+[cross]16[loopn][loopn]	M	B:.+7[bigloop][loopn],	differ
p302_c4	4	0[loopn]+73[loopn],	M	B:[circledot][loopn]	differ
p302_c4	5	0[loopn][dash][loopn].6[loopn]	M	B:-[loopn].6[loopn]	differ
p302_c4	6	[circledot]++[cross]+3[equals]9.	M	B:[circledot][cross]++[bigloop]=9.	differ
p302_c5	1	0[loopn],	M	B:-	gap
p302_c5	2	[loopn]+	M	B:[circle][loopn],	differ
p302_c5	3	396[loopn].	M	B:1+396[loopn].	differ
p302_c5	4	++16[loopn]09[loopn]	M	B:[hook]++[hook]16[loopn]0[loopn]	differ
p302_c5	5	[loopn][dash]93673[cross][loopn][dash]793	M	B:[loopn]-93673[cross][loopn]-19[circle]	differ
p302_c6	1	+3	H		agree
p302_c6	2	[circledot]9[dash]+[loopn]0	M	B:09-[cross][loopn]0	differ
p302_c6	3	[loopn]7[cross]19+3[cross][loopn].[loopn]	M	B:[bigloop]7[hook]19+3[hook]1.[loopn]	differ
p302_c6	4	+3	H		agree
p302_c6	5	4+4[loopn]0[loopn][loopn]9	M	B:4+4[loopn]0[loopn][bigloop]9	differ
p302_c7	1	97[cross]++[circledot][cross]79	M	B:-	gap
p302_c7	2	[loopn]	M	B:97[hook]+0[circledot][cross]79	differ
p302_c7	3	[cross]+[cross]	M	B:[loopn][hook][cross]	differ
p302_c7	4	9[loopn].67[dash]+0[loopn].	M	B:9[loopn].67-[cross]0[loopn].	differ
p302_c7	5	++7++3[loopn]0729	M	B:[hook]1[cross]+3[loopn]0719	differ
p302_c8	1	+[circledot][dash]93	M	B:-	gap
p302_c8	2	[loopn]+	M	B:-	gap
p302_c8	3	[loopn]+0[loopn]	M	B:+0-93[loopn]+	differ
p302_c8	4	[dash][loopn]4[loopn][loopn]	M	B:1+0[circle]-[loopn]4[loopn][loopn]	differ
p302_c9	1	[cross]++49.[loopn]	M	B:[hook]49.[loopn]	differ
p302_c10	1	6+319	M	A:-	gap
p302_c10	2	+0	M	A:-	gap
p302_c10	3	6+339+0	M	B:[circle][loopn][hook]1	differ
p302_c10	4	0[loopn][cross][loopn]069	M	B:[loopn]069	differ
p302_c10	5	1939.	M	B:1919.	differ
p302_c10	6	+3	H		agree
p302_c10	7	[equals]+07[dash]76[loopn].	M	B:[equals]+07-76[loopn].	differ
p302_c11	1	[circledot]++	M	B:-	gap
p302_c11	2	[dash]9.[loopn]7[loopn]00+36+	M	B:[circledot]+[cross]	differ
p302_c11	3	[loopn]	M	B:-9.19[loopn]00+96+	differ
p302_c11	4	[loopn]++16.[loopn]0[loopn][loopn]+16[loopn][loopn]	M	B:[loopn][cross]++16.[loopn]0[loopn][circle][loopn]16[loopn][loopn]	differ
p302_c12	1	+3+[circledot]	M	B:-	gap
p302_c12	2	[loopn]7[loopn]	M	B:-	gap
p302_c12	3	[loopn]+[cross]1[cross].[cross][loopn]369.	M	B:+3+0	differ
p302_c12	4	+76+1[loopn]3[loopn]9	M	B:1[loopn]1+-1[cross],-1[loopn]69.	differ
p302_c12	5	[circledot][cross]++[circledot].	M	B:+76+.[loopn]3[loopn]9[circledot]+++0	differ
p302_c13	1	+3	M	B:-	gap
p302_c13	2	[circledot]++	M	B:-	gap
p302_c13	3	9++[loopn]	M	B:-	gap
p302_c13	4	1[loopn][dash]+.09	M	B:-+3[circledot]++[loopn]1	differ
p302_c13	5	+3+[cross]16+	M	B:1-+.09	differ
p302_c13	6	9[loopn]7[cross]	M	B:+3+-16+	differ
p302_c13	7	[cross]+3	M	B:1[loopn]7-[loopn]1+3	differ
p302_c14	1	6[loopn][loopn][loopn]	H		agree
p302_c14	2	[equals]++16.[loopn]	M	B:[cross]++-16.[loopn]	differ
p302_c14	3	0[loopn]+16[loopn][loopn]	M	B:0[loopn][loopn]-16[loopn][loopn]	differ
p302_c14	4	+3+0	H		agree
p302_c14	5	6.929[loopn]+	H		agree
p302_c15	1	[cross][loopn]3	M	B:-1[loopn]3	differ
