line	position	sign	confidence	alt	why
mssDE68_p1_L01	1	835	H		agree
mssDE68_p1_L01	2	725	H		agree
mssDE68_p1_L01	3	1066	M	B:1006	differ
mssDE68_p1_L01	4	480	H		agree
mssDE68_p1_L01	5	941	H		agree
mssDE68_p1_L01	6	6	H		agree
mssDE68_p1_L01	7	919	H		agree
mssDE68_p1_L01	8	32	H		agree
mssDE68_p1_L01	9	701	H		agree
mssDE68_p1_L01	10	331	H		agree
mssDE68_p1_L01	11	86	H		agree
mssDE68_p1_L01	12	525	H		agree
mssDE68_p1_L02	1	460	H		agree
mssDE68_p1_L02	2	628	H		agree
mssDE68_p1_L02	3	202	H		agree
mssDE68_p1_L02	4	1028	H		agree
mssDE68_p1_L02	5	42	H		agree
mssDE68_p1_L02	6	315	H		agree
mssDE68_p1_L02	7	712	H		agree
mssDE68_p1_L02	8	880	H		agree
mssDE68_p1_L02	9	291	M	B:391	differ
mssDE68_p1_L02	10	125	H		agree
mssDE68_p1_L02	11	610	H		agree
mssDE68_p1_L02	12	89	M	B:-	gap
mssDE68_p1_L03	1	563	H		agree
mssDE68_p1_L03	2	940	H		agree
mssDE68_p1_L03	3	1043	H		agree
mssDE68_p1_L03	4	565	M		agree-flagged
mssDE68_p1_L03	5	941	H		agree
mssDE68_p1_L03	6	32	H		agree
mssDE68_p1_L03	7	947	H		agree
mssDE68_p1_L03	8	60	H		agree
mssDE68_p1_L03	9	910	H		agree
mssDE68_p1_L03	10	744	H		agree
mssDE68_p1_L04	1	486	H		agree
mssDE68_p1_L04	2	632	H		agree
mssDE68_p1_L04	3	10	H		agree
mssDE68_p1_L04	4	48	H		agree
mssDE68_p1_L04	5	337	H		agree
mssDE68_p1_L04	6	116	H		agree
mssDE68_p1_L04	7	96	H		agree
mssDE68_p1_L04	8	6	H		agree
mssDE68_p1_L04	9	32	H		agree
mssDE68_p1_L04	10	740	H		agree
mssDE68_p1_L04	11	890	H		agree
mssDE68_p1_L05	1	880	H		agree
mssDE68_p1_L05	2	773	M		agree-flagged
mssDE68_p1_L05	3	258	H		agree
mssDE68_p1_L05	4	202	H		agree
mssDE68_p1_L05	5	48	H		agree
mssDE68_p1_L05	6	531	H		agree
mssDE68_p1_L05	7	1033	H		agree
mssDE68_p1_L05	8	1004	H		agree
mssDE68_p1_L05	9	64	H		agree
mssDE68_p1_L05	10	214	H		agree
mssDE68_p1_L05	11	740	H		agree
mssDE68_p2_L01	1	626	H		agree
mssDE68_p2_L01	2	428	H		agree
mssDE68_p2_L01	3	246	M	B:346	differ
mssDE68_p2_L01	4	850	H		agree
mssDE68_p2_L01	5	594	H		agree
mssDE68_p2_L01	6	300	H		agree
mssDE68_p2_L01	7	880	H		agree
mssDE68_p2_L01	8	291	M	B:391	differ
mssDE68_p2_L01	9	202	H		agree
mssDE68_p2_L01	10	610	H		agree
mssDE68_p2_L02	1	455	H		agree
mssDE68_p2_L02	2	460	H		agree
mssDE68_p2_L02	3	599	H		agree
mssDE68_p2_L02	4	947	H		agree
mssDE68_p2_L02	5	241	M	B:341	differ
mssDE68_p2_L02	6	981	H		agree
mssDE68_p2_L02	7	291	M	B:391	differ
mssDE68_p2_L02	8	109	H		agree
mssDE68_p2_L02	9	463	H		agree
mssDE68_p2_L02	10	331	H		agree
mssDE68_p2_L02	11	220	H		agree
mssDE68_p2_L03	1	20	M	B:90	differ
mssDE68_p2_L03	2	1074	H		agree
mssDE68_p2_L03	3	884	H		agree
mssDE68_p2_L03	4	594	H		agree
mssDE68_p2_L03	5	1181	H		agree
mssDE68_p2_L03	6	730	M		agree-flagged
mssDE68_p2_L03	7	976	H		agree
mssDE68_p2_L03	8	1188	H		agree
mssDE68_p2_L03	9	1105	H		agree
mssDE68_p2_L03	10	434	H		agree
mssDE68_p2_L04	1	585	H		agree
mssDE68_p2_L04	2	626	H		agree
mssDE68_p2_L04	3	950	H		agree
mssDE68_p2_L04	4	10	H		agree
mssDE68_p2_L04	5	1181	H		agree
mssDE68_p2_L04	6	415	M		agree-flagged
mssDE68_p2_L04	7	202	H		agree
mssDE68_p2_L04	8	165	H		agree
mssDE68_p2_L04	9	434	H		agree
mssDE68_p2_L04	10	1193	H		agree
mssDE68_p2_L04	11	678	H		agree
mssDE68_p2_L05	1	555	H		agree
mssDE68_p2_L05	2	850	H		agree
mssDE68_p2_L05	3	808	H		agree
mssDE68_p2_L05	4	712	H		agree
mssDE68_p2_L05	5	997	H		agree
mssDE68_p2_L05	6	947	H		agree
mssDE68_p2_L05	7	1133	H		agree
mssDE68_p2_L05	8	981	H		agree
mssDE68_p2_L05	9	125	M	B:1125	differ
mssDE68_p2_L05	10	517	H		agree
mssDE68_p2_L05	11	20	M	B:90	differ
mssDE68_p2_L06	1	931	H		agree
mssDE68_p2_L06	2	202	H		agree
mssDE68_p2_L06	3	744	H		agree
mssDE68_p2_L06	4	355	H		agree
mssDE68_p2_L06	5	534	M	B:594	differ
mssDE68_p2_L06	6	626	H		agree
mssDE68_p2_L06	7	628	H		agree
mssDE68_p2_L06	8	713	H		agree
mssDE68_p2_L06	9	45	H		agree
mssDE68_p2_L07	1	507	H		agree
mssDE68_p2_L07	2	1002	H		agree
mssDE68_p2_L07	3	1187	H		agree
mssDE68_p2_L08	1	890	H		agree
mssDE68_p2_L08	2	435	H		agree
mssDE68_p2_L08	3	6	H		agree
mssDE68_p2_L08	4	32	H		agree
mssDE68_p2_L08	5	202	H		agree
mssDE68_p2_L08	6	806	H		agree
mssDE68_p2_L08	7	416	H		agree
mssDE68_p2_L08	8	482	H		agree
mssDE68_p2_L08	9	10	H		agree
mssDE68_p2_L08	10	177	H		agree
mssDE68_p2_L08	11	658	H		agree
mssDE68_p2_L09	1	214	H		agree
mssDE68_p2_L09	2	991	H		agree
mssDE68_p2_L09	3	1159	H		agree
mssDE68_p2_L09	4	241	M	B:941	differ
mssDE68_p2_L09	5	981	H		agree
mssDE68_p2_L09	6	291	M	B:391	differ
mssDE68_p2_L09	7	599	H		agree
mssDE68_p2_L09	8	725	H		agree
mssDE68_p2_L09	9	103	H		agree
mssDE68_p2_L09	10	991	M	B:-	gap
mssDE68_p2_L09	11	531	M		agree-flagged
mssDE68_p3_L01	1	677	H		agree
mssDE68_p3_L01	2	96	H		agree
mssDE68_p3_L01	3	337	H		agree
mssDE68_p3_L01	4	1033	H		agree
mssDE68_p3_L01	5	545	H		agree
mssDE68_p3_L01	6	771	H		agree
mssDE68_p3_L01	7	6	H		agree
mssDE68_p3_L01	8	610	H		agree
mssDE68_p3_L01	9	896	H		agree
mssDE68_p3_L01	10	250	H		agree
mssDE68_p3_L02	1	945	H		agree
mssDE68_p3_L02	2	620	H		agree
mssDE68_p3_L02	3	125	H		agree
mssDE68_p3_L02	4	511	H		agree
mssDE68_p3_L02	5	252	H		agree
mssDE68_p3_L02	6	331	H		agree
mssDE68_p3_L02	7	383	H		agree
mssDE68_p3_L02	8	640	H		agree
mssDE68_p3_L02	9	460	H		agree
mssDE68_p3_L02	10	824	H		agree
mssDE68_p3_L03	1	919	H		agree
mssDE68_p3_L03	2	545	H		agree
mssDE68_p3_L03	3	946	H		agree
mssDE68_p3_L03	4	60	H		agree
mssDE68_p3_L03	5	594	H		agree
mssDE68_p3_L03	6	941	H		agree
mssDE68_p3_L03	7	837	H		agree
mssDE68_p3_L03	8	1181	H		agree
mssDE68_p3_L03	9	10	H		agree
mssDE68_p3_L03	10	959	H		agree
mssDE68_p3_L04	1	45	H		agree
mssDE68_p3_L04	2	1	H		agree
mssDE68_p3_L04	3	394	H		agree
mssDE68_p3_L04	4	848	H		agree
mssDE37_p1_L01	1	835	H		agree
mssDE37_p1_L01	2	947	H		agree
mssDE37_p1_L01	3	443	H		agree
mssDE37_p1_L01	4	950	H		agree
mssDE37_p1_L01	5	608	H		agree
mssDE37_p1_L01	6	468	H		agree
mssDE37_p1_L01	7	476	H		agree
mssDE37_p1_L01	8	415	M		agree-flagged
mssDE37_p1_L01	9	878	H		agree
mssDE37_p1_L02	1	787	H		agree
mssDE37_p1_L02	2	1193	H		agree
mssDE37_p1_L02	3	444	H		agree
mssDE37_p1_L02	4	831	H		agree
mssDE37_p1_L02	5	868	H		agree
mssDE37_p1_L02	6	1053	H		agree
mssDE37_p1_L02	7	830	H		agree
mssDE37_p1_L02	8	518	H		agree
mssDE37_p1_L02	9	222	H		agree
mssDE37_p1_L02	10	80	H		agree
mssDE37_p1_L03	1	80	H		agree
mssDE37_p1_L03	2	6	H		agree
mssDE37_p1_L03	3	48	H		agree
mssDE37_p1_L03	4	608	H		agree
mssDE37_p1_L03	5	642	H		agree
mssDE37_p1_L03	6	767	H		agree
mssDE37_p1_L03	7	434	H		agree
mssDE37_p1_L03	8	628	H		agree
