move	npass	slide_dir	count	start1	count_dir	boundary	combos	combos_with_name7	distinct_name7
UR	0	1	6	True	-1	reflect	234375	0	0
UR	0	1	6	True	-1	wrap	234375	0	0
UR	0	1	6	True	1	reflect	234375	0	0
UR	0	1	6	True	1	wrap	234375	0	0
UR	0	1	6	False	-1	reflect	234375	0	0
UR	0	1	6	False	-1	wrap	234375	0	0
UR	0	1	6	False	1	reflect	234375	0	0
UR	0	1	6	False	1	wrap	234375	0	0
UR	0	1	7	True	-1	reflect	234375	0	0
UR	0	1	7	True	-1	wrap	234375	0	0
UR	0	1	7	True	1	reflect	234375	0	0
UR	0	1	7	True	1	wrap	234375	0	0
UR	0	1	7	False	-1	reflect	234375	0	0
UR	0	1	7	False	-1	wrap	234375	0	0
UR	0	1	7	False	1	reflect	234375	43	3
UR	0	1	7	False	1	wrap	234375	0	0
UR	0	1	8	True	-1	reflect	234375	0	0
UR	0	1	8	True	-1	wrap	234375	0	0
UR	0	1	8	True	1	reflect	234375	43	3
UR	0	1	8	True	1	wrap	234375	0	0
UR	0	1	8	False	-1	reflect	234375	0	0
UR	0	1	8	False	-1	wrap	234375	0	0
UR	0	1	8	False	1	reflect	234375	0	0
UR	0	1	8	False	1	wrap	234375	0	0
UR	0	1	9	True	-1	reflect	234375	0	0
UR	0	1	9	True	-1	wrap	234375	0	0
UR	0	1	9	True	1	reflect	234375	0	0
UR	0	1	9	True	1	wrap	234375	0	0
UR	0	1	9	False	-1	reflect	234375	0	0
UR	0	1	9	False	-1	wrap	234375	0	0
UR	0	1	9	False	1	reflect	234375	0	0
UR	0	1	9	False	1	wrap	234375	0	0
UR	0	1	10	True	-1	reflect	234375	0	0
UR	0	1	10	True	-1	wrap	234375	0	0
UR	0	1	10	True	1	reflect	234375	0	0
UR	0	1	10	True	1	wrap	234375	0	0
UR	0	1	10	False	-1	reflect	234375	0	0
UR	0	1	10	False	-1	wrap	234375	0	0
UR	0	1	10	False	1	reflect	234375	0	0
UR	0	1	10	False	1	wrap	234375	0	0
UR	0	-1	6	True	-1	reflect	234375	0	0
UR	0	-1	6	True	-1	wrap	234375	0	0
UR	0	-1	6	True	1	reflect	234375	0	0
UR	0	-1	6	True	1	wrap	234375	0	0
UR	0	-1	6	False	-1	reflect	234375	0	0
UR	0	-1	6	False	-1	wrap	234375	0	0
UR	0	-1	6	False	1	reflect	234375	0	0
UR	0	-1	6	False	1	wrap	234375	0	0
UR	0	-1	7	True	-1	reflect	234375	0	0
UR	0	-1	7	True	-1	wrap	234375	0	0
UR	0	-1	7	True	1	reflect	234375	0	0
UR	0	-1	7	True	1	wrap	234375	0	0
UR	0	-1	7	False	-1	reflect	234375	0	0
UR	0	-1	7	False	-1	wrap	234375	0	0
UR	0	-1	7	False	1	reflect	234375	300	3
UR	0	-1	7	False	1	wrap	234375	0	0
UR	0	-1	8	True	-1	reflect	234375	0	0
UR	0	-1	8	True	-1	wrap	234375	0	0
UR	0	-1	8	True	1	reflect	234375	300	3
UR	0	-1	8	True	1	wrap	234375	0	0
UR	0	-1	8	False	-1	reflect	234375	0	0
UR	0	-1	8	False	-1	wrap	234375	0	0
UR	0	-1	8	False	1	reflect	234375	0	0
UR	0	-1	8	False	1	wrap	234375	0	0
UR	0	-1	9	True	-1	reflect	234375	0	0
UR	0	-1	9	True	-1	wrap	234375	0	0
UR	0	-1	9	True	1	reflect	234375	0	0
UR	0	-1	9	True	1	wrap	234375	0	0
UR	0	-1	9	False	-1	reflect	234375	0	0
UR	0	-1	9	False	-1	wrap	234375	0	0
UR	0	-1	9	False	1	reflect	234375	0	0
UR	0	-1	9	False	1	wrap	234375	0	0
UR	0	-1	10	True	-1	reflect	234375	0	0
UR	0	-1	10	True	-1	wrap	234375	0	0
UR	0	-1	10	True	1	reflect	234375	0	0
UR	0	-1	10	True	1	wrap	234375	0	0
UR	0	-1	10	False	-1	reflect	234375	0	0
UR	0	-1	10	False	-1	wrap	234375	0	0
UR	0	-1	10	False	1	reflect	234375	0	0
UR	0	-1	10	False	1	wrap	234375	0	0
UR	1	1	6	True	-1	reflect	234375	0	0
UR	1	1	6	True	-1	wrap	234375	0	0
UR	1	1	6	True	1	reflect	234375	0	0
