line	col	A	B	flagged	crop
5	1	-	8		
5	7	68	88		
5	9	11	44		
5	20	71	74		
5	21	95	93		
5	26	12	42		
5	28	Ct	Ot		
5	33	31	51		
5	39	V6	16		
5	43	12	42		
5	46	51	81		
5	48	ILLEGIBLE	-		
5	49	3	2		
5	52	99	09		
6	6	22	-		
6	7	71	-		
6	8	22	zz7i		
6	9	51	zz5i		
6	19	18	48		
6	22	30	36		
6	26	93	43		
6	28	tt	44		
6	29	Fz	F		
6	30	73	22		
6	38	72	42		
6	42	O	D		
6	47	22	-		
6	48	9	29		
6	50	83	82		
7	5	10	18		
7	6	16	48		
7	7	7	73		
7	11	16	-		
7	12	30	18		
7	13	23	3673		
7	16	56	53		
7	21	Rib	Ki6		
7	23	72	-		
7	24	71	7z7i		
7	29	tt	44		
7	33	13	43		
7	35	63	53		
7	37	2	-		
7	43	16	18		
8	3	du	Xu3		
8	11	22	-		
8	16	Vz	Uzz		
8	17	26	16		
8	19	8d	83		
8	32	51	31		
8	42	du	Xu3		
8	44	yi	71		
8	45	72	2		
8	48	42	44		
9	4	102	-		
9	5	E	-		
9	6	n	103		
9	7	273	Enz73		
9	8	zoo	200		
9	9	du	Xu3		
9	19	tt	T		
9	22	48	487		
9	23	72	22		
9	43	ib	10		
9	45	7	-		
9	46	60	-		
9	47	37	7z60		
9	48	70	3770		
9	49	ttt	iTT		
9	50	4tt	44		
10	1	-	11		
10	2	12	255		
10	9	39	38		
10	19	tz	42		
10	24	7	71		
10	26	E	T		
10	29	23	-		
10	30	13	83		
10	31	72	187		
10	33	A	At		
10	34	bLS	Xu5		
10	35	70	40		
11	1	12	-		
11	2	55	iz55		
11	3	tz	91		
11	5	30	90		
11	8	51	31		
11	10	16	10		
11	12	51	31		
11	14	T	L		
11	26	28	48		
11	34	51	31		
11	40	13	43		
11	41	M	Xu3		
11	49	74	44		
12	8	16	18		
12	13	16	18		
12	16	O	D		
12	18	16	18		
12	23	27	-		
12	24	78	z778		
12	38	tt	-		
12	47	84	87		
12	48	72	42		
12	49	16	18		
13	1	12	42		
13	5	03	o5		
13	6	15	45		
13	8	84	64		
13	11	26	42		
13	16	72	-		
13	17	16	7zi6		
13	19	78	-		
13	20	8	-		
13	21	92	28		
13	22	61	821		
13	24	4ud	Xu5		
13	33	40	90		
13	40	51	81		
13	43	C	G		
13	46	16	18		
13	48	51	81		
14	2	60	90		
14	4	500	300		
14	10	87	7		
14	13	C	6		
14	15	51	61		
14	19	Zoo	200		
14	21	73	-		
14	22	31	733i		
14	26	51	61		
14	44	98	88		
14	45	61	6		
